Run,Age,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,BREED,Bytes,Center Name,collected_by,Consent,Cultivar,DATASTORE filetype,DATASTORE provider,DATASTORE region,dev_stage,Ecotype,Experiment,ID,Instrument,Isolate,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,create_date,version,Sample Name,sex,SRA Study,Strain,sub_species,Tissue,disease,Treatment,disease_stage
SRR17139295,10,WXS,152,16270135936,PRJNA786469,SAMN23673793,Model organism or animal,Golden Retriever,11215975490,CNRS - UNIVERSITY RENNES1,Davis,public,not applicable,"sra,fastq,run.zq","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",not applicable,not applicable,SRX13323552,143,Illumina HiSeq 2000,not applicable,LID143,PAIRED,Hybrid Selection,GENOMIC,Canis lupus familiaris,ILLUMINA,2021-12-06T00:00:00Z,2021-12-06T09:58:00Z,1,CCB050351_0200,female,SRP349373,not applicable,familiaris,oral cavity,,RTH Ongoing on 13aout12,
SRR17139296,10,WXS,152,18880189952,PRJNA786469,SAMN23673792,Model organism or animal,Golden Retriever,13188505314,CNRS - UNIVERSITY RENNES1,Davis,public,not applicable,"fastq,run.zq,sra","gs,s3,ncbi","s3.us-east-1,gs.US,ncbi.public",not applicable,not applicable,SRX13323551,142,Illumina HiSeq 2000,not applicable,LID142,PAIRED,Hybrid Selection,GENOMIC,Canis lupus familiaris,ILLUMINA,2021-12-06T00:00:00Z,2021-12-06T10:12:00Z,1,CCB050351_0100,female,SRP349373,not applicable,familiaris,oral cavity,Melanoma-mucosa/mandible,RTH Ongoing on 13aout12,
SRR17139297,10,WXS,152,11971582624,PRJNA786469,SAMN23673791,Model organism or animal,Labrador Retriever,7851559843,CNRS - UNIVERSITY RENNES1,Davis,public,not applicable,"fastq,run.zq,sra","ncbi,s3,gs","s3.us-east-1,gs.US,ncbi.public",not applicable,not applicable,SRX13323550,141,Illumina HiSeq 2000,not applicable,LID141,PAIRED,Hybrid Selection,GENOMIC,Canis lupus familiaris,ILLUMINA,2021-12-06T00:00:00Z,2021-12-06T09:56:00Z,1,CCB050228_0200,male,SRP349373,not applicable,familiaris,oral cavity,,"Started Melanoma Vaccine on 30juillet10\, pallative radiation on 06aout10\, palladia on 17dec10",
SRR17139298,missing,WXS,152,12585629792,PRJNA786469,SAMN23673665,Model organism or animal,Poodle,8265903861,CNRS - UNIVERSITY RENNES1,CNRS - university RENNES,public,not applicable,"sra,run.zq,fastq","s3,gs,ncbi","gs.US,ncbi.public,s3.us-east-1",not applicable,not applicable,SRX13323549,15,Illumina HiSeq 2000,not applicable,LID15,PAIRED,Hybrid Selection,GENOMIC,Canis lupus familiaris,ILLUMINA,2021-12-06T00:00:00Z,2021-12-06T09:55:00Z,1,B00E00S,male,SRP349373,not applicable,familiaris,blood,,,
SRR17139299,10,WXS,152,13906408256,PRJNA786469,SAMN23673790,Model organism or animal,Labrador Retriever,9173217264,CNRS - UNIVERSITY RENNES1,Davis,public,not applicable,"sra,run.zq,fastq","gs,ncbi,s3","s3.us-east-1,gs.US,ncbi.public",not applicable,not applicable,SRX13323548,140,Illumina HiSeq 2000,not applicable,LID140,PAIRED,Hybrid Selection,GENOMIC,Canis lupus familiaris,ILLUMINA,2021-12-06T00:00:00Z,2021-12-06T10:11:00Z,1,CCB050228_0100,male,SRP349373,not applicable,familiaris,oral cavity,Melanoma-lingual,"Started Melanoma Vaccine on 30juillet10\, pallative radiation on 06aout10\, palladia on 17dec10",
SRR17139300,8,WXS,152,11360134656,PRJNA786469,SAMN23673789,Model organism or animal,Labrador Retriever,7326334672,CNRS - UNIVERSITY RENNES1,Davis,public,not applicable,"sra,run.zq,fastq","ncbi,gs,s3","gs.US,ncbi.public,s3.us-east-1",not applicable,not applicable,SRX13323547,139,Illumina HiSeq 2000,not applicable,LID139,PAIRED,Hybrid Selection,GENOMIC,Canis lupus familiaris,ILLUMINA,2021-12-06T00:00:00Z,2021-12-06T09:42:00Z,1,CCB050096_0200,male,SRP349373,not applicable,familiaris,oral cavity,,Unknown.,
SRR17139301,8,WXS,152,19832255480,PRJNA786469,SAMN23673788,Model organism or animal,Labrador Retriever,13065092438,CNRS - UNIVERSITY RENNES1,Davis,public,not applicable,"sra,fastq,run.zq","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",not applicable,not applicable,SRX13323546,138,Illumina HiSeq 2000,not applicable,LID138,PAIRED,Hybrid Selection,GENOMIC,Canis lupus familiaris,ILLUMINA,2021-12-06T00:00:00Z,2021-12-06T10:29:00Z,1,CCB050096_0100,male,SRP349373,not applicable,familiaris,oral cavity,Melanoma-mucosa/mandible,Unknown.,
SRR17139302,10,WXS,152,13784944448,PRJNA786469,SAMN23673787,Model organism or animal,Golden Retriever,9439809588,CNRS - UNIVERSITY RENNES1,Davis,public,not applicable,"sra,fastq,run.zq","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US",not applicable,not applicable,SRX13323545,137,Illumina HiSeq 2000,not applicable,LID137,PAIRED,Hybrid Selection,GENOMIC,Canis lupus familiaris,ILLUMINA,2021-12-06T00:00:00Z,2021-12-06T09:59:00Z,1,CCB050061_0200,male,SRP349373,not applicable,familiaris,oral cavity,,"RTH Txmnt on 18fev09\, Mel Vacc Serries on 30mars09",
SRR17139303,10,WXS,152,18195972744,PRJNA786469,SAMN23673786,Model organism or animal,Golden Retriever,12627395243,CNRS - UNIVERSITY RENNES1,Davis,public,not applicable,"sra,fastq,run.zq","gs,s3,ncbi","s3.us-east-1,gs.US,ncbi.public",not applicable,not applicable,SRX13323544,136,Illumina HiSeq 2000,not applicable,LID136,PAIRED,Hybrid Selection,GENOMIC,Canis lupus familiaris,ILLUMINA,2021-12-06T00:00:00Z,2021-12-06T10:32:00Z,1,CCB050061_0100,male,SRP349373,not applicable,familiaris,oral cavity,Melanoma-mucosa/mandible,"RTH Txmnt on 18fev09\, Mel Vacc Serries on 30mars09",
SRR17139304,8,WXS,152,11681895248,PRJNA786469,SAMN23673785,Model organism or animal,Labrador Retriever,7508747154,CNRS - UNIVERSITY RENNES1,Davis,public,not applicable,"sra,fastq,run.zq","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",not applicable,not applicable,SRX13323543,135,Illumina HiSeq 2000,not applicable,LID135,PAIRED,Hybrid Selection,GENOMIC,Canis lupus familiaris,ILLUMINA,2021-12-06T00:00:00Z,2021-12-06T10:00:00Z,1,CCB050042_0200,male,SRP349373,not applicable,familiaris,oral cavity,,Did not receive treatment,
SRR17139305,8,WXS,152,21675108192,PRJNA786469,SAMN23673784,Model organism or animal,Labrador Retriever,14181268703,CNRS - UNIVERSITY RENNES1,Davis,public,not applicable,"fastq,run.zq,sra","s3,ncbi,gs","ncbi.public,gs.US,s3.us-east-1",not applicable,not applicable,SRX13323542,134,Illumina HiSeq 2000,not applicable,LID134,PAIRED,Hybrid Selection,GENOMIC,Canis lupus familiaris,ILLUMINA,2021-12-06T00:00:00Z,2021-12-06T10:20:00Z,1,CCB050042_0100,male,SRP349373,not applicable,familiaris,oral cavity,Melanoma-mucosa/maxilla,Did not receive treatment,
SRR17139306,12,WXS,152,12240045480,PRJNA786469,SAMN23673783,Model organism or animal,Labrador Retriever,7956656718,CNRS - UNIVERSITY RENNES1,Davis,public,not applicable,"run.zq,sra,fastq","s3,ncbi,gs","gs.US,ncbi.public,s3.us-east-1",not applicable,not applicable,SRX13323541,133,Illumina HiSeq 2000,not applicable,LID133,PAIRED,Hybrid Selection,GENOMIC,Canis lupus familiaris,ILLUMINA,2021-12-06T00:00:00Z,2021-12-06T09:57:00Z,1,CCB050031_0200,male,SRP349373,not applicable,familiaris,oral cavity,,"RTH Txmnt on 24sept08\, melanoma vaccine 23oct08\, carbo 17fev09\, CCNU 31mars09",
SRR17139307,12,WXS,152,21951124536,PRJNA786469,SAMN23673782,Model organism or animal,Labrador Retriever,15593680272,CNRS - UNIVERSITY RENNES1,Davis,public,not applicable,"fastq,sra,run.zq","s3,ncbi,gs","gs.US,ncbi.public,s3.us-east-1",not applicable,not applicable,SRX13323540,132,Illumina HiSeq 2000,not applicable,LID132,PAIRED,Hybrid Selection,GENOMIC,Canis lupus familiaris,ILLUMINA,2021-12-06T00:00:00Z,2021-12-06T10:13:00Z,1,CCB050031_0100,male,SRP349373,not applicable,familiaris,oral cavity,Melanoma-mucosa/mandible,"RTH Txmnt on 24sept08\, melanoma vaccine 23oct08\, carbo 17fev09\, CCNU 31mars09",
SRR17139308,12,WXS,152,9338261968,PRJNA786469,SAMN23673781,Model organism or animal,Labrador Retriever,6111898906,CNRS - UNIVERSITY RENNES1,Davis,public,not applicable,"run.zq,fastq,sra","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US",not applicable,not applicable,SRX13323539,131,Illumina HiSeq 2000,not applicable,LID131,PAIRED,Hybrid Selection,GENOMIC,Canis lupus familiaris,ILLUMINA,2021-12-06T00:00:00Z,2021-12-06T09:42:00Z,1,CCB050023_0200,male,SRP349373,not applicable,familiaris,oral cavity,,Radiation Therapy started on 18aout08,
SRR17139309,missing,WXS,152,19757662240,PRJNA786469,SAMN23673664,Model organism or animal,Poodle,13115277728,CNRS - UNIVERSITY RENNES1,CNRS - university RENNES,public,not applicable,"sra,fastq,run.zq","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",not applicable,not applicable,SRX13323538,14,Illumina HiSeq 2000,not applicable,LID14,PAIRED,Hybrid Selection,GENOMIC,Canis lupus familiaris,ILLUMINA,2021-12-06T00:00:00Z,2021-12-06T10:30:00Z,1,B00E00R,male,SRP349373,not applicable,familiaris,oral cavity,Melanoma,,
SRR17139310,12,WXS,152,12516605224,PRJNA786469,SAMN23673780,Model organism or animal,Labrador Retriever,8943741573,CNRS - UNIVERSITY RENNES1,Davis,public,not applicable,"sra,fastq,run.zq","gs,s3,ncbi","s3.us-east-1,gs.US,ncbi.public",not applicable,not applicable,SRX13323537,130,Illumina HiSeq 2000,not applicable,LID130,PAIRED,Hybrid Selection,GENOMIC,Canis lupus familiaris,ILLUMINA,2021-12-06T00:00:00Z,2021-12-06T09:56:00Z,1,CCB050023_0100,male,SRP349373,not applicable,familiaris,oral cavity,Melanoma-mucosa/maxilla,Radiation Therapy started on 18aout08,
SRR17139311,12,WXS,152,15711735968,PRJNA786469,SAMN23673779,Model organism or animal,Golden Retriever,10800157122,CNRS - UNIVERSITY RENNES1,Davis,public,not applicable,"run.zq,fastq,sra","s3,ncbi,gs","s3.us-east-1,gs.US,ncbi.public",not applicable,not applicable,SRX13323536,129,Illumina HiSeq 2000,not applicable,LID129,PAIRED,Hybrid Selection,GENOMIC,Canis lupus familiaris,ILLUMINA,2021-12-06T00:00:00Z,2021-12-06T09:56:00Z,1,CCB050007_0200,female,SRP349373,not applicable,familiaris,oral cavity,,OMM Vacc series on 15juillet08,
SRR17139312,12,WXS,152,15703797160,PRJNA786469,SAMN23673778,Model organism or animal,Golden Retriever,11001453753,CNRS - UNIVERSITY RENNES1,Davis,public,not applicable,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",not applicable,not applicable,SRX13323535,128,Illumina HiSeq 2000,not applicable,LID128,PAIRED,Hybrid Selection,GENOMIC,Canis lupus familiaris,ILLUMINA,2021-12-06T00:00:00Z,2021-12-06T10:12:00Z,1,CCB050007_0100,female,SRP349373,not applicable,familiaris,oral cavity,Melanoma-mucosa/maxilla,OMM Vacc series on 15juillet08,
SRR17139313,13,WXS,152,8854879016,PRJNA786469,SAMN23673777,Model organism or animal,Labrador Retriever,5723065815,CNRS - UNIVERSITY RENNES1,Tufts,public,not applicable,"fastq,run.zq,sra","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",not applicable,not applicable,SRX13323534,127,Illumina HiSeq 2000,not applicable,LID127,PAIRED,Hybrid Selection,GENOMIC,Canis lupus familiaris,ILLUMINA,2021-12-06T00:00:00Z,2021-12-06T09:36:00Z,1,CCB040334_0201,male,SRP349373,not applicable,familiaris,skin (excl ocular),,Did not receive treatment,
SRR17139314,13,WXS,152,11402307360,PRJNA786469,SAMN23673776,Model organism or animal,Labrador Retriever,8128096471,CNRS - UNIVERSITY RENNES1,Tufts,public,not applicable,"fastq,sra,run.zq","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.US",not applicable,not applicable,SRX13323533,126,Illumina HiSeq 2000,not applicable,LID126,PAIRED,Hybrid Selection,GENOMIC,Canis lupus familiaris,ILLUMINA,2021-12-06T00:00:00Z,2021-12-06T09:45:00Z,1,CCB040334_0100,male,SRP349373,not applicable,familiaris,skin (excl ocular),Melanoma,Did not receive treatment,malignant
SRR17139315,13,WXS,152,11450547296,PRJNA786469,SAMN23673775,Model organism or animal,Golden Retriever,7854145857,CNRS - UNIVERSITY RENNES1,Wisconsin,public,not applicable,"sra,fastq,run.zq","ncbi,gs,s3","s3.us-east-1,gs.US,ncbi.public",not applicable,not applicable,SRX13323532,125,Illumina HiSeq 2000,not applicable,LID125,PAIRED,Hybrid Selection,GENOMIC,Canis lupus familiaris,ILLUMINA,2021-12-06T00:00:00Z,2021-12-06T10:02:00Z,1,CCB030342_0200,male,SRP349373,not applicable,familiaris,oral cavity,,None recorded.,
SRR17139316,13,WXS,152,17262720560,PRJNA786469,SAMN23673774,Model organism or animal,Golden Retriever,11836372714,CNRS - UNIVERSITY RENNES1,Wisconsin,public,not applicable,"fastq,sra,run.zq","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.US",not applicable,not applicable,SRX13323531,124,Illumina HiSeq 2000,not applicable,LID124,PAIRED,Hybrid Selection,GENOMIC,Canis lupus familiaris,ILLUMINA,2021-12-06T00:00:00Z,2021-12-06T10:07:00Z,1,CCB030342_0104,male,SRP349373,not applicable,familiaris,oral cavity,Melanoma-mucosa/mandible,None recorded.,
SRR17139317,10,WXS,152,11898311024,PRJNA786469,SAMN23673773,Model organism or animal,Golden Retriever,8259113585,CNRS - UNIVERSITY RENNES1,Wisconsin,public,not applicable,"fastq,sra,run.zq","s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",not applicable,not applicable,SRX13323530,123,Illumina HiSeq 2000,not applicable,LID123,PAIRED,Hybrid Selection,GENOMIC,Canis lupus familiaris,ILLUMINA,2021-12-06T00:00:00Z,2021-12-06T10:17:00Z,1,CCB030273_0201,male,SRP349373,not applicable,familiaris,oral cavity,,radiation therapy and Merial vaccine on 22juillet10,
SRR17139318,10,WXS,152,15096806440,PRJNA786469,SAMN23673772,Model organism or animal,Golden Retriever,10314168041,CNRS - UNIVERSITY RENNES1,Wisconsin,public,not applicable,"fastq,run.zq,sra","s3,ncbi,gs","gs.US,ncbi.public,s3.us-east-1",not applicable,not applicable,SRX13323529,122,Illumina HiSeq 2000,not applicable,LID122,PAIRED,Hybrid Selection,GENOMIC,Canis lupus familiaris,ILLUMINA,2021-12-06T00:00:00Z,2021-12-06T10:14:00Z,1,CCB030273_0100,male,SRP349373,not applicable,familiaris,oral cavity,Melanoma-mucosa/mandible,radiation therapy and Merial vaccine on 22juillet10,
SRR17139319,8,WXS,152,10370062896,PRJNA786469,SAMN23673771,Model organism or animal,Labrador Retriever,6668934179,CNRS - UNIVERSITY RENNES1,Wisconsin,public,not applicable,"sra,run.zq,fastq","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",not applicable,not applicable,SRX13323528,121,Illumina HiSeq 2000,not applicable,LID121,PAIRED,Hybrid Selection,GENOMIC,Canis lupus familiaris,ILLUMINA,2021-12-06T00:00:00Z,2021-12-06T09:49:00Z,1,CCB030269_0200,male,SRP349373,not applicable,familiaris,skin (excl ocular),,None provided,
SRR17139320,missing,WXS,152,12468661536,PRJNA786469,SAMN23673663,Model organism or animal,Poodle,8224646745,CNRS - UNIVERSITY RENNES1,CNRS - university RENNES,public,not applicable,"fastq,run.zq,sra","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US",not applicable,not applicable,SRX13323527,13,Illumina HiSeq 2000,not applicable,LID13,PAIRED,Hybrid Selection,GENOMIC,Canis lupus familiaris,ILLUMINA,2021-12-06T00:00:00Z,2021-12-06T09:49:00Z,1,B00E00Q,male,SRP349373,not applicable,familiaris,blood,,,
SRR17139322,14,WXS,152,12262980456,PRJNA786469,SAMN23673769,Model organism or animal,Golden Retriever,8416691666,CNRS - UNIVERSITY RENNES1,Wisconsin,public,not applicable,"sra,run.zq,fastq","s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",not applicable,not applicable,SRX13323525,119,Illumina HiSeq 2000,not applicable,LID119,PAIRED,Hybrid Selection,GENOMIC,Canis lupus familiaris,ILLUMINA,2021-12-06T00:00:00Z,2021-12-06T09:51:00Z,1,CCB030232_0201,male,SRP349373,not applicable,familiaris,skin (excl ocular),,None recorded.,
SRR17139323,14,WXS,152,19799398856,PRJNA786469,SAMN23673768,Model organism or animal,Golden Retriever,13504694084,CNRS - UNIVERSITY RENNES1,Wisconsin,public,not applicable,"sra,fastq,run.zq","gs,s3,ncbi","gs.US,s3.us-east-1,ncbi.public",not applicable,not applicable,SRX13323524,118,Illumina HiSeq 2000,not applicable,LID118,PAIRED,Hybrid Selection,GENOMIC,Canis lupus familiaris,ILLUMINA,2021-12-06T00:00:00Z,2021-12-06T10:30:00Z,1,CCB030232_0103,male,SRP349373,not applicable,familiaris,skin (excl ocular),Melanoma,None recorded.,malignant
SRR17139324,13,WXS,152,12560689632,PRJNA786469,SAMN23673767,Model organism or animal,Golden Retriever,8564667149,CNRS - UNIVERSITY RENNES1,Wisconsin,public,not applicable,"sra,run.zq,fastq","gs,ncbi,s3","s3.us-east-1,gs.US,ncbi.public",not applicable,not applicable,SRX13323523,117,Illumina HiSeq 2000,not applicable,LID117,PAIRED,Hybrid Selection,GENOMIC,Canis lupus familiaris,ILLUMINA,2021-12-06T00:00:00Z,2021-12-06T10:02:00Z,1,CCB030227_0201,male,SRP349373,not applicable,familiaris,oral cavity,,"surgical excision and Merial melanoma vaccine on 22janv10\, started masitinib on 18mars10",
SRR17139325,13,WXS,152,12826876592,PRJNA786469,SAMN23673766,Model organism or animal,Golden Retriever,9005316235,CNRS - UNIVERSITY RENNES1,Wisconsin,public,not applicable,"fastq,sra,run.zq","s3,gs,ncbi","s3.us-east-1,gs.US,ncbi.public",not applicable,not applicable,SRX13323522,116,Illumina HiSeq 2000,not applicable,LID116,PAIRED,Hybrid Selection,GENOMIC,Canis lupus familiaris,ILLUMINA,2021-12-06T00:00:00Z,2021-12-06T10:04:00Z,1,CCB030227_0102,male,SRP349373,not applicable,familiaris,oral cavity,Melanoma-mucosa/maxilla,"surgical excision and Merial melanoma vaccine on 22janv10\, started masitinib on 18mars10",
SRR17139326,13,WXS,152,12410154000,PRJNA786469,SAMN23673765,Model organism or animal,Golden Retriever,8299852985,CNRS - UNIVERSITY RENNES1,Wisconsin,public,not applicable,"sra,run.zq,fastq","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",not applicable,not applicable,SRX13323521,115,Illumina HiSeq 2000,not applicable,LID115,PAIRED,Hybrid Selection,GENOMIC,Canis lupus familiaris,ILLUMINA,2021-12-06T00:00:00Z,2021-12-06T09:55:00Z,1,CCB030201_0200,male,SRP349373,not applicable,familiaris,oral cavity,,"started radiation therapy weekly x 4 on 15oct09\, started Palladia on 11nov09",
SRR17139327,13,WXS,152,20608201648,PRJNA786469,SAMN23673764,Model organism or animal,Golden Retriever,14267213509,CNRS - UNIVERSITY RENNES1,Wisconsin,public,not applicable,"run.zq,fastq,sra","s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",not applicable,not applicable,SRX13323520,114,Illumina HiSeq 2000,not applicable,LID114,PAIRED,Hybrid Selection,GENOMIC,Canis lupus familiaris,ILLUMINA,2021-12-06T00:00:00Z,2021-12-06T09:56:00Z,1,CCB030201_0102,male,SRP349373,not applicable,familiaris,oral cavity,Melanoma-mucosa/maxilla,"started radiation therapy weekly x 4 on 15oct09\, started Palladia on 11nov09",
SRR17139328,12,WXS,152,10667178360,PRJNA786469,SAMN23673763,Model organism or animal,Labrador Retriever,6923701705,CNRS - UNIVERSITY RENNES1,Wisconsin,public,not applicable,"sra,run.zq,fastq","s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",not applicable,not applicable,SRX13323519,113,Illumina HiSeq 2000,not applicable,LID113,PAIRED,Hybrid Selection,GENOMIC,Canis lupus familiaris,ILLUMINA,2021-12-06T00:00:00Z,2021-12-06T09:53:00Z,1,CCB030183_0200,female,SRP349373,not applicable,familiaris,skin (excl ocular),,Recevied Merial Vaccine prior to collection. Started on 17juin09,
SRR17139329,12,WXS,152,15868257968,PRJNA786469,SAMN23673762,Model organism or animal,Labrador Retriever,11339846080,CNRS - UNIVERSITY RENNES1,Wisconsin,public,not applicable,"sra,fastq,run.zq","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",not applicable,not applicable,SRX13323518,112,Illumina HiSeq 2000,not applicable,LID112,PAIRED,Hybrid Selection,GENOMIC,Canis lupus familiaris,ILLUMINA,2021-12-06T00:00:00Z,2021-12-06T10:06:00Z,1,CCB030183_0103,female,SRP349373,not applicable,familiaris,skin (excl ocular),Melanoma,Recevied Merial Vaccine prior to collection. Started on 17juin09,malignant
SRR17139330,7,WXS,152,12914140704,PRJNA786469,SAMN23673761,Model organism or animal,Golden Retriever,8823948856,CNRS - UNIVERSITY RENNES1,Wisconsin,public,not applicable,"fastq,sra,run.zq","gs,s3,ncbi","s3.us-east-1,gs.US,ncbi.public",not applicable,not applicable,SRX13323517,111,Illumina HiSeq 2000,not applicable,LID111,PAIRED,Hybrid Selection,GENOMIC,Canis lupus familiaris,ILLUMINA,2021-12-06T00:00:00Z,2021-12-06T09:49:00Z,1,CCB030165_0201,female,SRP349373,not applicable,familiaris,oral cavity,,started radiation therapy weekly x 4 on 12juin09,
SRR17139331,missing,WXS,152,20389413912,PRJNA786469,SAMN23673662,Model organism or animal,Poodle,13522944309,CNRS - UNIVERSITY RENNES1,CNRS - university RENNES,public,not applicable,"fastq,run.zq,sra","s3,gs,ncbi","s3.us-east-1,gs.US,ncbi.public",not applicable,not applicable,SRX13323516,12,Illumina HiSeq 2000,not applicable,LID12,PAIRED,Hybrid Selection,GENOMIC,Canis lupus familiaris,ILLUMINA,2021-12-06T00:00:00Z,2021-12-06T10:04:00Z,1,B00E00P,male,SRP349373,not applicable,familiaris,oral cavity,Melanoma,,
SRR17139332,7,WXS,152,20248352896,PRJNA786469,SAMN23673760,Model organism or animal,Golden Retriever,13975096889,CNRS - UNIVERSITY RENNES1,Wisconsin,public,not applicable,"run.zq,sra,fastq","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",not applicable,not applicable,SRX13323515,110,Illumina HiSeq 2000,not applicable,LID110,PAIRED,Hybrid Selection,GENOMIC,Canis lupus familiaris,ILLUMINA,2021-12-06T00:00:00Z,2021-12-06T10:07:00Z,1,CCB030165_0100,female,SRP349373,not applicable,familiaris,oral cavity,Melanoma-lingual,started radiation therapy weekly x 4 on 12juin09,
SRR17139333,13,WXS,152,10649481456,PRJNA786469,SAMN23673759,Model organism or animal,Golden Retriever,7186837197,CNRS - UNIVERSITY RENNES1,Wisconsin,public,not applicable,"fastq,run.zq,sra","s3,ncbi,gs","gs.US,ncbi.public,s3.us-east-1",not applicable,not applicable,SRX13323514,109,Illumina HiSeq 2000,not applicable,LID109,PAIRED,Hybrid Selection,GENOMIC,Canis lupus familiaris,ILLUMINA,2021-12-06T00:00:00Z,2021-12-06T09:39:00Z,1,CCB030120_0200,male,SRP349373,not applicable,familiaris,oral cavity,,started radiation therapy weekly x 4 (only received 3 then lost to follow-up) on 19dec08,
SRR17139334,13,WXS,152,17976125112,PRJNA786469,SAMN23673758,Model organism or animal,Golden Retriever,12149285795,CNRS - UNIVERSITY RENNES1,Wisconsin,public,not applicable,"fastq,sra,run.zq","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.US",not applicable,not applicable,SRX13323513,108,Illumina HiSeq 2000,not applicable,LID108,PAIRED,Hybrid Selection,GENOMIC,Canis lupus familiaris,ILLUMINA,2021-12-06T00:00:00Z,2021-12-06T10:17:00Z,1,CCB030120_0101,male,SRP349373,not applicable,familiaris,oral cavity,Melanoma-mucosa/maxilla,started radiation therapy weekly x 4 (only received 3 then lost to follow-up) on 19dec08,
SRR17139335,14,WXS,152,10406581808,PRJNA786469,SAMN23673757,Model organism or animal,Labrador Retriever,6861533123,CNRS - UNIVERSITY RENNES1,Wisconsin,public,not applicable,"fastq,sra,run.zq","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",not applicable,not applicable,SRX13323512,107,Illumina HiSeq 2000,not applicable,LID107,PAIRED,Hybrid Selection,GENOMIC,Canis lupus familiaris,ILLUMINA,2021-12-06T00:00:00Z,2021-12-06T09:41:00Z,1,CCB030097_0201,female,SRP349373,not applicable,familiaris,oral cavity,,Started UW Melanome Vaccine Therapy on 25sept08,
SRR17139336,14,WXS,152,32667734056,PRJNA786469,SAMN23673756,Model organism or animal,Labrador Retriever,23207385016,CNRS - UNIVERSITY RENNES1,Wisconsin,public,not applicable,"fastq,run.zq,sra","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",not applicable,not applicable,SRX13323511,106,Illumina HiSeq 2000,not applicable,LID106,PAIRED,Hybrid Selection,GENOMIC,Canis lupus familiaris,ILLUMINA,2021-12-06T00:00:00Z,2021-12-06T10:14:00Z,1,CCB030097_0103,female,SRP349373,not applicable,familiaris,oral cavity,Melanoma-mucosa/maxilla,Started UW Melanome Vaccine Therapy on 25sept08,
SRR17139337,9,WXS,152,11674176840,PRJNA786469,SAMN23673755,Model organism or animal,Golden Retriever,7944735755,CNRS - UNIVERSITY RENNES1,Wisconsin,public,not applicable,"fastq,sra,run.zq","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",not applicable,not applicable,SRX13323510,105,Illumina HiSeq 2000,not applicable,LID105,PAIRED,Hybrid Selection,GENOMIC,Canis lupus familiaris,ILLUMINA,2021-12-06T00:00:00Z,2021-12-06T09:42:00Z,1,CCB030075_0200,male,SRP349373,not applicable,familiaris,oral cavity,,Started UW melanoma vaccine on 07mai08,
SRR17139338,9,WXS,152,18054600128,PRJNA786469,SAMN23673754,Model organism or animal,Golden Retriever,12368595341,CNRS - UNIVERSITY RENNES1,Wisconsin,public,not applicable,"sra,fastq,run.zq","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",not applicable,not applicable,SRX13323509,104,Illumina HiSeq 2000,not applicable,LID104,PAIRED,Hybrid Selection,GENOMIC,Canis lupus familiaris,ILLUMINA,2021-12-06T00:00:00Z,2021-12-06T10:29:00Z,1,CCB030075_0104,male,SRP349373,not applicable,familiaris,oral cavity,Melanoma-mucosa/maxilla,Started UW melanoma vaccine on 07mai08,
SRR17139339,11,WXS,152,13129202920,PRJNA786469,SAMN23673753,Model organism or animal,Golden Retriever,8552896674,CNRS - UNIVERSITY RENNES1,Wisconsin,public,not applicable,"fastq,sra,run.zq","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",not applicable,not applicable,SRX13323508,103,Illumina HiSeq 2000,not applicable,LID103,PAIRED,Hybrid Selection,GENOMIC,Canis lupus familiaris,ILLUMINA,2021-12-06T00:00:00Z,2021-12-06T10:00:00Z,1,CCB030044_0200,male,SRP349373,not applicable,familiaris,oral cavity,,Started radiation therapy and Merial melanoma vaccine on 20dec07,
