Run,Age,Assay Type,AssemblyName,AvgSpotLen,Bases,BIOMATERIAL_PROVIDER,BioProject,BioSample,BioSampleModel,Birth_date,BREED,Bytes,Center Name,collected_by,Collection_Date,Consent,Cultivar,DATASTORE filetype,DATASTORE provider,DATASTORE region,death_date,dev_stage,disease,Ecotype,Experiment,Instrument,Isolate,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,create_date,version,Sample Name,sex,SRA Study,store_cond,Strain,sub_species,Tissue,Treatment
SRR13571650,12.23013698630137,WXS,AAEX03,250,8012914250,Suter_NCState,PRJNA695534,SAMN17615888,Model organism or animal,2000-12-17T00:00:00,Australian Shepherd,3388059958,CORNELL UNIVERSITY,Suter_NCState,2013-03-08,public,not applicable,"run.zq,bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2013-04-08T00:00:00,adult,DLBCL,not applicable,SRX9969794,Illumina HiSeq 2500,not applicable,4121.b,PAIRED,Hybrid Selection,GENOMIC,Canis lupus familiaris,ILLUMINA,2021-09-01T00:00:00Z,2021-01-28T16:50:00Z,1,4121.b,female,SRP303671,refrigerated EDTA blood,not applicable,familiaris,matched normal DNA from EDTA blood,Initial chemotherapy: Single Agent; Chemotherapy after relapse (Y/N): NA
SRR13571651,12.23013698630137,WXS,AAEX03,250,5282249750,Suter_NCState,PRJNA695534,SAMN17615887,Model organism or animal,2000-12-17T00:00:00,Australian Shepherd,2225113610,CORNELL UNIVERSITY,Suter_NCState,2013-03-08,public,not applicable,"run.zq,sra,bam","ncbi,s3,gs","s3.us-east-1,gs.US,ncbi.public",2013-04-08T00:00:00,adult,DLBCL,not applicable,SRX9969793,Illumina HiSeq 2500,not applicable,4121.a,PAIRED,Hybrid Selection,GENOMIC,Canis lupus familiaris,ILLUMINA,2021-09-01T00:00:00Z,2021-01-28T13:21:00Z,1,4121.a,female,SRP303671,FFPE,not applicable,familiaris,tumor DNA from excisional biopsy of lymph node,Initial chemotherapy: Single Agent; Chemotherapy after relapse (Y/N): NA
SRR13571652,12.008219178082191,WXS,AAEX03,250,8976500750,Suter_NCState,PRJNA695534,SAMN17615886,Model organism or animal,2001-02-27T00:00:00,"Hound\, NOS",3857909944,CORNELL UNIVERSITY,Suter_NCState,2013-02-27,public,not applicable,"run.zq,sra","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",2013-04-11T00:00:00,adult,DLBCL,not applicable,SRX9969792,Illumina HiSeq 2500,not applicable,4120.b,PAIRED,Hybrid Selection,GENOMIC,Canis lupus familiaris,ILLUMINA,2021-09-01T00:00:00Z,2021-01-28T13:14:00Z,1,4120.b,male,SRP303671,refrigerated EDTA blood,not applicable,familiaris,matched normal DNA from EDTA blood,Initial chemotherapy: Multi-agent; Chemotherapy after relapse (Y/N): No
SRR13571653,12.008219178082191,WXS,AAEX03,250,9971023750,Suter_NCState,PRJNA695534,SAMN17615885,Model organism or animal,2001-02-27T00:00:00,"Hound\, NOS",4125906815,CORNELL UNIVERSITY,Suter_NCState,2013-02-27,public,not applicable,"run.zq,sra","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",2013-04-11T00:00:00,adult,DLBCL,not applicable,SRX9969791,Illumina HiSeq 2500,not applicable,4120.a,PAIRED,Hybrid Selection,GENOMIC,Canis lupus familiaris,ILLUMINA,2021-09-01T00:00:00Z,2021-01-28T13:16:00Z,1,4120.a,male,SRP303671,FFPE,not applicable,familiaris,tumor DNA from excisional biopsy of lymph node,Initial chemotherapy: Multi-agent; Chemotherapy after relapse (Y/N): No
SRR13571654,10.994520547945205,WXS,AAEX03,250,9109457250,Suter_NCState,PRJNA695534,SAMN17615884,Model organism or animal,2002-02-14T00:00:00,Border Collie,3805739346,CORNELL UNIVERSITY,Suter_NCState,2013-02-09,public,not applicable,"run.zq,sra","s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",2014-09-16T00:00:00,adult,DLBCL,not applicable,SRX9969790,Illumina HiSeq 2500,not applicable,4119.b,PAIRED,Hybrid Selection,GENOMIC,Canis lupus familiaris,ILLUMINA,2021-09-01T00:00:00Z,2021-01-28T13:13:00Z,1,4119.b,male,SRP303671,refrigerated EDTA blood,not applicable,familiaris,matched normal DNA from EDTA blood,Initial chemotherapy: Single Agent; Chemotherapy after relapse (Y/N): No
SRR13571655,10.994520547945205,WXS,AAEX03,250,11086694250,Suter_NCState,PRJNA695534,SAMN17615883,Model organism or animal,2002-02-14T00:00:00,Border Collie,4579756484,CORNELL UNIVERSITY,Suter_NCState,2013-02-09,public,not applicable,"run.zq,sra,bam","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",2014-09-16T00:00:00,adult,DLBCL,not applicable,SRX9969789,Illumina HiSeq 2500,not applicable,4119.a,PAIRED,Hybrid Selection,GENOMIC,Canis lupus familiaris,ILLUMINA,2021-09-01T00:00:00Z,2021-01-28T16:38:00Z,1,4119.a,male,SRP303671,FFPE,not applicable,familiaris,tumor DNA from excisional biopsy of lymph node,Initial chemotherapy: Single Agent; Chemotherapy after relapse (Y/N): No
SRR13571656,9.01095890410959,WXS,AAEX03,250,8445969000,Suter_NCState,PRJNA695534,SAMN17615882,Model organism or animal,2004-01-31T00:00:00,Golden Retriever,3468263658,CORNELL UNIVERSITY,Suter_NCState,2013-02-01,public,not applicable,"bam,sra,run.zq","s3,ncbi,gs","gs.US,ncbi.public,s3.us-east-1",2013-07-18T00:00:00,adult,DLBCL,not applicable,SRX9969788,Illumina HiSeq 2500,not applicable,4118.b,PAIRED,Hybrid Selection,GENOMIC,Canis lupus familiaris,ILLUMINA,2021-09-01T00:00:00Z,2021-01-28T16:47:00Z,1,4118.b,male,SRP303671,refrigerated EDTA blood,not applicable,familiaris,matched normal DNA from EDTA blood,Initial chemotherapy: Multi-agent; Chemotherapy after relapse (Y/N): NA
SRR13571657,9.01095890410959,WXS,AAEX03,250,4676236000,Suter_NCState,PRJNA695534,SAMN17615881,Model organism or animal,2004-01-31T00:00:00,Golden Retriever,1965359624,CORNELL UNIVERSITY,Suter_NCState,2013-02-01,public,not applicable,"run.zq,sra","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",2013-07-18T00:00:00,adult,DLBCL,not applicable,SRX9969787,Illumina HiSeq 2500,not applicable,4118.a,PAIRED,Hybrid Selection,GENOMIC,Canis lupus familiaris,ILLUMINA,2021-09-01T00:00:00Z,2021-01-28T13:08:00Z,1,4118.a,male,SRP303671,FFPE,not applicable,familiaris,tumor DNA from excisional biopsy of lymph node,Initial chemotherapy: Multi-agent; Chemotherapy after relapse (Y/N): NA
SRR13571658,5.00821917808219,WXS,AAEX03,250,5132217000,Suter_NCState,PRJNA695534,SAMN17615854,Model organism or animal,2006-09-06T00:00:00,Kerry Blue Terrier,2122208330,CORNELL UNIVERSITY,Suter_NCState,2011-09-08,public,not applicable,"run.zq,sra","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.US",2012-12-31T00:00:00,adult,DLBCL,not applicable,SRX9969786,Illumina HiSeq 2500,not applicable,4101.b,PAIRED,Hybrid Selection,GENOMIC,Canis lupus familiaris,ILLUMINA,2021-09-01T00:00:00Z,2021-01-28T13:10:00Z,1,4101.b,female,SRP303671,refrigerated EDTA blood,not applicable,familiaris,matched normal DNA from EDTA blood,Initial chemotherapy: Multi-agent; Chemotherapy after relapse (Y/N): Yes
SRR13571659,13.002739726027396,WXS,AAEX03,250,5457608250,Suter_NCState,PRJNA695534,SAMN17615880,Model organism or animal,2000-01-14T00:00:00,German Shepherd,2265340504,CORNELL UNIVERSITY,Suter_NCState,2013-01-11,public,not applicable,"run.zq,sra","gs,ncbi,s3","s3.us-east-1,gs.US,ncbi.public",2014-02-04T00:00:00,adult,DLBCL,not applicable,SRX9969785,Illumina HiSeq 2500,not applicable,4117.b,PAIRED,Hybrid Selection,GENOMIC,Canis lupus familiaris,ILLUMINA,2021-09-01T00:00:00Z,2021-01-28T13:12:00Z,1,4117.b,male,SRP303671,refrigerated EDTA blood,not applicable,familiaris,matched normal DNA from EDTA blood,Treatment unknown or excluded
SRR13571660,13.002739726027396,WXS,AAEX03,250,5899777500,Suter_NCState,PRJNA695534,SAMN17615879,Model organism or animal,2000-01-14T00:00:00,German Shepherd,2447328760,CORNELL UNIVERSITY,Suter_NCState,2013-01-11,public,not applicable,"bam,sra,run.zq","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",2014-02-04T00:00:00,adult,DLBCL,not applicable,SRX9969784,Illumina HiSeq 2500,not applicable,4117.a,PAIRED,Hybrid Selection,GENOMIC,Canis lupus familiaris,ILLUMINA,2021-09-01T00:00:00Z,2021-01-28T13:15:00Z,1,4117.a,male,SRP303671,FFPE,not applicable,familiaris,tumor DNA from excisional biopsy of lymph node,Treatment unknown or excluded
SRR13571661,8.87945205479452,WXS,AAEX03,250,7116168250,Suter_NCState,PRJNA695534,SAMN17615878,Model organism or animal,2004-02-27T00:00:00,American Cocker Spaniel,2960333158,CORNELL UNIVERSITY,Suter_NCState,2013-01-11,public,not applicable,"bam,run.zq,sra","s3,gs,ncbi","gs.US,ncbi.public,s3.us-east-1",2013-08-03T00:00:00,adult,DLBCL,not applicable,SRX9969783,Illumina HiSeq 2500,not applicable,4116.b,PAIRED,Hybrid Selection,GENOMIC,Canis lupus familiaris,ILLUMINA,2021-09-01T00:00:00Z,2021-01-28T13:18:00Z,1,4116.b,male,SRP303671,refrigerated EDTA blood,not applicable,familiaris,matched normal DNA from EDTA blood,Initial chemotherapy: Multi-agent; Chemotherapy after relapse (Y/N): Yes
SRR13571662,8.87945205479452,WXS,AAEX03,250,5656182250,Suter_NCState,PRJNA695534,SAMN17615877,Model organism or animal,2004-02-27T00:00:00,American Cocker Spaniel,2354473933,CORNELL UNIVERSITY,Suter_NCState,2013-01-11,public,not applicable,"run.zq,sra","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",2013-08-03T00:00:00,adult,DLBCL,not applicable,SRX9969782,Illumina HiSeq 2500,not applicable,4116.a,PAIRED,Hybrid Selection,GENOMIC,Canis lupus familiaris,ILLUMINA,2021-09-01T00:00:00Z,2021-01-28T13:09:00Z,1,4116.a,male,SRP303671,FFPE,not applicable,familiaris,tumor DNA from excisional biopsy of lymph node,Initial chemotherapy: Multi-agent; Chemotherapy after relapse (Y/N): Yes
SRR13571663,12.016438356164384,WXS,AAEX03,250,2909207250,Suter_NCState,PRJNA695534,SAMN17615876,Model organism or animal,2000-12-14T00:00:00,German Shepherd,1208735955,CORNELL UNIVERSITY,Suter_NCState,2012-12-17,public,not applicable,"run.zq,sra","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",2012-12-20T00:00:00,adult,DLBCL,not applicable,SRX9969781,Illumina HiSeq 2500,not applicable,4115.b,PAIRED,Hybrid Selection,GENOMIC,Canis lupus familiaris,ILLUMINA,2021-09-01T00:00:00Z,2021-01-28T13:08:00Z,1,4115.b,male,SRP303671,refrigerated EDTA blood,not applicable,familiaris,matched normal DNA from EDTA blood,Initial chemotherapy: None; Chemotherapy after relapse (Y/N): NA
SRR13571664,12.016438356164384,WXS,AAEX03,250,4830237250,Suter_NCState,PRJNA695534,SAMN17615875,Model organism or animal,2000-12-14T00:00:00,German Shepherd,1998431980,CORNELL UNIVERSITY,Suter_NCState,2012-12-17,public,not applicable,"sra,run.zq","s3,ncbi,gs","s3.us-east-1,gs.US,ncbi.public",2012-12-20T00:00:00,adult,DLBCL,not applicable,SRX9969780,Illumina HiSeq 2500,not applicable,4115.a,PAIRED,Hybrid Selection,GENOMIC,Canis lupus familiaris,ILLUMINA,2021-09-01T00:00:00Z,2021-01-28T13:08:00Z,1,4115.a,male,SRP303671,FFPE,not applicable,familiaris,tumor DNA from excisional biopsy of lymph node,Initial chemotherapy: None; Chemotherapy after relapse (Y/N): NA
SRR13571665,6.041095890410959,WXS,AAEX03,250,4550861000,Suter_NCState,PRJNA695534,SAMN17615874,Model organism or animal,2006-11-01T00:00:00,"Terrier\, NOS",1857675019,CORNELL UNIVERSITY,Suter_NCState,2012-11-14,public,not applicable,"run.zq,sra","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",2014-01-28T00:00:00,adult,DLBCL,not applicable,SRX9969779,Illumina HiSeq 2500,not applicable,4113.b,PAIRED,Hybrid Selection,GENOMIC,Canis lupus familiaris,ILLUMINA,2021-09-01T00:00:00Z,2021-01-28T13:08:00Z,1,4113.b,female,SRP303671,refrigerated EDTA blood,not applicable,familiaris,matched normal DNA from EDTA blood,Treatment unknown or excluded
SRR13571666,6.041095890410959,WXS,AAEX03,250,4753424250,Suter_NCState,PRJNA695534,SAMN17615873,Model organism or animal,2006-11-01T00:00:00,"Terrier\, NOS",1931079642,CORNELL UNIVERSITY,Suter_NCState,2012-11-14,public,not applicable,"sra,run.zq","s3,ncbi,gs","s3.us-east-1,gs.US,ncbi.public",2014-01-28T00:00:00,adult,DLBCL,not applicable,SRX9969778,Illumina HiSeq 2500,not applicable,4113.a,PAIRED,Hybrid Selection,GENOMIC,Canis lupus familiaris,ILLUMINA,2021-09-01T00:00:00Z,2021-01-28T13:08:00Z,1,4113.a,female,SRP303671,FFPE,not applicable,familiaris,tumor DNA from excisional biopsy of lymph node,Treatment unknown or excluded
SRR13571667,12.01095890410959,WXS,AAEX03,250,4818692750,Suter_NCState,PRJNA695534,SAMN17615872,Model organism or animal,2000-11-06T00:00:00,Rat Terrier,2255563576,CORNELL UNIVERSITY,Suter_NCState,2012-11-07,public,not applicable,"sra,run.zq","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",2012-11-09T00:00:00,adult,DLBCL,not applicable,SRX9969777,Illumina HiSeq 2500,not applicable,4112.b,PAIRED,Hybrid Selection,GENOMIC,Canis lupus familiaris,ILLUMINA,2021-09-01T00:00:00Z,2021-01-28T13:08:00Z,1,4112.b,male,SRP303671,refrigerated EDTA blood,not applicable,familiaris,matched normal DNA from EDTA blood,Initial chemotherapy: None; Chemotherapy after relapse (Y/N): NA
SRR13571668,12.01095890410959,WXS,AAEX03,250,4393014250,Suter_NCState,PRJNA695534,SAMN17615871,Model organism or animal,2000-11-06T00:00:00,Rat Terrier,1785369417,CORNELL UNIVERSITY,Suter_NCState,2012-11-07,public,not applicable,"run.zq,bam,sra","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",2012-11-09T00:00:00,adult,DLBCL,not applicable,SRX9969776,Illumina HiSeq 2500,not applicable,4112.a,PAIRED,Hybrid Selection,GENOMIC,Canis lupus familiaris,ILLUMINA,2021-09-01T00:00:00Z,2021-01-28T13:12:00Z,1,4112.a,male,SRP303671,FFPE,not applicable,familiaris,tumor DNA from excisional biopsy of lymph node,Initial chemotherapy: None; Chemotherapy after relapse (Y/N): NA
SRR13571669,5.00821917808219,WXS,AAEX03,250,6500241500,Suter_NCState,PRJNA695534,SAMN17615853,Model organism or animal,2006-09-06T00:00:00,Kerry Blue Terrier,3050539459,CORNELL UNIVERSITY,Suter_NCState,2011-09-08,public,not applicable,"sra,run.zq","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",2012-12-31T00:00:00,adult,DLBCL,not applicable,SRX9969775,Illumina HiSeq 2500,not applicable,4101.a,PAIRED,Hybrid Selection,GENOMIC,Canis lupus familiaris,ILLUMINA,2021-09-01T00:00:00Z,2021-01-28T13:10:00Z,1,4101.a,female,SRP303671,FFPE,not applicable,familiaris,tumor DNA from excisional biopsy of lymph node,Initial chemotherapy: Multi-agent; Chemotherapy after relapse (Y/N): Yes
SRR13571670,10.772602739726027,WXS,AAEX03,250,5518806250,Suter_NCState,PRJNA695534,SAMN17615870,Model organism or animal,2001-11-20T00:00:00,Boxer,2661493289,CORNELL UNIVERSITY,Suter_NCState,2012-08-26,public,not applicable,"sra,run.zq","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",2012-12-30T00:00:00,adult,DLBCL,not applicable,SRX9969774,Illumina HiSeq 2500,not applicable,4111.b,PAIRED,Hybrid Selection,GENOMIC,Canis lupus familiaris,ILLUMINA,2021-09-01T00:00:00Z,2021-01-28T13:10:00Z,1,4111.b,female,SRP303671,refrigerated EDTA blood,not applicable,familiaris,matched normal DNA from EDTA blood,Treatment unknown or excluded
SRR13571671,10.772602739726027,WXS,AAEX03,250,5081856750,Suter_NCState,PRJNA695534,SAMN17615869,Model organism or animal,2001-11-20T00:00:00,Boxer,2146181423,CORNELL UNIVERSITY,Suter_NCState,2012-08-26,public,not applicable,"run.zq,sra","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",2012-12-30T00:00:00,adult,DLBCL,not applicable,SRX9969773,Illumina HiSeq 2500,not applicable,4111.a,PAIRED,Hybrid Selection,GENOMIC,Canis lupus familiaris,ILLUMINA,2021-09-01T00:00:00Z,2021-01-28T13:07:00Z,1,4111.a,female,SRP303671,FFPE,not applicable,familiaris,tumor DNA from excisional biopsy of lymph node,Treatment unknown or excluded
SRR13571672,10.876712328767123,WXS,AAEX03,250,5080503500,Suter_NCState,PRJNA695534,SAMN17615868,Model organism or animal,2001-02-23T00:00:00,Miniature Schnauzer,2383295067,CORNELL UNIVERSITY,Suter_NCState,2012-01-07,public,not applicable,"run.zq,bam,sra","gs,ncbi,s3","s3.us-east-1,gs.US,ncbi.public",2012-10-30T00:00:00,adult,DLBCL,not applicable,SRX9969772,Illumina HiSeq 2500,not applicable,4110.b,PAIRED,Hybrid Selection,GENOMIC,Canis lupus familiaris,ILLUMINA,2021-09-01T00:00:00Z,2021-01-28T13:16:00Z,1,4110.b,female,SRP303671,refrigerated EDTA blood,not applicable,familiaris,matched normal DNA from EDTA blood,Initial chemotherapy: Multi-agent; Chemotherapy after relapse (Y/N): Yes
SRR13571673,10.876712328767123,WXS,AAEX03,250,4027114500,Suter_NCState,PRJNA695534,SAMN17615867,Model organism or animal,2001-02-23T00:00:00,Miniature Schnauzer,1649360516,CORNELL UNIVERSITY,Suter_NCState,2012-01-07,public,not applicable,"run.zq,sra","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",2012-10-30T00:00:00,adult,DLBCL,not applicable,SRX9969771,Illumina HiSeq 2500,not applicable,4110.a,PAIRED,Hybrid Selection,GENOMIC,Canis lupus familiaris,ILLUMINA,2021-09-01T00:00:00Z,2021-01-28T13:07:00Z,1,4110.a,female,SRP303671,FFPE,not applicable,familiaris,tumor DNA from excisional biopsy of lymph node,Initial chemotherapy: Multi-agent; Chemotherapy after relapse (Y/N): Yes
SRR13571674,15.591780821917808,WXS,AAEX03,250,3778480000,Suter_NCState,PRJNA695534,SAMN17615866,Model organism or animal,1996-06-04T00:00:00,"Terrier\, NOS",1542050209,CORNELL UNIVERSITY,Suter_NCState,2012-01-03,public,not applicable,"bam,sra,run.zq","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",2013-03-05T00:00:00,adult,DLBCL,not applicable,SRX9969770,Illumina HiSeq 2500,not applicable,4108.b,PAIRED,Hybrid Selection,GENOMIC,Canis lupus familiaris,ILLUMINA,2021-09-01T00:00:00Z,2021-01-28T13:09:00Z,1,4108.b,female,SRP303671,refrigerated EDTA blood,not applicable,familiaris,matched normal DNA from EDTA blood,Initial chemotherapy: Single Agent; Chemotherapy after relapse (Y/N): Yes
SRR13571675,3.6767123287671235,WXS,AAEX03,250,7125118500,Richards_Cornell,PRJNA695534,SAMN17615992,Model organism or animal,2011-10-08T00:00:00,Rottweiler,3040482333,CORNELL UNIVERSITY,Richards_Cornell,2015-06-11,public,not applicable,"sra,bam,run.zq","s3,gs,ncbi","s3.us-east-1,gs.US,ncbi.public",2018-07-26T00:00:00,adult,DLBCL,not applicable,SRX9969769,Illumina HiSeq 2500,not applicable,4199.b,PAIRED,Hybrid Selection,GENOMIC,Canis lupus familiaris,ILLUMINA,2021-09-01T00:00:00Z,2021-01-28T13:49:00Z,1,4199.b,male,SRP303671,refrigerated EDTA blood,not applicable,familiaris,matched normal DNA from EDTA blood,Initial chemotherapy: Multi-agent; Chemotherapy after relapse (Y/N): NA
SRR13571676,5.654794520547945,WXS,AAEX03,250,2978881250,Suter_NCState,PRJNA695534,SAMN17615950,Model organism or animal,2009-04-17T00:00:00,American Cocker Spaniel,1272018220,CORNELL UNIVERSITY,Suter_NCState,2014-12-11,public,not applicable,"bam,sra,run.zq","ncbi,gs,s3","s3.us-east-1,gs.US,ncbi.public",2015-05-03T00:00:00,adult,DLBCL,not applicable,SRX9969768,Illumina HiSeq 2500,not applicable,4166.b,PAIRED,Hybrid Selection,GENOMIC,Canis lupus familiaris,ILLUMINA,2021-09-01T00:00:00Z,2021-01-28T13:06:00Z,1,4166.b,female,SRP303671,refrigerated EDTA blood,not applicable,familiaris,matched normal DNA from EDTA blood,Initial chemotherapy: Single Agent; Chemotherapy after relapse (Y/N): No
SRR13571677,5.654794520547945,WXS,AAEX03,250,4967103500,Suter_NCState,PRJNA695534,SAMN17615949,Model organism or animal,2009-04-17T00:00:00,American Cocker Spaniel,2160915445,CORNELL UNIVERSITY,Suter_NCState,2014-12-11,public,not applicable,"run.zq,sra","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",2015-05-03T00:00:00,adult,DLBCL,not applicable,SRX9969767,Illumina HiSeq 2500,not applicable,4166.a,PAIRED,Hybrid Selection,GENOMIC,Canis lupus familiaris,ILLUMINA,2021-09-01T00:00:00Z,2021-01-28T13:08:00Z,1,4166.a,female,SRP303671,FFPE,not applicable,familiaris,tumor DNA from excisional biopsy of lymph node,Initial chemotherapy: Single Agent; Chemotherapy after relapse (Y/N): No
SRR13571678,5.986301369863014,WXS,AAEX03,250,2435961250,Suter_NCState,PRJNA695534,SAMN17615948,Model organism or animal,2008-12-01T00:00:00,Standard Poodle,1072126996,CORNELL UNIVERSITY,Suter_NCState,2014-11-25,public,not applicable,"run.zq,sra","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.US",2015-03-15T00:00:00,adult,DLBCL,not applicable,SRX9969766,Illumina HiSeq 2500,not applicable,4164.b,PAIRED,Hybrid Selection,GENOMIC,Canis lupus familiaris,ILLUMINA,2021-09-01T00:00:00Z,2021-01-28T13:05:00Z,1,4164.b,female,SRP303671,refrigerated EDTA blood,not applicable,familiaris,matched normal DNA from EDTA blood,Initial chemotherapy: Multi-agent; Chemotherapy after relapse (Y/N): No
SRR13571679,5.986301369863014,WXS,AAEX03,250,5155719000,Suter_NCState,PRJNA695534,SAMN17615947,Model organism or animal,2008-12-01T00:00:00,Standard Poodle,2156587123,CORNELL UNIVERSITY,Suter_NCState,2014-11-25,public,not applicable,"run.zq,sra","s3,ncbi,gs","s3.us-east-1,gs.US,ncbi.public",2015-03-15T00:00:00,adult,DLBCL,not applicable,SRX9969765,Illumina HiSeq 2500,not applicable,4164.a,PAIRED,Hybrid Selection,GENOMIC,Canis lupus familiaris,ILLUMINA,2021-09-01T00:00:00Z,2021-01-28T13:09:00Z,1,4164.a,female,SRP303671,FFPE,not applicable,familiaris,tumor DNA from excisional biopsy of lymph node,Initial chemotherapy: Multi-agent; Chemotherapy after relapse (Y/N): No
SRR13571680,8.008219178082191,WXS,AAEX03,250,2881984250,Suter_NCState,PRJNA695534,SAMN17615946,Model organism or animal,2006-11-12T00:00:00,Labrador Retriever,1231863198,CORNELL UNIVERSITY,Suter_NCState,2014-11-13,public,not applicable,"bam,sra,run.zq","ncbi,gs,s3","gs.US,ncbi.public,s3.us-east-1",2017-06-30T00:00:00,adult,DLBCL,not applicable,SRX9969764,Illumina HiSeq 2500,not applicable,4163.b,PAIRED,Hybrid Selection,GENOMIC,Canis lupus familiaris,ILLUMINA,2021-09-01T00:00:00Z,2021-01-28T13:07:00Z,1,4163.b,male,SRP303671,refrigerated EDTA blood,not applicable,familiaris,matched normal DNA from EDTA blood,Initial chemotherapy: Multi-agent; Chemotherapy after relapse (Y/N): Yes
SRR13571681,8.008219178082191,WXS,AAEX03,250,3572191500,Suter_NCState,PRJNA695534,SAMN17615945,Model organism or animal,2006-11-12T00:00:00,Labrador Retriever,1545600852,CORNELL UNIVERSITY,Suter_NCState,2014-11-13,public,not applicable,"run.zq,sra","s3,gs,ncbi","s3.us-east-1,gs.US,ncbi.public",2017-06-30T00:00:00,adult,DLBCL,not applicable,SRX9969763,Illumina HiSeq 2500,not applicable,4163.a,PAIRED,Hybrid Selection,GENOMIC,Canis lupus familiaris,ILLUMINA,2021-09-01T00:00:00Z,2021-01-28T13:07:00Z,1,4163.a,male,SRP303671,FFPE,not applicable,familiaris,tumor DNA from excisional biopsy of lymph node,Initial chemotherapy: Multi-agent; Chemotherapy after relapse (Y/N): Yes
SRR13571682,8.682191780821919,WXS,AAEX03,250,2681854750,Suter_NCState,PRJNA695534,SAMN17615944,Model organism or animal,2006-03-01T00:00:00,Labrador Retriever,1147017748,CORNELL UNIVERSITY,Suter_NCState,2014-11-03,public,not applicable,"bam,sra,run.zq","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.US",2014-11-12T00:00:00,adult,DLBCL,not applicable,SRX9969762,Illumina HiSeq 2500,not applicable,4162.b,PAIRED,Hybrid Selection,GENOMIC,Canis lupus familiaris,ILLUMINA,2021-09-01T00:00:00Z,2021-01-28T13:07:00Z,1,4162.b,female,SRP303671,refrigerated EDTA blood,not applicable,familiaris,matched normal DNA from EDTA blood,Initial chemotherapy: Multi-agent; Chemotherapy after relapse (Y/N): NA
SRR13571683,8.682191780821919,WXS,AAEX03,250,2485418750,Suter_NCState,PRJNA695534,SAMN17615943,Model organism or animal,2006-03-01T00:00:00,Labrador Retriever,1060622766,CORNELL UNIVERSITY,Suter_NCState,2014-11-03,public,not applicable,"run.zq,bam,sra","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.US",2014-11-12T00:00:00,adult,DLBCL,not applicable,SRX9969761,Illumina HiSeq 2500,not applicable,4162.a,PAIRED,Hybrid Selection,GENOMIC,Canis lupus familiaris,ILLUMINA,2021-09-01T00:00:00Z,2021-01-28T13:06:00Z,1,4162.a,female,SRP303671,FFPE,not applicable,familiaris,tumor DNA from excisional biopsy of lymph node,Initial chemotherapy: Multi-agent; Chemotherapy after relapse (Y/N): NA
SRR13571684,7.005479452054795,WXS,AAEX03,250,3127123250,Suter_NCState,PRJNA695534,SAMN17615942,Model organism or animal,2007-09-29T00:00:00,Scottish Terrier,1304006406,CORNELL UNIVERSITY,Suter_NCState,2014-09-29,public,not applicable,"sra,run.zq,bam","gs,s3,ncbi","gs.US,ncbi.public,s3.us-east-1",2016-01-26T00:00:00,adult,DLBCL,not applicable,SRX9969760,Illumina HiSeq 2500,not applicable,4161.b,PAIRED,Hybrid Selection,GENOMIC,Canis lupus familiaris,ILLUMINA,2021-09-01T00:00:00Z,2021-01-28T13:06:00Z,1,4161.b,female,SRP303671,refrigerated EDTA blood,not applicable,familiaris,matched normal DNA from EDTA blood,Initial chemotherapy: Multi-agent; Chemotherapy after relapse (Y/N): Yes
SRR13571685,7.005479452054795,WXS,AAEX03,250,3382452500,Suter_NCState,PRJNA695534,SAMN17615941,Model organism or animal,2007-09-29T00:00:00,Scottish Terrier,1471373226,CORNELL UNIVERSITY,Suter_NCState,2014-09-29,public,not applicable,"sra,run.zq","s3,ncbi,gs","gs.US,ncbi.public,s3.us-east-1",2016-01-26T00:00:00,adult,DLBCL,not applicable,SRX9969759,Illumina HiSeq 2500,not applicable,4161.a,PAIRED,Hybrid Selection,GENOMIC,Canis lupus familiaris,ILLUMINA,2021-09-01T00:00:00Z,2021-01-28T13:06:00Z,1,4161.a,female,SRP303671,FFPE,not applicable,familiaris,tumor DNA from excisional biopsy of lymph node,Initial chemotherapy: Multi-agent; Chemotherapy after relapse (Y/N): Yes
