Run,ArrayExpress-Phenotype,ArrayExpress-SPECIES,Assay Type,BioProject,BioSample,Center Name,common_name,Consent,ENA-FIRST-PUBLIC (run),ENA-FIRST-PUBLIC,ENA-LAST-UPDATE (run),ENA-LAST-UPDATE,Experiment,External_Id,INSDC_center_alias,INSDC_center_name,INSDC_first_public,INSDC_last_update,INSDC_status,Instrument,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,PHENOTYPE,Platform,ReleaseDate,Sample Name,Sample_Name,SRA Study,Subject_ID,Submitter_Id,AssemblyName,AvgSpotLen,Bases,Bytes,DATASTORE filetype,DATASTORE provider,DATASTORE region,create_date,version,ArrayExpress-Sex,gender,sub_species
ERR10505861,Bladder,Canis familiaris,WXS,PRJEB57227,SAMEA7515181,WELLCOME SANGER INSTITUTE,dog,public,2022-11-30,2022-11-02,2022-11-30,2022-11-02,ERX10021503,SAMEA7515181,SC,Wellcome Sanger Institute,2022-11-02T00:12:36Z,2022-11-02T00:12:36Z,public,Illumina NovaSeq 6000,DN609288P:G4,PAIRED,Hybrid Selection,GENOMIC,Canis lupus familiaris,Bladder,ILLUMINA,2022-12-01T00:00:00Z,SAMEA7515181,d2dcb788-ccc0-11ea-961b-fa163e2f1184,ERP142199,DD0261b,d2dcb788-ccc0-11ea-961b-fa163e2f1184,AAEX03,302,8280415388,1288135502,"cram,run.zq,sra","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",2022-12-16T08:36:00Z,1,female,female,familiaris
ERR10505862,Bladder,Canis familiaris,WXS,PRJEB57227,SAMEA7515095,WELLCOME SANGER INSTITUTE,dog,public,2022-11-30,2022-11-02,2022-11-30,2022-11-02,ERX10021504,SAMEA7515095,SC,Wellcome Sanger Institute,2022-11-02T00:12:36Z,2022-11-02T00:12:36Z,public,Illumina NovaSeq 6000,DN606958S:A5,PAIRED,Hybrid Selection,GENOMIC,Canis lupus familiaris,Bladder,ILLUMINA,2022-12-01T00:00:00Z,SAMEA7515095,cafa98aa-ccc0-11ea-961b-fa163e2f1184,ERP142199,DD0186a,cafa98aa-ccc0-11ea-961b-fa163e2f1184,AAEX03,302,9059185204,1829106992,"cram,sra,run.zq","ncbi,gs,s3","gs.US,ncbi.public,s3.us-east-1",2022-12-16T09:29:00Z,1,male,male,familiaris
ERR10505863,Bladder,Canis familiaris,WXS,PRJEB57227,SAMEA7515183,WELLCOME SANGER INSTITUTE,dog,public,2022-11-30,2022-11-02,2022-11-30,2022-11-02,ERX10021505,SAMEA7515183,SC,Wellcome Sanger Institute,2022-11-02T00:12:36Z,2022-11-02T00:12:36Z,public,Illumina NovaSeq 6000,DN609288P:A5,PAIRED,Hybrid Selection,GENOMIC,Canis lupus familiaris,Bladder,ILLUMINA,2022-12-01T00:00:00Z,SAMEA7515183,d305996e-ccc0-11ea-961b-fa163e2f1184,ERP142199,DD0262b,d305996e-ccc0-11ea-961b-fa163e2f1184,AAEX03,302,8647328476,1486945739,"run.zq,cram,sra","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",2022-12-16T08:18:00Z,1,female,female,familiaris
ERR10505864,Pancreas,Canis familiaris,WXS,PRJEB57227,SAMEA7515096,WELLCOME SANGER INSTITUTE,dog,public,2022-11-30,2022-11-02,2022-11-30,2022-11-02,ERX10021506,SAMEA7515096,SC,Wellcome Sanger Institute,2022-11-02T00:12:39Z,2022-11-02T00:12:39Z,public,Illumina NovaSeq 6000,DN606958S:B5,PAIRED,Hybrid Selection,GENOMIC,Canis lupus familiaris,Pancreas,ILLUMINA,2022-12-01T00:00:00Z,SAMEA7515096,cb15d6f6-ccc0-11ea-961b-fa163e2f1184,ERP142199,DD0186b,cb15d6f6-ccc0-11ea-961b-fa163e2f1184,AAEX03,302,7396425148,1599811192,"sra,cram,run.zq","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",2022-12-16T08:16:00Z,1,male,male,familiaris
ERR10505865,Bladder,Canis familiaris,WXS,PRJEB57227,SAMEA7515099,WELLCOME SANGER INSTITUTE,dog,public,2022-11-30,2022-11-02,2022-11-30,2022-11-02,ERX10021507,SAMEA7515099,SC,Wellcome Sanger Institute,2022-11-02T00:12:36Z,2022-11-02T00:12:36Z,public,Illumina NovaSeq 6000,DN606958S:C5,PAIRED,Hybrid Selection,GENOMIC,Canis lupus familiaris,Bladder,ILLUMINA,2022-12-01T00:00:00Z,SAMEA7515099,cb21941e-ccc0-11ea-961b-fa163e2f1184,ERP142199,DD0187a,cb21941e-ccc0-11ea-961b-fa163e2f1184,AAEX03,302,7684456138,1796207817,"run.zq,cram,sra","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",2022-12-16T08:46:00Z,1,male,male,familiaris
ERR10505866,Kidney,Canis familiaris,WXS,PRJEB57227,SAMEA7515101,WELLCOME SANGER INSTITUTE,dog,public,2022-11-30,2022-11-02,2022-11-30,2022-11-02,ERX10021508,SAMEA7515101,SC,Wellcome Sanger Institute,2022-11-02T00:12:38Z,2022-11-02T00:12:38Z,public,Illumina NovaSeq 6000,DN606958S:D5,PAIRED,Hybrid Selection,GENOMIC,Canis lupus familiaris,Kidney,ILLUMINA,2022-12-01T00:00:00Z,SAMEA7515101,cb36b420-ccc0-11ea-961b-fa163e2f1184,ERP142199,DD0187b,cb36b420-ccc0-11ea-961b-fa163e2f1184,AAEX03,302,6984577480,1650653719,"sra,run.zq,cram","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.US",2022-12-16T08:54:00Z,1,male,male,familiaris
ERR10505867,Bladder,Canis familiaris,WXS,PRJEB57227,SAMEA7515102,WELLCOME SANGER INSTITUTE,dog,public,2022-11-30,2022-11-02,2022-11-30,2022-11-02,ERX10021509,SAMEA7515102,SC,Wellcome Sanger Institute,2022-11-02T00:12:39Z,2022-11-02T00:12:39Z,public,Illumina NovaSeq 6000,DN606958S:F5,PAIRED,Hybrid Selection,GENOMIC,Canis lupus familiaris,Bladder,ILLUMINA,2022-12-01T00:00:00Z,SAMEA7515102,cb4e4aae-ccc0-11ea-961b-fa163e2f1184,ERP142199,DD0188a,cb4e4aae-ccc0-11ea-961b-fa163e2f1184,AAEX03,302,8289899396,1668355306,"run.zq,cram,sra","ncbi,s3,gs","s3.us-east-1,gs.US,ncbi.public",2022-12-16T08:21:00Z,1,female,female,familiaris
ERR10505868,Adrenal gland,Canis familiaris,WXS,PRJEB57227,SAMEA7515100,WELLCOME SANGER INSTITUTE,dog,public,2022-11-30,2022-11-02,2022-11-30,2022-11-02,ERX10021510,SAMEA7515100,SC,Wellcome Sanger Institute,2022-11-02T00:12:38Z,2022-11-02T00:12:38Z,public,Illumina NovaSeq 6000,DN606958S:G5,PAIRED,Hybrid Selection,GENOMIC,Canis lupus familiaris,Adrenal gland,ILLUMINA,2022-12-01T00:00:00Z,SAMEA7515100,cb5b0848-ccc0-11ea-961b-fa163e2f1184,ERP142199,DD0188b,cb5b0848-ccc0-11ea-961b-fa163e2f1184,AAEX03,302,10660296792,2222645684,"sra,run.zq,cram","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",2022-12-16T08:22:00Z,1,female,female,familiaris
ERR10505869,Bladder,Canis familiaris,WXS,PRJEB57227,SAMEA7515103,WELLCOME SANGER INSTITUTE,dog,public,2022-11-30,2022-11-02,2022-11-30,2022-11-02,ERX10021511,SAMEA7515103,SC,Wellcome Sanger Institute,2022-11-02T00:12:38Z,2022-11-02T00:12:38Z,public,Illumina NovaSeq 6000,DN606958S:H5,PAIRED,Hybrid Selection,GENOMIC,Canis lupus familiaris,Bladder,ILLUMINA,2022-12-01T00:00:00Z,SAMEA7515103,cb68499a-ccc0-11ea-961b-fa163e2f1184,ERP142199,DD0189a,cb68499a-ccc0-11ea-961b-fa163e2f1184,AAEX03,302,7457122920,1501822142,"cram,run.zq,sra","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.US",2022-12-16T08:37:00Z,1,female,female,familiaris
ERR10505870,Bladder,Canis familiaris,WXS,PRJEB57227,SAMEA7515195,WELLCOME SANGER INSTITUTE,dog,public,2022-11-30,2022-11-02,2022-11-30,2022-11-02,ERX10021512,SAMEA7515195,SC,Wellcome Sanger Institute,2022-11-02T00:12:38Z,2022-11-02T00:12:38Z,public,Illumina NovaSeq 6000,DN609288P:A6,PAIRED,Hybrid Selection,GENOMIC,Canis lupus familiaris,Bladder,ILLUMINA,2022-12-01T00:00:00Z,SAMEA7515195,d3a8cf44-ccc0-11ea-961b-fa163e2f1184,ERP142199,DD0266a,d3a8cf44-ccc0-11ea-961b-fa163e2f1184,AAEX03,302,7455475510,1245939907,"sra,cram,run.zq","gs,s3,ncbi","gs.US,ncbi.public,s3.us-east-1",2022-12-16T08:20:00Z,1,female,female,familiaris
ERR10505871,Pancreas,Canis familiaris,WXS,PRJEB57227,SAMEA7515104,WELLCOME SANGER INSTITUTE,dog,public,2022-11-30,2022-11-02,2022-11-30,2022-11-02,ERX10021513,SAMEA7515104,SC,Wellcome Sanger Institute,2022-11-02T00:12:38Z,2022-11-02T00:12:38Z,public,Illumina NovaSeq 6000,DN606958S:A6,PAIRED,Hybrid Selection,GENOMIC,Canis lupus familiaris,Pancreas,ILLUMINA,2022-12-01T00:00:00Z,SAMEA7515104,cb7564f4-ccc0-11ea-961b-fa163e2f1184,ERP142199,DD0189b,cb7564f4-ccc0-11ea-961b-fa163e2f1184,AAEX03,302,8949491858,2038718383,"run.zq,sra,cram","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",2022-12-16T09:04:00Z,1,female,female,familiaris
ERR10505872,Bladder,Canis familiaris,WXS,PRJEB57227,SAMEA7515106,WELLCOME SANGER INSTITUTE,dog,public,2022-11-30,2022-11-02,2022-11-30,2022-11-02,ERX10021514,SAMEA7515106,SC,Wellcome Sanger Institute,2022-11-02T00:12:38Z,2022-11-02T00:12:38Z,public,Illumina NovaSeq 6000,DN606958S:E6,PAIRED,Hybrid Selection,GENOMIC,Canis lupus familiaris,Bladder,ILLUMINA,2022-12-01T00:00:00Z,SAMEA7515106,cbea90e4-ccc0-11ea-961b-fa163e2f1184,ERP142199,DD0191a,cbea90e4-ccc0-11ea-961b-fa163e2f1184,AAEX03,302,9236742178,1973214348,"run.zq,cram,sra","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",2022-12-16T08:18:00Z,1,male,male,familiaris
ERR10505873,Liver,Canis familiaris,WXS,PRJEB57227,SAMEA7515109,WELLCOME SANGER INSTITUTE,dog,public,2022-11-30,2022-11-02,2022-11-30,2022-11-02,ERX10021515,SAMEA7515109,SC,Wellcome Sanger Institute,2022-11-02T00:12:39Z,2022-11-02T00:12:39Z,public,Illumina NovaSeq 6000,DN606958S:F6,PAIRED,Hybrid Selection,GENOMIC,Canis lupus familiaris,Liver,ILLUMINA,2022-12-01T00:00:00Z,SAMEA7515109,cc2abf98-ccc0-11ea-961b-fa163e2f1184,ERP142199,DD0191b,cc2abf98-ccc0-11ea-961b-fa163e2f1184,AAEX03,302,10024951910,2009302729,"run.zq,sra,cram","gs,ncbi,s3","s3.us-east-1,gs.US,ncbi.public",2022-12-16T08:29:00Z,1,male,male,familiaris
ERR10505874,Bladder,Canis familiaris,WXS,PRJEB57227,SAMEA7515111,WELLCOME SANGER INSTITUTE,dog,public,2022-11-30,2022-11-02,2022-11-30,2022-11-02,ERX10021516,SAMEA7515111,SC,Wellcome Sanger Institute,2022-11-02T00:12:38Z,2022-11-02T00:12:38Z,public,Illumina NovaSeq 6000,DN606958S:H6,PAIRED,Hybrid Selection,GENOMIC,Canis lupus familiaris,Bladder,ILLUMINA,2022-12-01T00:00:00Z,SAMEA7515111,cc99db44-ccc0-11ea-961b-fa163e2f1184,ERP142199,DD0192a,cc99db44-ccc0-11ea-961b-fa163e2f1184,AAEX03,302,7585507650,1430136545,"run.zq,cram,sra","gs,ncbi,s3","s3.us-east-1,gs.US,ncbi.public",2022-12-16T08:18:00Z,1,female,female,familiaris
ERR10505875,Bladder,Canis familiaris,WXS,PRJEB57227,SAMEA7515199,WELLCOME SANGER INSTITUTE,dog,public,2022-11-30,2022-11-02,2022-11-30,2022-11-02,ERX10021517,SAMEA7515199,SC,Wellcome Sanger Institute,2022-11-02T00:12:38Z,2022-11-02T00:12:38Z,public,Illumina NovaSeq 6000,DN609288P:A7,PAIRED,Hybrid Selection,GENOMIC,Canis lupus familiaris,Bladder,ILLUMINA,2022-12-01T00:00:00Z,SAMEA7515199,d42f686a-ccc0-11ea-961b-fa163e2f1184,ERP142199,DD0270a,d42f686a-ccc0-11ea-961b-fa163e2f1184,AAEX03,302,6191222272,1054645539,"cram,run.zq,sra","gs,s3,ncbi","s3.us-east-1,gs.US,ncbi.public",2022-12-16T08:13:00Z,1,female,female,familiaris
ERR10505876,Liver,Canis familiaris,WXS,PRJEB57227,SAMEA7515113,WELLCOME SANGER INSTITUTE,dog,public,2022-11-30,2022-11-02,2022-11-30,2022-11-02,ERX10021518,SAMEA7515113,SC,Wellcome Sanger Institute,2022-11-02T00:12:36Z,2022-11-02T00:12:36Z,public,Illumina NovaSeq 6000,DN606958S:A7,PAIRED,Hybrid Selection,GENOMIC,Canis lupus familiaris,Liver,ILLUMINA,2022-12-01T00:00:00Z,SAMEA7515113,cca7d474-ccc0-11ea-961b-fa163e2f1184,ERP142199,DD0192b,cca7d474-ccc0-11ea-961b-fa163e2f1184,AAEX03,302,7547301932,1269090625,"sra,cram,run.zq","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",2022-12-16T08:18:00Z,1,female,female,familiaris
ERR10505877,Bladder,Canis familiaris,WXS,PRJEB57227,SAMEA7515116,WELLCOME SANGER INSTITUTE,dog,public,2022-11-30,2022-11-02,2022-11-30,2022-11-02,ERX10021519,SAMEA7515116,SC,Wellcome Sanger Institute,2022-11-02T00:12:38Z,2022-11-02T00:12:38Z,public,Illumina NovaSeq 6000,DN606958S:D7,PAIRED,Hybrid Selection,GENOMIC,Canis lupus familiaris,Bladder,ILLUMINA,2022-12-01T00:00:00Z,SAMEA7515116,cceb5cd0-ccc0-11ea-961b-fa163e2f1184,ERP142199,DD0194a,cceb5cd0-ccc0-11ea-961b-fa163e2f1184,AAEX03,302,7226737388,1227665262,"cram,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2022-12-16T08:41:00Z,1,male,male,familiaris
ERR10505878,Liver,Canis familiaris,WXS,PRJEB57227,SAMEA7515117,WELLCOME SANGER INSTITUTE,dog,public,2022-11-30,2022-11-02,2022-11-30,2022-11-02,ERX10021520,SAMEA7515117,SC,Wellcome Sanger Institute,2022-11-02T00:12:38Z,2022-11-02T00:12:38Z,public,Illumina NovaSeq 6000,DN606958S:E7,PAIRED,Hybrid Selection,GENOMIC,Canis lupus familiaris,Liver,ILLUMINA,2022-12-01T00:00:00Z,SAMEA7515117,cd034106-ccc0-11ea-961b-fa163e2f1184,ERP142199,DD0194b,cd034106-ccc0-11ea-961b-fa163e2f1184,AAEX03,302,5720312162,1050352647,"sra,cram,run.zq","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",2022-12-16T08:13:00Z,1,male,male,familiaris
ERR10505879,Bladder,Canis familiaris,WXS,PRJEB57227,SAMEA7515115,WELLCOME SANGER INSTITUTE,dog,public,2022-11-30,2022-11-02,2022-11-30,2022-11-02,ERX10021521,SAMEA7515115,SC,Wellcome Sanger Institute,2022-11-02T00:12:39Z,2022-11-02T00:12:39Z,public,Illumina NovaSeq 6000,DN606958S:F7,PAIRED,Hybrid Selection,GENOMIC,Canis lupus familiaris,Bladder,ILLUMINA,2022-12-01T00:00:00Z,SAMEA7515115,cd1664ca-ccc0-11ea-961b-fa163e2f1184,ERP142199,DD0195a,cd1664ca-ccc0-11ea-961b-fa163e2f1184,AAEX03,302,7185802496,1263155912,"sra,run.zq,cram","ncbi,s3,gs","s3.us-east-1,gs.US,ncbi.public",2022-12-16T09:00:00Z,1,male,male,familiaris
ERR10505880,Liver,Canis familiaris,WXS,PRJEB57227,SAMEA7515119,WELLCOME SANGER INSTITUTE,dog,public,2022-11-30,2022-11-02,2022-11-30,2022-11-02,ERX10021522,SAMEA7515119,SC,Wellcome Sanger Institute,2022-11-02T00:12:36Z,2022-11-02T00:12:36Z,public,Illumina NovaSeq 6000,DN606958S:G7,PAIRED,Hybrid Selection,GENOMIC,Canis lupus familiaris,Liver,ILLUMINA,2022-12-01T00:00:00Z,SAMEA7515119,cd3588be-ccc0-11ea-961b-fa163e2f1184,ERP142199,DD0195b,cd3588be-ccc0-11ea-961b-fa163e2f1184,AAEX03,302,4456953448,938534792,"sra,run.zq,cram","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",2022-12-16T08:35:00Z,1,male,male,familiaris
ERR10505881,Bladder,Canis familiaris,WXS,PRJEB57227,SAMEA7515205,WELLCOME SANGER INSTITUTE,dog,public,2022-11-30,2022-11-02,2022-11-30,2022-11-02,ERX10021523,SAMEA7515205,SC,Wellcome Sanger Institute,2022-11-02T00:12:36Z,2022-11-02T00:12:36Z,public,Illumina NovaSeq 6000,DN609288P:G7,PAIRED,Hybrid Selection,GENOMIC,Canis lupus familiaris,Bladder,ILLUMINA,2022-12-01T00:00:00Z,SAMEA7515205,d4e90432-ccc0-11ea-961b-fa163e2f1184,ERP142199,DD0273a,d4e90432-ccc0-11ea-961b-fa163e2f1184,AAEX03,302,7651187214,1264542431,"cram,run.zq,sra","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",2022-12-16T08:18:00Z,1,female,female,familiaris
ERR10505882,Bladder,Canis familiaris,WXS,PRJEB57227,SAMEA7515123,WELLCOME SANGER INSTITUTE,dog,public,2022-11-30,2022-11-02,2022-11-30,2022-11-02,ERX10021524,SAMEA7515123,SC,Wellcome Sanger Institute,2022-11-02T00:12:38Z,2022-11-02T00:12:38Z,public,Illumina NovaSeq 6000,DN606958S:H7,PAIRED,Hybrid Selection,GENOMIC,Canis lupus familiaris,Bladder,ILLUMINA,2022-12-01T00:00:00Z,SAMEA7515123,cd41d11e-ccc0-11ea-961b-fa163e2f1184,ERP142199,DD0196a,cd41d11e-ccc0-11ea-961b-fa163e2f1184,AAEX03,302,8205491906,1503230461,"sra,cram,run.zq","ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public",2022-12-16T08:57:00Z,1,female,female,familiaris
ERR10505883,Bladder,Canis familiaris,WXS,PRJEB57227,SAMEA7515208,WELLCOME SANGER INSTITUTE,dog,public,2022-11-30,2022-11-02,2022-11-30,2022-11-02,ERX10021525,SAMEA7515208,SC,Wellcome Sanger Institute,2022-11-02T00:12:39Z,2022-11-02T00:12:39Z,public,Illumina NovaSeq 6000,DN609288P:H7,PAIRED,Hybrid Selection,GENOMIC,Canis lupus familiaris,Bladder,ILLUMINA,2022-12-01T00:00:00Z,SAMEA7515208,d4fbda08-ccc0-11ea-961b-fa163e2f1184,ERP142199,DD0273b,d4fbda08-ccc0-11ea-961b-fa163e2f1184,AAEX03,302,8485653380,1348531428,"cram,run.zq,sra","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US",2022-12-16T08:41:00Z,1,female,female,familiaris
ERR10505884,Liver,Canis familiaris,WXS,PRJEB57227,SAMEA7515124,WELLCOME SANGER INSTITUTE,dog,public,2022-11-30,2022-11-02,2022-11-30,2022-11-02,ERX10021526,SAMEA7515124,SC,Wellcome Sanger Institute,2022-11-02T00:12:36Z,2022-11-02T00:12:36Z,public,Illumina NovaSeq 6000,DN606958S:A8,PAIRED,Hybrid Selection,GENOMIC,Canis lupus familiaris,Liver,ILLUMINA,2022-12-01T00:00:00Z,SAMEA7515124,cd646332-ccc0-11ea-961b-fa163e2f1184,ERP142199,DD0196b,cd646332-ccc0-11ea-961b-fa163e2f1184,AAEX03,302,6912519072,1491478989,"sra,cram,run.zq","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",2022-12-16T08:13:00Z,1,female,female,familiaris
ERR10505885,Bladder,Canis familiaris,WXS,PRJEB57227,SAMEA7515209,WELLCOME SANGER INSTITUTE,dog,public,2022-11-30,2022-11-02,2022-11-30,2022-11-02,ERX10021527,SAMEA7515209,SC,Wellcome Sanger Institute,2022-11-02T00:12:36Z,2022-11-02T00:12:36Z,public,Illumina NovaSeq 6000,DN609288P:C8,PAIRED,Hybrid Selection,GENOMIC,Canis lupus familiaris,Bladder,ILLUMINA,2022-12-01T00:00:00Z,SAMEA7515209,d54fb150-ccc0-11ea-961b-fa163e2f1184,ERP142199,DD0275a,d54fb150-ccc0-11ea-961b-fa163e2f1184,AAEX03,302,11231746628,1791214365,"cram,sra,run.zq","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",2022-12-16T08:17:00Z,1,female,female,familiaris
ERR10505886,Bladder,Canis familiaris,WXS,PRJEB57227,SAMEA7515212,WELLCOME SANGER INSTITUTE,dog,public,2022-11-30,2022-11-02,2022-11-30,2022-11-02,ERX10021528,SAMEA7515212,SC,Wellcome Sanger Institute,2022-11-02T00:12:39Z,2022-11-02T00:12:39Z,public,Illumina NovaSeq 6000,DN609288P:D8,PAIRED,Hybrid Selection,GENOMIC,Canis lupus familiaris,Bladder,ILLUMINA,2022-12-01T00:00:00Z,SAMEA7515212,d5612f0c-ccc0-11ea-961b-fa163e2f1184,ERP142199,DD0275b,d5612f0c-ccc0-11ea-961b-fa163e2f1184,AAEX03,302,5947033830,917866169,"cram,sra,run.zq","gs,s3,ncbi","gs.US,s3.us-east-1,ncbi.public",2022-12-16T08:13:00Z,1,female,female,familiaris
ERR10505887,Bladder,Canis familiaris,WXS,PRJEB57227,SAMEA7515134,WELLCOME SANGER INSTITUTE,dog,public,2022-11-30,2022-11-02,2022-11-30,2022-11-02,ERX10021529,SAMEA7515134,SC,Wellcome Sanger Institute,2022-11-02T00:12:39Z,2022-11-02T00:12:39Z,public,Illumina NovaSeq 6000,DN606958S:F9,PAIRED,Hybrid Selection,GENOMIC,Canis lupus familiaris,Bladder,ILLUMINA,2022-12-01T00:00:00Z,SAMEA7515134,ce93b000-ccc0-11ea-961b-fa163e2f1184,ERP142199,DD0201a,ce93b000-ccc0-11ea-961b-fa163e2f1184,AAEX03,302,8081127702,1388945539,"cram,run.zq,sra","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",2022-12-16T08:16:00Z,1,male,male,familiaris
ERR10505888,Liver,Canis familiaris,WXS,PRJEB57227,SAMEA7515138,WELLCOME SANGER INSTITUTE,dog,public,2022-11-30,2022-11-02,2022-11-30,2022-11-02,ERX10021530,SAMEA7515138,SC,Wellcome Sanger Institute,2022-11-02T00:12:39Z,2022-11-02T00:12:39Z,public,Illumina NovaSeq 6000,DN606958S:G9,PAIRED,Hybrid Selection,GENOMIC,Canis lupus familiaris,Liver,ILLUMINA,2022-12-01T00:00:00Z,SAMEA7515138,cea27b76-ccc0-11ea-961b-fa163e2f1184,ERP142199,DD0201b,cea27b76-ccc0-11ea-961b-fa163e2f1184,AAEX03,302,8154713022,1568110603,"cram,sra,run.zq","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",2022-12-16T08:24:00Z,1,male,male,familiaris
ERR10505889,Bladder,Canis familiaris,WXS,PRJEB57227,SAMEA7515220,WELLCOME SANGER INSTITUTE,dog,public,2022-11-30,2022-11-02,2022-11-30,2022-11-02,ERX10021531,SAMEA7515220,SC,Wellcome Sanger Institute,2022-11-02T00:12:36Z,2022-11-02T00:12:36Z,public,Illumina NovaSeq 6000,DN609288P:G9,PAIRED,Hybrid Selection,GENOMIC,Canis lupus familiaris,Bladder,ILLUMINA,2022-12-01T00:00:00Z,SAMEA7515220,d61c30cc-ccc0-11ea-961b-fa163e2f1184,ERP142199,DD0281a,d61c30cc-ccc0-11ea-961b-fa163e2f1184,AAEX03,302,7252237664,1182168507,"run.zq,sra,cram","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",2022-12-16T08:12:00Z,1,male,male,familiaris
ERR10505890,Bladder,Canis familiaris,WXS,PRJEB57227,SAMEA7515223,WELLCOME SANGER INSTITUTE,dog,public,2022-11-30,2022-11-02,2022-11-30,2022-11-02,ERX10021532,SAMEA7515223,SC,Wellcome Sanger Institute,2022-11-02T00:12:36Z,2022-11-02T00:12:36Z,public,Illumina NovaSeq 6000,DN609288P:H9,PAIRED,Hybrid Selection,GENOMIC,Canis lupus familiaris,Bladder,ILLUMINA,2022-12-01T00:00:00Z,SAMEA7515223,d626d694-ccc0-11ea-961b-fa163e2f1184,ERP142199,DD0281b,d626d694-ccc0-11ea-961b-fa163e2f1184,AAEX03,302,10271592894,1613783189,"run.zq,sra,cram","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",2022-12-16T08:34:00Z,1,male,male,familiaris
ERR10505891,Bladder,Canis familiaris,WXS,PRJEB57227,SAMEA7515133,WELLCOME SANGER INSTITUTE,dog,public,2022-11-30,2022-11-02,2022-11-30,2022-11-02,ERX10021533,SAMEA7515133,SC,Wellcome Sanger Institute,2022-11-02T00:12:36Z,2022-11-02T00:12:36Z,public,Illumina NovaSeq 6000,DN606958S:H9,PAIRED,Hybrid Selection,GENOMIC,Canis lupus familiaris,Bladder,ILLUMINA,2022-12-01T00:00:00Z,SAMEA7515133,ceb0cbcc-ccc0-11ea-961b-fa163e2f1184,ERP142199,DD0202a,ceb0cbcc-ccc0-11ea-961b-fa163e2f1184,AAEX03,302,9796663768,1882428606,"sra,cram,run.zq","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.US",2022-12-16T08:18:00Z,1,female,female,familiaris
ERR10505892,Liver,Canis familiaris,WXS,PRJEB57227,SAMEA7515137,WELLCOME SANGER INSTITUTE,dog,public,2022-11-30,2022-11-02,2022-11-30,2022-11-02,ERX10021534,SAMEA7515137,SC,Wellcome Sanger Institute,2022-11-02T00:12:36Z,2022-11-02T00:12:36Z,public,Illumina NovaSeq 6000,DN606958S:A10,PAIRED,Hybrid Selection,GENOMIC,Canis lupus familiaris,Liver,ILLUMINA,2022-12-01T00:00:00Z,SAMEA7515137,cec7c75a-ccc0-11ea-961b-fa163e2f1184,ERP142199,DD0202b,cec7c75a-ccc0-11ea-961b-fa163e2f1184,AAEX03,302,9118280866,1861518824,"run.zq,sra,cram","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",2022-12-16T08:14:00Z,1,female,female,familiaris
ERR10505893,Bladder,Canis familiaris,WXS,PRJEB57227,SAMEA7515233,WELLCOME SANGER INSTITUTE,dog,public,2022-11-30,2022-11-02,2022-11-30,2022-11-02,ERX10021535,SAMEA7515233,SC,Wellcome Sanger Institute,2022-11-02T00:12:39Z,2022-11-02T00:12:39Z,public,Illumina NovaSeq 6000,DN609288P:D11,PAIRED,Hybrid Selection,GENOMIC,Canis lupus familiaris,Bladder,ILLUMINA,2022-12-01T00:00:00Z,SAMEA7515233,d6c74b56-ccc0-11ea-961b-fa163e2f1184,ERP142199,DD0287b,d6c74b56-ccc0-11ea-961b-fa163e2f1184,AAEX03,302,6630109208,1087883733,"sra,run.zq,cram","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",2022-12-16T08:25:00Z,1,female,female,familiaris
