Run,Assay Type,AssemblyName,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Center Name,common_name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,ENA-FIRST-PUBLIC (run),ENA-FIRST-PUBLIC,ENA-LAST-UPDATE (run),ENA-LAST-UPDATE,Experiment,External_Id,INSDC_center_alias,INSDC_center_name,INSDC_first_public,INSDC_last_update,INSDC_status,Instrument,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,create_date,version,Sample Name,Sample_Name,SRA Study,sub_species,Submitter_Id,tissue_type
ERR9923075,WXS,AAEX03,302,37370603138,PRJEB53653,SAMEA110220203,16792166193,UPPSALA UNIVERISTY,dog,public,"sra,bam,run.zq","s3,gs,ncbi","s3.us-east-1,gs.US,ncbi.public",2022-07-09,2022-07-09,2022-07-09,2022-07-09,ERX9466768,SAMEA110220203,UPPSALA UNIVERISTY,UPPSALA UNIVERISTY,2022-07-09T00:22:07Z,2022-07-09T00:22:07Z,public,Illumina NovaSeq 6000,,SINGLE,Hybrid Selection,GENOMIC,Canis lupus familiaris,ILLUMINA,2022-07-13T00:00:00Z,2022-07-28T11:31:00Z,1,SAMEA110220203,CMT_TUMOR_25_MERGED_Dup_BQSR.bam,ERP138464,familiaris,CMT_TUMOR_25_MERGED_Dup_BQSR.bam,DNA from mammary tumor tissue
ERR9923076,WXS,AAEX03,302,41981306296,PRJEB53653,SAMEA110220204,19627195463,UPPSALA UNIVERISTY,dog,public,"run.zq,bam,sra","gs,ncbi,s3","s3.us-east-1,gs.US,ncbi.public",2022-07-09,2022-07-09,2022-07-09,2022-07-09,ERX9466769,SAMEA110220204,UPPSALA UNIVERISTY,UPPSALA UNIVERISTY,2022-07-09T00:22:07Z,2022-07-09T00:22:07Z,public,Illumina NovaSeq 6000,,SINGLE,Hybrid Selection,GENOMIC,Canis lupus familiaris,ILLUMINA,2022-07-13T00:00:00Z,2022-07-28T11:36:00Z,1,SAMEA110220204,CMT_TUMOR_26_MERGED_Dup_BQSR.bam,ERP138464,familiaris,CMT_TUMOR_26_MERGED_Dup_BQSR.bam,DNA from mammary tumor tissue
ERR9923077,WXS,AAEX03,302,43261568554,PRJEB53653,SAMEA110220205,20261532330,UPPSALA UNIVERISTY,dog,public,"bam,sra,run.zq","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",2022-07-09,2022-07-09,2022-07-09,2022-07-09,ERX9466770,SAMEA110220205,UPPSALA UNIVERISTY,UPPSALA UNIVERISTY,2022-07-09T00:22:07Z,2022-07-09T00:22:07Z,public,Illumina NovaSeq 6000,,SINGLE,Hybrid Selection,GENOMIC,Canis lupus familiaris,ILLUMINA,2022-07-13T00:00:00Z,2022-07-29T23:54:00Z,1,SAMEA110220205,CMT_TUMOR_27_MERGED_Dup_BQSR.bam,ERP138464,familiaris,CMT_TUMOR_27_MERGED_Dup_BQSR.bam,DNA from mammary tumor tissue
ERR9923078,WXS,AAEX03,302,40643600920,PRJEB53653,SAMEA110220206,18064956304,UPPSALA UNIVERISTY,dog,public,"run.zq,sra,bam","ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public",2022-07-09,2022-07-09,2022-07-09,2022-07-09,ERX9466771,SAMEA110220206,UPPSALA UNIVERISTY,UPPSALA UNIVERISTY,2022-07-09T00:22:07Z,2022-07-09T00:22:07Z,public,Illumina NovaSeq 6000,,SINGLE,Hybrid Selection,GENOMIC,Canis lupus familiaris,ILLUMINA,2022-07-13T00:00:00Z,2022-07-28T11:09:00Z,1,SAMEA110220206,CMT_TUMOR_28_MERGED_Dup_BQSR.bam,ERP138464,familiaris,CMT_TUMOR_28_MERGED_Dup_BQSR.bam,DNA from mammary tumor tissue
ERR9923079,WXS,AAEX03,302,32542689802,PRJEB53653,SAMEA110220207,14658826885,UPPSALA UNIVERISTY,dog,public,"bam,run.zq,sra","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",2022-07-09,2022-07-09,2022-07-09,2022-07-09,ERX9466772,SAMEA110220207,UPPSALA UNIVERISTY,UPPSALA UNIVERISTY,2022-07-09T00:22:07Z,2022-07-09T00:22:07Z,public,Illumina NovaSeq 6000,,SINGLE,Hybrid Selection,GENOMIC,Canis lupus familiaris,ILLUMINA,2022-07-13T00:00:00Z,2022-07-28T11:09:00Z,1,SAMEA110220207,CMT_TUMOR_29_MERGED_Dup_BQSR.bam,ERP138464,familiaris,CMT_TUMOR_29_MERGED_Dup_BQSR.bam,DNA from mammary tumor tissue
ERR9923080,WXS,AAEX03,302,30242122658,PRJEB53653,SAMEA110220182,14826096958,UPPSALA UNIVERISTY,dog,public,"bam,run.zq,sra","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",2022-07-09,2022-07-09,2022-07-09,2022-07-09,ERX9466773,SAMEA110220182,UPPSALA UNIVERISTY,UPPSALA UNIVERISTY,2022-07-09T00:22:06Z,2022-07-09T00:22:06Z,public,Illumina NovaSeq 6000,,SINGLE,Hybrid Selection,GENOMIC,Canis lupus familiaris,ILLUMINA,2022-07-13T00:00:00Z,2022-07-28T10:40:00Z,1,SAMEA110220182,CMT_TUMOR_3_MERGED_Dup_BQSR.bam,ERP138464,familiaris,CMT_TUMOR_3_MERGED_Dup_BQSR.bam,DNA from mammary tumor tissue
ERR9923081,WXS,AAEX03,302,35401975670,PRJEB53653,SAMEA110220208,15492564030,UPPSALA UNIVERISTY,dog,public,"bam,sra,run.zq","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",2022-07-09,2022-07-09,2022-07-09,2022-07-09,ERX9466774,SAMEA110220208,UPPSALA UNIVERISTY,UPPSALA UNIVERISTY,2022-07-09T00:22:07Z,2022-07-09T00:22:07Z,public,Illumina NovaSeq 6000,,SINGLE,Hybrid Selection,GENOMIC,Canis lupus familiaris,ILLUMINA,2022-07-13T00:00:00Z,2022-07-28T11:48:00Z,1,SAMEA110220208,CMT_TUMOR_30_MERGED_Dup_BQSR.bam,ERP138464,familiaris,CMT_TUMOR_30_MERGED_Dup_BQSR.bam,DNA from mammary tumor tissue
ERR9923082,WXS,AAEX03,302,37699031460,PRJEB53653,SAMEA110220209,17544750911,UPPSALA UNIVERISTY,dog,public,"run.zq,bam,sra","s3,ncbi,gs","gs.US,ncbi.public,s3.us-east-1",2022-07-09,2022-07-09,2022-07-09,2022-07-09,ERX9466775,SAMEA110220209,UPPSALA UNIVERISTY,UPPSALA UNIVERISTY,2022-07-09T00:22:07Z,2022-07-09T00:22:07Z,public,Illumina NovaSeq 6000,,SINGLE,Hybrid Selection,GENOMIC,Canis lupus familiaris,ILLUMINA,2022-07-13T00:00:00Z,2022-07-28T11:12:00Z,1,SAMEA110220209,CMT_TUMOR_31_MERGED_Dup_BQSR.bam,ERP138464,familiaris,CMT_TUMOR_31_MERGED_Dup_BQSR.bam,DNA from mammary tumor tissue
ERR9923083,WXS,AAEX03,302,43319090796,PRJEB53653,SAMEA110220210,21196144180,UPPSALA UNIVERISTY,dog,public,"sra,bam,run.zq","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2022-07-09,2022-07-09,2022-07-09,2022-07-09,ERX9466776,SAMEA110220210,UPPSALA UNIVERISTY,UPPSALA UNIVERISTY,2022-07-09T00:22:06Z,2022-07-09T00:22:06Z,public,Illumina NovaSeq 6000,,SINGLE,Hybrid Selection,GENOMIC,Canis lupus familiaris,ILLUMINA,2022-07-13T00:00:00Z,2022-07-28T10:58:00Z,1,SAMEA110220210,CMT_TUMOR_32_MERGED_Dup_BQSR.bam,ERP138464,familiaris,CMT_TUMOR_32_MERGED_Dup_BQSR.bam,DNA from mammary tumor tissue
ERR9923084,WXS,AAEX03,302,26169379952,PRJEB53653,SAMEA110220211,12549936140,UPPSALA UNIVERISTY,dog,public,"run.zq,bam,sra","ncbi,s3,gs","s3.us-east-1,gs.US,ncbi.public",2022-07-09,2022-07-09,2022-07-09,2022-07-09,ERX9466777,SAMEA110220211,UPPSALA UNIVERISTY,UPPSALA UNIVERISTY,2022-07-09T00:22:06Z,2022-07-09T00:22:06Z,public,Illumina NovaSeq 6000,,SINGLE,Hybrid Selection,GENOMIC,Canis lupus familiaris,ILLUMINA,2022-07-13T00:00:00Z,2022-07-28T10:51:00Z,1,SAMEA110220211,CMT_TUMOR_33_MERGED_Dup_BQSR.bam,ERP138464,familiaris,CMT_TUMOR_33_MERGED_Dup_BQSR.bam,DNA from mammary tumor tissue
ERR9923085,WXS,AAEX03,302,38636731796,PRJEB53653,SAMEA110220212,18222047215,UPPSALA UNIVERISTY,dog,public,"run.zq,sra,bam","s3,gs,ncbi","s3.us-east-1,gs.US,ncbi.public",2022-07-09,2022-07-09,2022-07-09,2022-07-09,ERX9466778,SAMEA110220212,UPPSALA UNIVERISTY,UPPSALA UNIVERISTY,2022-07-09T00:22:06Z,2022-07-09T00:22:06Z,public,Illumina NovaSeq 6000,,SINGLE,Hybrid Selection,GENOMIC,Canis lupus familiaris,ILLUMINA,2022-07-13T00:00:00Z,2022-07-28T11:38:00Z,1,SAMEA110220212,CMT_TUMOR_34_MERGED_Dup_BQSR.bam,ERP138464,familiaris,CMT_TUMOR_34_MERGED_Dup_BQSR.bam,DNA from mammary tumor tissue
ERR9923086,WXS,AAEX03,302,33840345146,PRJEB53653,SAMEA110220213,16414639094,UPPSALA UNIVERISTY,dog,public,"sra,run.zq,bam","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",2022-07-09,2022-07-09,2022-07-09,2022-07-09,ERX9466779,SAMEA110220213,UPPSALA UNIVERISTY,UPPSALA UNIVERISTY,2022-07-09T00:22:06Z,2022-07-09T00:22:06Z,public,Illumina NovaSeq 6000,,SINGLE,Hybrid Selection,GENOMIC,Canis lupus familiaris,ILLUMINA,2022-07-13T00:00:00Z,2022-07-28T11:53:00Z,1,SAMEA110220213,CMT_TUMOR_35_MERGED_Dup_BQSR.bam,ERP138464,familiaris,CMT_TUMOR_35_MERGED_Dup_BQSR.bam,DNA from mammary tumor tissue
ERR9923087,WXS,AAEX03,302,37072972172,PRJEB53653,SAMEA110220214,17902739538,UPPSALA UNIVERISTY,dog,public,"sra,run.zq,bam","ncbi,gs,s3","gs.US,ncbi.public,s3.us-east-1",2022-07-09,2022-07-09,2022-07-09,2022-07-09,ERX9466780,SAMEA110220214,UPPSALA UNIVERISTY,UPPSALA UNIVERISTY,2022-07-09T00:22:06Z,2022-07-09T00:22:06Z,public,Illumina NovaSeq 6000,,SINGLE,Hybrid Selection,GENOMIC,Canis lupus familiaris,ILLUMINA,2022-07-13T00:00:00Z,2022-07-28T11:11:00Z,1,SAMEA110220214,CMT_TUMOR_36_MERGED_Dup_BQSR.bam,ERP138464,familiaris,CMT_TUMOR_36_MERGED_Dup_BQSR.bam,DNA from mammary tumor tissue
ERR9923088,WXS,AAEX03,302,31682467868,PRJEB53653,SAMEA110220215,14892617678,UPPSALA UNIVERISTY,dog,public,"bam,sra,run.zq","s3,gs,ncbi","s3.us-east-1,gs.US,ncbi.public",2022-07-09,2022-07-09,2022-07-09,2022-07-09,ERX9466781,SAMEA110220215,UPPSALA UNIVERISTY,UPPSALA UNIVERISTY,2022-07-09T00:22:06Z,2022-07-09T00:22:06Z,public,Illumina NovaSeq 6000,,SINGLE,Hybrid Selection,GENOMIC,Canis lupus familiaris,ILLUMINA,2022-07-13T00:00:00Z,2022-07-28T10:58:00Z,1,SAMEA110220215,CMT_TUMOR_37_MERGED_Dup_BQSR.bam,ERP138464,familiaris,CMT_TUMOR_37_MERGED_Dup_BQSR.bam,DNA from mammary tumor tissue
ERR9923089,WXS,AAEX03,302,33182863060,PRJEB53653,SAMEA110220216,15956751656,UPPSALA UNIVERISTY,dog,public,"bam,sra,run.zq","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",2022-07-09,2022-07-09,2022-07-09,2022-07-09,ERX9466782,SAMEA110220216,UPPSALA UNIVERISTY,UPPSALA UNIVERISTY,2022-07-09T00:22:06Z,2022-07-09T00:22:06Z,public,Illumina NovaSeq 6000,,SINGLE,Hybrid Selection,GENOMIC,Canis lupus familiaris,ILLUMINA,2022-07-13T00:00:00Z,2022-07-28T11:20:00Z,1,SAMEA110220216,CMT_TUMOR_38_MERGED_Dup_BQSR.bam,ERP138464,familiaris,CMT_TUMOR_38_MERGED_Dup_BQSR.bam,DNA from mammary tumor tissue
ERR9923090,WXS,AAEX03,302,44477654000,PRJEB53653,SAMEA110220217,21816330724,UPPSALA UNIVERISTY,dog,public,"bam,run.zq,sra","s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",2022-07-09,2022-07-09,2022-07-09,2022-07-09,ERX9466783,SAMEA110220217,UPPSALA UNIVERISTY,UPPSALA UNIVERISTY,2022-07-09T00:22:06Z,2022-07-09T00:22:06Z,public,Illumina NovaSeq 6000,,SINGLE,Hybrid Selection,GENOMIC,Canis lupus familiaris,ILLUMINA,2022-07-13T00:00:00Z,2022-07-28T12:13:00Z,1,SAMEA110220217,CMT_TUMOR_39_MERGED_Dup_BQSR.bam,ERP138464,familiaris,CMT_TUMOR_39_MERGED_Dup_BQSR.bam,DNA from mammary tumor tissue
ERR9923091,WXS,AAEX03,302,26987570432,PRJEB53653,SAMEA110220183,12545626079,UPPSALA UNIVERISTY,dog,public,"run.zq,bam,sra","ncbi,gs,s3","s3.us-east-1,gs.US,ncbi.public",2022-07-09,2022-07-09,2022-07-09,2022-07-09,ERX9466784,SAMEA110220183,UPPSALA UNIVERISTY,UPPSALA UNIVERISTY,2022-07-09T00:22:06Z,2022-07-09T00:22:06Z,public,Illumina NovaSeq 6000,,SINGLE,Hybrid Selection,GENOMIC,Canis lupus familiaris,ILLUMINA,2022-07-13T00:00:00Z,2022-07-28T11:09:00Z,1,SAMEA110220183,CMT_TUMOR_4_MERGED_Dup_BQSR.bam,ERP138464,familiaris,CMT_TUMOR_4_MERGED_Dup_BQSR.bam,DNA from mammary tumor tissue
ERR9923092,WXS,AAEX03,302,37153052304,PRJEB53653,SAMEA110220218,17889872302,UPPSALA UNIVERISTY,dog,public,"sra,run.zq,bam","ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public",2022-07-09,2022-07-09,2022-07-09,2022-07-09,ERX9466785,SAMEA110220218,UPPSALA UNIVERISTY,UPPSALA UNIVERISTY,2022-07-09T00:22:06Z,2022-07-09T00:22:06Z,public,Illumina NovaSeq 6000,,SINGLE,Hybrid Selection,GENOMIC,Canis lupus familiaris,ILLUMINA,2022-07-13T00:00:00Z,2022-07-28T11:00:00Z,1,SAMEA110220218,CMT_TUMOR_40_MERGED_Dup_BQSR.bam,ERP138464,familiaris,CMT_TUMOR_40_MERGED_Dup_BQSR.bam,DNA from mammary tumor tissue
ERR9923093,WXS,AAEX03,302,25284743432,PRJEB53653,SAMEA110220219,12399818158,UPPSALA UNIVERISTY,dog,public,"sra,run.zq,bam","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",2022-07-09,2022-07-09,2022-07-09,2022-07-09,ERX9466786,SAMEA110220219,UPPSALA UNIVERISTY,UPPSALA UNIVERISTY,2022-07-09T00:22:06Z,2022-07-09T00:22:06Z,public,Illumina NovaSeq 6000,,SINGLE,Hybrid Selection,GENOMIC,Canis lupus familiaris,ILLUMINA,2022-07-13T00:00:00Z,2022-07-28T10:32:00Z,1,SAMEA110220219,CMT_TUMOR_41_MERGED_Dup_BQSR.bam,ERP138464,familiaris,CMT_TUMOR_41_MERGED_Dup_BQSR.bam,DNA from mammary tumor tissue
ERR9923094,WXS,AAEX03,302,35668925550,PRJEB53653,SAMEA110220220,16557804620,UPPSALA UNIVERISTY,dog,public,"sra,bam,run.zq","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",2022-07-09,2022-07-09,2022-07-09,2022-07-09,ERX9466787,SAMEA110220220,UPPSALA UNIVERISTY,UPPSALA UNIVERISTY,2022-07-09T00:22:06Z,2022-07-09T00:22:06Z,public,Illumina NovaSeq 6000,,SINGLE,Hybrid Selection,GENOMIC,Canis lupus familiaris,ILLUMINA,2022-07-13T00:00:00Z,2022-07-28T10:54:00Z,1,SAMEA110220220,CMT_TUMOR_42_MERGED_Dup_BQSR.bam,ERP138464,familiaris,CMT_TUMOR_42_MERGED_Dup_BQSR.bam,DNA from mammary tumor tissue
ERR9923095,WXS,AAEX03,302,42485081254,PRJEB53653,SAMEA110220221,20430254725,UPPSALA UNIVERISTY,dog,public,"sra,run.zq,bam","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2022-07-09,2022-07-09,2022-07-09,2022-07-09,ERX9466788,SAMEA110220221,UPPSALA UNIVERISTY,UPPSALA UNIVERISTY,2022-07-09T00:22:06Z,2022-07-09T00:22:06Z,public,Illumina NovaSeq 6000,,SINGLE,Hybrid Selection,GENOMIC,Canis lupus familiaris,ILLUMINA,2022-07-13T00:00:00Z,2022-07-28T11:59:00Z,1,SAMEA110220221,CMT_TUMOR_43_MERGED_Dup_BQSR.bam,ERP138464,familiaris,CMT_TUMOR_43_MERGED_Dup_BQSR.bam,DNA from mammary tumor tissue
ERR9923096,WXS,AAEX03,302,34822427402,PRJEB53653,SAMEA110220222,17395761605,UPPSALA UNIVERISTY,dog,public,"run.zq,sra,bam","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",2022-07-09,2022-07-09,2022-07-09,2022-07-09,ERX9466789,SAMEA110220222,UPPSALA UNIVERISTY,UPPSALA UNIVERISTY,2022-07-09T00:22:06Z,2022-07-09T00:22:06Z,public,Illumina NovaSeq 6000,,SINGLE,Hybrid Selection,GENOMIC,Canis lupus familiaris,ILLUMINA,2022-07-13T00:00:00Z,2022-07-28T12:27:00Z,1,SAMEA110220222,CMT_TUMOR_44_MERGED_Dup_BQSR.bam,ERP138464,familiaris,CMT_TUMOR_44_MERGED_Dup_BQSR.bam,DNA from mammary tumor tissue
ERR9923097,WXS,AAEX03,302,37886742278,PRJEB53653,SAMEA110220223,18565744755,UPPSALA UNIVERISTY,dog,public,"run.zq,bam,sra","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US",2022-07-09,2022-07-09,2022-07-09,2022-07-09,ERX9466790,SAMEA110220223,UPPSALA UNIVERISTY,UPPSALA UNIVERISTY,2022-07-09T00:22:06Z,2022-07-09T00:22:06Z,public,Illumina NovaSeq 6000,,SINGLE,Hybrid Selection,GENOMIC,Canis lupus familiaris,ILLUMINA,2022-07-13T00:00:00Z,2022-07-28T12:24:00Z,1,SAMEA110220223,CMT_TUMOR_45_MERGED_Dup_BQSR.bam,ERP138464,familiaris,CMT_TUMOR_45_MERGED_Dup_BQSR.bam,DNA from mammary tumor tissue
ERR9923098,WXS,AAEX03,302,33334069628,PRJEB53653,SAMEA110220224,16566647427,UPPSALA UNIVERISTY,dog,public,"run.zq,bam,sra","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",2022-07-09,2022-07-09,2022-07-09,2022-07-09,ERX9466791,SAMEA110220224,UPPSALA UNIVERISTY,UPPSALA UNIVERISTY,2022-07-09T00:22:06Z,2022-07-09T00:22:06Z,public,Illumina NovaSeq 6000,,SINGLE,Hybrid Selection,GENOMIC,Canis lupus familiaris,ILLUMINA,2022-07-13T00:00:00Z,2022-07-28T12:03:00Z,1,SAMEA110220224,CMT_TUMOR_46_MERGED_Dup_BQSR.bam,ERP138464,familiaris,CMT_TUMOR_46_MERGED_Dup_BQSR.bam,DNA from mammary tumor tissue
ERR9923099,WXS,AAEX03,302,44284496612,PRJEB53653,SAMEA110220225,22012116191,UPPSALA UNIVERISTY,dog,public,"run.zq,bam,sra","ncbi,gs,s3","s3.us-east-1,gs.US,ncbi.public",2022-07-09,2022-07-09,2022-07-09,2022-07-09,ERX9466792,SAMEA110220225,UPPSALA UNIVERISTY,UPPSALA UNIVERISTY,2022-07-09T00:22:06Z,2022-07-09T00:22:06Z,public,Illumina NovaSeq 6000,,SINGLE,Hybrid Selection,GENOMIC,Canis lupus familiaris,ILLUMINA,2022-07-13T00:00:00Z,2022-07-28T12:52:00Z,1,SAMEA110220225,CMT_TUMOR_47_MERGED_Dup_BQSR.bam,ERP138464,familiaris,CMT_TUMOR_47_MERGED_Dup_BQSR.bam,DNA from mammary tumor tissue
ERR9923100,WXS,AAEX03,302,44355639054,PRJEB53653,SAMEA110220226,21543614527,UPPSALA UNIVERISTY,dog,public,"sra,bam,run.zq","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US",2022-07-09,2022-07-09,2022-07-09,2022-07-09,ERX9466793,SAMEA110220226,UPPSALA UNIVERISTY,UPPSALA UNIVERISTY,2022-07-09T00:22:06Z,2022-07-09T00:22:06Z,public,Illumina NovaSeq 6000,,SINGLE,Hybrid Selection,GENOMIC,Canis lupus familiaris,ILLUMINA,2022-07-13T00:00:00Z,2022-07-28T12:15:00Z,1,SAMEA110220226,CMT_TUMOR_48_MERGED_Dup_BQSR.bam,ERP138464,familiaris,CMT_TUMOR_48_MERGED_Dup_BQSR.bam,DNA from mammary tumor tissue
ERR9923101,WXS,AAEX03,302,29040475530,PRJEB53653,SAMEA110220184,14307453656,UPPSALA UNIVERISTY,dog,public,"run.zq,bam,sra","s3,ncbi,gs","ncbi.public,gs.US,s3.us-east-1",2022-07-09,2022-07-09,2022-07-09,2022-07-09,ERX9466794,SAMEA110220184,UPPSALA UNIVERISTY,UPPSALA UNIVERISTY,2022-07-09T00:22:06Z,2022-07-09T00:22:06Z,public,Illumina NovaSeq 6000,,SINGLE,Hybrid Selection,GENOMIC,Canis lupus familiaris,ILLUMINA,2022-07-13T00:00:00Z,2022-07-28T11:45:00Z,1,SAMEA110220184,CMT_TUMOR_5_MERGED_Dup_BQSR.bam,ERP138464,familiaris,CMT_TUMOR_5_MERGED_Dup_BQSR.bam,DNA from mammary tumor tissue
ERR9923102,WXS,AAEX03,302,30573731644,PRJEB53653,SAMEA110220227,14648069973,UPPSALA UNIVERISTY,dog,public,"run.zq,bam,sra","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",2022-07-09,2022-07-09,2022-07-09,2022-07-09,ERX9466795,SAMEA110220227,UPPSALA UNIVERISTY,UPPSALA UNIVERISTY,2022-07-09T00:22:06Z,2022-07-09T00:22:06Z,public,Illumina NovaSeq 6000,,SINGLE,Hybrid Selection,GENOMIC,Canis lupus familiaris,ILLUMINA,2022-07-13T00:00:00Z,2022-07-28T11:59:00Z,1,SAMEA110220227,CMT_TUMOR_50_MERGED_Dup_BQSR.bam,ERP138464,familiaris,CMT_TUMOR_50_MERGED_Dup_BQSR.bam,DNA from mammary tumor tissue
ERR9923103,WXS,AAEX03,302,53221664152,PRJEB53653,SAMEA110220228,25267164333,UPPSALA UNIVERISTY,dog,public,"sra,run.zq,bam","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",2022-07-09,2022-07-09,2022-07-09,2022-07-09,ERX9466796,SAMEA110220228,UPPSALA UNIVERISTY,UPPSALA UNIVERISTY,2022-07-09T00:22:06Z,2022-07-09T00:22:06Z,public,Illumina NovaSeq 6000,,SINGLE,Hybrid Selection,GENOMIC,Canis lupus familiaris,ILLUMINA,2022-07-13T00:00:00Z,2022-07-29T14:00:00Z,1,SAMEA110220228,CMT_TUMOR_51_MERGED_Dup_BQSR.bam,ERP138464,familiaris,CMT_TUMOR_51_MERGED_Dup_BQSR.bam,DNA from mammary tumor tissue
ERR9923104,WXS,AAEX03,302,10047467520,PRJEB53653,SAMEA110220229,4684473248,UPPSALA UNIVERISTY,dog,public,"sra,run.zq,bam","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",2022-07-09,2022-07-09,2022-07-09,2022-07-09,ERX9466797,SAMEA110220229,UPPSALA UNIVERISTY,UPPSALA UNIVERISTY,2022-07-09T00:22:06Z,2022-07-09T00:22:06Z,public,Illumina NovaSeq 6000,,SINGLE,Hybrid Selection,GENOMIC,Canis lupus familiaris,ILLUMINA,2022-07-13T00:00:00Z,2022-07-28T10:08:00Z,1,SAMEA110220229,CMT_TUMOR_52_MERGED_Dup_BQSR.bam,ERP138464,familiaris,CMT_TUMOR_52_MERGED_Dup_BQSR.bam,DNA from mammary tumor tissue
ERR9923105,WXS,AAEX03,302,41584272030,PRJEB53653,SAMEA110220230,19279110721,UPPSALA UNIVERISTY,dog,public,"bam,run.zq,sra","s3,gs,ncbi","s3.us-east-1,gs.US,ncbi.public",2022-07-09,2022-07-09,2022-07-09,2022-07-09,ERX9466798,SAMEA110220230,UPPSALA UNIVERISTY,UPPSALA UNIVERISTY,2022-07-09T00:22:06Z,2022-07-09T00:22:06Z,public,Illumina NovaSeq 6000,,SINGLE,Hybrid Selection,GENOMIC,Canis lupus familiaris,ILLUMINA,2022-07-13T00:00:00Z,2022-07-28T12:03:00Z,1,SAMEA110220230,CMT_TUMOR_54_MERGED_Dup_BQSR.bam,ERP138464,familiaris,CMT_TUMOR_54_MERGED_Dup_BQSR.bam,DNA from mammary tumor tissue
ERR9923106,WXS,AAEX03,302,62440443068,PRJEB53653,SAMEA110220231,30268021198,UPPSALA UNIVERISTY,dog,public,"bam,run.zq,sra","ncbi,gs,s3","gs.US,ncbi.public,s3.us-east-1",2022-07-09,2022-07-09,2022-07-09,2022-07-09,ERX9466799,SAMEA110220231,UPPSALA UNIVERISTY,UPPSALA UNIVERISTY,2022-07-09T00:22:06Z,2022-07-09T00:22:06Z,public,Illumina NovaSeq 6000,,SINGLE,Hybrid Selection,GENOMIC,Canis lupus familiaris,ILLUMINA,2022-07-13T00:00:00Z,2022-07-28T13:19:00Z,1,SAMEA110220231,CMT_TUMOR_55_MERGED_Dup_BQSR.bam,ERP138464,familiaris,CMT_TUMOR_55_MERGED_Dup_BQSR.bam,DNA from mammary tumor tissue
ERR9923107,WXS,AAEX03,302,52769300768,PRJEB53653,SAMEA110220232,25188031235,UPPSALA UNIVERISTY,dog,public,"sra,run.zq,bam","gs,ncbi,s3","s3.us-east-1,gs.US,ncbi.public",2022-07-09,2022-07-09,2022-07-09,2022-07-09,ERX9466800,SAMEA110220232,UPPSALA UNIVERISTY,UPPSALA UNIVERISTY,2022-07-09T00:22:06Z,2022-07-09T00:22:06Z,public,Illumina NovaSeq 6000,,SINGLE,Hybrid Selection,GENOMIC,Canis lupus familiaris,ILLUMINA,2022-07-13T00:00:00Z,2022-07-28T13:00:00Z,1,SAMEA110220232,CMT_TUMOR_56_MERGED_Dup_BQSR.bam,ERP138464,familiaris,CMT_TUMOR_56_MERGED_Dup_BQSR.bam,DNA from mammary tumor tissue
ERR9923108,WXS,AAEX03,302,67612781968,PRJEB53653,SAMEA110220233,31557976895,UPPSALA UNIVERISTY,dog,public,"run.zq,bam,sra","gs,ncbi,s3","s3.us-east-1,gs.US,ncbi.public",2022-07-09,2022-07-09,2022-07-09,2022-07-09,ERX9466801,SAMEA110220233,UPPSALA UNIVERISTY,UPPSALA UNIVERISTY,2022-07-09T00:22:06Z,2022-07-09T00:22:06Z,public,Illumina NovaSeq 6000,,SINGLE,Hybrid Selection,GENOMIC,Canis lupus familiaris,ILLUMINA,2022-07-13T00:00:00Z,2022-07-28T12:17:00Z,1,SAMEA110220233,CMT_TUMOR_59_MERGED_Dup_BQSR.bam,ERP138464,familiaris,CMT_TUMOR_59_MERGED_Dup_BQSR.bam,DNA from mammary tumor tissue
