Run,ArrayExpress-Phenotype,ArrayExpress-SPECIES,Assay Type,AssemblyName,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Center Name,common_name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,ENA-FIRST-PUBLIC (run),ENA-FIRST-PUBLIC,ENA-LAST-UPDATE (run),ENA-LAST-UPDATE,Experiment,External_Id,INSDC_center_alias,INSDC_center_name,INSDC_first_public,INSDC_last_update,INSDC_status,Instrument,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,PHENOTYPE,Platform,ReleaseDate,create_date,version,Sample Name,Sample_Name,SRA Study,sub_species,Subject_ID,Submitter_Id,ArrayExpress-Sex,gender
ERR5952515,Skin,<html>Canis familiaris </html>,Targeted-Capture,AAEX03,202,4605202666,PRJEB36323,SAMEA6502312,711084982,WELLCOME SANGER INSTITUTE,dog,public,"sra,cram,run.zq","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",2021-05-26,2021-05-20,2021-05-26,2021-05-20,ERX5593048,SAMEA6502312,SC,Wellcome Sanger Institute,2021-05-20T13:59:52Z,2021-05-20T13:59:52Z,public,Illumina NovaSeq 6000,DN543964S:C8,PAIRED,Hybrid Selection,GENOMIC,Canis lupus familiaris,Skin,ILLUMINA,2021-05-27T00:00:00Z,2021-06-04T21:12:00Z,1,SAMEA6502312,4993586e-3ea5-11ea-91f3-fa163e9d6485,ERP119497,familiaris,DD0170a,4993586e-3ea5-11ea-91f3-fa163e9d6485,,
ERR5952459,Skeletal muscle,<html>Canis familiaris </html>,Targeted-Capture,AAEX03,202,4331226834,PRJEB36323,SAMEA6502370,724874788,WELLCOME SANGER INSTITUTE,dog,public,"sra,run.zq,cram","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US",2021-05-26,2021-05-20,2021-10-21,2021-05-20,ERX5592992,SAMEA6502370,SC,Wellcome Sanger Institute,2021-05-20T13:59:52Z,2021-05-20T13:59:52Z,public,Illumina NovaSeq 6000,DN543964S:H3,PAIRED,Hybrid Selection,GENOMIC,Canis lupus familiaris,Skeletal muscle,ILLUMINA,2021-05-27T00:00:00Z,2021-06-05T05:02:00Z,1,SAMEA6502370,4b445f82-3ea5-11ea-91f3-fa163e9d6485,ERP119497,familiaris,DD0166d,4b445f82-3ea5-11ea-91f3-fa163e9d6485,female,female
ERR5952462,Spleen,<html>Canis familiaris </html>,Targeted-Capture,AAEX03,202,6410095088,PRJEB36323,SAMEA6502223,1054535965,WELLCOME SANGER INSTITUTE,dog,public,"run.zq,cram,sra","s3,gs,ncbi","gs.US,ncbi.public,s3.us-east-1",2021-05-26,2021-05-20,2021-05-26,2021-05-20,ERX5592995,SAMEA6502223,SC,Wellcome Sanger Institute,2021-05-20T13:59:52Z,2021-05-20T13:59:52Z,public,Illumina NovaSeq 6000,DN543964S:A4,PAIRED,Hybrid Selection,GENOMIC,Canis lupus familiaris,Spleen,ILLUMINA,2021-05-27T00:00:00Z,2021-06-05T05:05:00Z,1,SAMEA6502223,46e3d224-3ea5-11ea-91f3-fa163e9d6485,ERP119497,familiaris,DD0152c,46e3d224-3ea5-11ea-91f3-fa163e9d6485,male,male
ERR5952464,Adrenal gland,<html>Canis familiaris </html>,Targeted-Capture,AAEX03,202,4070566842,PRJEB36323,SAMEA6502279,813816407,WELLCOME SANGER INSTITUTE,dog,public,"sra,run.zq,cram","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",2021-05-26,2021-05-20,2021-10-21,2021-05-20,ERX5592997,SAMEA6502279,SC,Wellcome Sanger Institute,2021-05-20T13:59:52Z,2021-05-20T13:59:52Z,public,Illumina NovaSeq 6000,DN536750N:B4,PAIRED,Hybrid Selection,GENOMIC,Canis lupus familiaris,Adrenal gland,ILLUMINA,2021-05-27T00:00:00Z,2021-06-05T05:01:00Z,1,SAMEA6502279,487c1510-3ea5-11ea-91f3-fa163e9d6485,ERP119497,familiaris,DD0156f,487c1510-3ea5-11ea-91f3-fa163e9d6485,male,male
ERR5952461,Skin,<html>Canis familiaris </html>,Targeted-Capture,AAEX03,202,5249181494,PRJEB36323,SAMEA6502357,778322153,WELLCOME SANGER INSTITUTE,dog,public,"run.zq,cram,sra","s3,ncbi,gs","ncbi.public,gs.US,s3.us-east-1",2021-05-26,2021-05-20,2021-10-21,2021-05-20,ERX5592994,SAMEA6502357,SC,Wellcome Sanger Institute,2021-05-20T13:59:52Z,2021-05-20T13:59:52Z,public,Illumina NovaSeq 6000,DN536750N:A4,PAIRED,Hybrid Selection,GENOMIC,Canis lupus familiaris,Skin,ILLUMINA,2021-05-28T00:00:00Z,2021-06-06T09:27:00Z,1,SAMEA6502357,4ac2bb58-3ea5-11ea-91f3-fa163e9d6485,ERP119497,familiaris,DD0159c,4ac2bb58-3ea5-11ea-91f3-fa163e9d6485,female,female
ERR5952463,Kidney,<html>Canis familiaris </html>,Targeted-Capture,AAEX03,202,5639851514,PRJEB36323,SAMEA6502215,874998226,WELLCOME SANGER INSTITUTE,dog,public,"sra,cram,run.zq","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",2021-05-26,2021-05-20,2021-05-26,2021-05-20,ERX5592996,SAMEA6502215,SC,Wellcome Sanger Institute,2021-05-20T13:59:52Z,2021-05-20T13:59:52Z,public,Illumina NovaSeq 6000,DN543964S:B4,PAIRED,Hybrid Selection,GENOMIC,Canis lupus familiaris,Kidney,ILLUMINA,2021-05-28T00:00:00Z,2021-06-05T07:13:00Z,1,SAMEA6502215,46c39edc-3ea5-11ea-91f3-fa163e9d6485,ERP119497,familiaris,DD0150b,46c39edc-3ea5-11ea-91f3-fa163e9d6485,male,male
ERR5952373,Spleen,<html>Canis familiaris </html>,Targeted-Capture,AAEX03,202,4314531534,PRJEB36323,SAMEA6502193,892873624,WELLCOME SANGER INSTITUTE,dog,public,"cram,sra,run.zq","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",2021-05-26,2021-05-20,2021-10-21,2021-05-20,ERX5592906,SAMEA6502193,SC,Wellcome Sanger Institute,2021-05-20T13:59:52Z,2021-05-20T13:59:52Z,public,Illumina NovaSeq 6000,DN536960V:C1,PAIRED,Hybrid Selection,GENOMIC,Canis lupus familiaris,Spleen,ILLUMINA,2021-05-27T00:00:00Z,2021-06-04T23:58:00Z,1,SAMEA6502193,46388f72-3ea5-11ea-91f3-fa163e9d6485,ERP119497,familiaris,DD0143c,46388f72-3ea5-11ea-91f3-fa163e9d6485,female,female
ERR5952375,Skin,<html>Canis familiaris </html>,Targeted-Capture,AAEX03,202,4718679398,PRJEB36323,SAMEA6502363,845398133,WELLCOME SANGER INSTITUTE,dog,public,"run.zq,sra,cram","s3,gs,ncbi","gs.US,ncbi.public,s3.us-east-1",2021-05-26,2021-05-20,2021-10-21,2021-05-20,ERX5592908,SAMEA6502363,SC,Wellcome Sanger Institute,2021-05-20T13:59:52Z,2021-05-20T13:59:52Z,public,Illumina NovaSeq 6000,DN536960V:E1,PAIRED,Hybrid Selection,GENOMIC,Canis lupus familiaris,Skin,ILLUMINA,2021-05-27T00:00:00Z,2021-06-05T00:05:00Z,1,SAMEA6502363,4af0ca2a-3ea5-11ea-91f3-fa163e9d6485,ERP119497,familiaris,DD0161d,4af0ca2a-3ea5-11ea-91f3-fa163e9d6485,male,male
ERR5952376,Heart,<html>Canis familiaris </html>,Targeted-Capture,AAEX03,202,5245729314,PRJEB36323,SAMEA6502197,952567659,WELLCOME SANGER INSTITUTE,dog,public,"cram,run.zq,sra","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US",2021-05-26,2021-05-20,2021-10-21,2021-05-20,ERX5592909,SAMEA6502197,SC,Wellcome Sanger Institute,2021-05-20T13:59:52Z,2021-05-20T13:59:52Z,public,Illumina NovaSeq 6000,DN536960V:F1,PAIRED,Hybrid Selection,GENOMIC,Canis lupus familiaris,Heart,ILLUMINA,2021-05-27T00:00:00Z,2021-06-04T23:49:00Z,1,SAMEA6502197,461e0058-3ea5-11ea-91f3-fa163e9d6485,ERP119497,familiaris,DD0143a,461e0058-3ea5-11ea-91f3-fa163e9d6485,female,female
ERR5952379,Heart,<html>Canis familiaris </html>,Targeted-Capture,AAEX03,202,3724990292,PRJEB36323,SAMEA6502264,837240409,WELLCOME SANGER INSTITUTE,dog,public,"sra,cram,run.zq","gs,ncbi,s3","s3.us-east-1,gs.US,ncbi.public",2021-05-26,2021-05-20,2021-10-21,2021-05-20,ERX5592912,SAMEA6502264,SC,Wellcome Sanger Institute,2021-05-20T13:59:52Z,2021-05-20T13:59:52Z,public,Illumina NovaSeq 6000,DN536960V:A2,PAIRED,Hybrid Selection,GENOMIC,Canis lupus familiaris,Heart,ILLUMINA,2021-05-27T00:00:00Z,2021-06-05T00:05:00Z,1,SAMEA6502264,481dfd0e-3ea5-11ea-91f3-fa163e9d6485,ERP119497,familiaris,DD0152d,481dfd0e-3ea5-11ea-91f3-fa163e9d6485,male,male
ERR5952380,Spleen,<html>Canis familiaris </html>,Targeted-Capture,AAEX03,202,5655608928,PRJEB36323,SAMEA6502224,864618433,WELLCOME SANGER INSTITUTE,dog,public,"sra,run.zq,cram","ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public",2021-05-26,2021-05-20,2021-05-26,2021-05-20,ERX5592913,SAMEA6502224,SC,Wellcome Sanger Institute,2021-05-20T13:59:52Z,2021-05-20T13:59:52Z,public,Illumina NovaSeq 6000,DN536960V:B2,PAIRED,Hybrid Selection,GENOMIC,Canis lupus familiaris,Spleen,ILLUMINA,2021-05-27T00:00:00Z,2021-06-05T00:00:00Z,1,SAMEA6502224,46f6b84e-3ea5-11ea-91f3-fa163e9d6485,ERP119497,familiaris,DD0153c,46f6b84e-3ea5-11ea-91f3-fa163e9d6485,female,female
ERR5952381,Skin,<html>Canis familiaris </html>,Targeted-Capture,AAEX03,202,6453366720,PRJEB36323,SAMEA6502314,1019394675,WELLCOME SANGER INSTITUTE,dog,public,"cram,sra,run.zq","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US",2021-05-26,2021-05-20,2021-10-21,2021-05-20,ERX5592914,SAMEA6502314,SC,Wellcome Sanger Institute,2021-05-20T13:59:52Z,2021-05-20T13:59:52Z,public,Illumina NovaSeq 6000,DN536960V:C2,PAIRED,Hybrid Selection,GENOMIC,Canis lupus familiaris,Skin,ILLUMINA,2021-05-27T00:00:00Z,2021-06-05T00:23:00Z,1,SAMEA6502314,497dc65c-3ea5-11ea-91f3-fa163e9d6485,ERP119497,familiaris,DD0169a,497dc65c-3ea5-11ea-91f3-fa163e9d6485,male,male
ERR5952382,Skin,<html>Canis familiaris </html>,Targeted-Capture,AAEX03,202,6607035594,PRJEB36323,SAMEA6502305,922455956,WELLCOME SANGER INSTITUTE,dog,public,"cram,sra,run.zq","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",2021-05-26,2021-05-20,2021-05-26,2021-05-20,ERX5592915,SAMEA6502305,SC,Wellcome Sanger Institute,2021-05-20T13:59:52Z,2021-05-20T13:59:52Z,public,Illumina NovaSeq 6000,DN536960V:D2,PAIRED,Hybrid Selection,GENOMIC,Canis lupus familiaris,Skin,ILLUMINA,2021-05-27T00:00:00Z,2021-06-05T00:16:00Z,1,SAMEA6502305,494a1730-3ea5-11ea-91f3-fa163e9d6485,ERP119497,familiaris,DD0166a,494a1730-3ea5-11ea-91f3-fa163e9d6485,female,female
ERR5952384,Skin,<html>Canis familiaris </html>,Targeted-Capture,AAEX03,202,6560637002,PRJEB36323,SAMEA6502289,879827631,WELLCOME SANGER INSTITUTE,dog,public,"sra,cram,run.zq","s3,gs,ncbi","gs.US,ncbi.public,s3.us-east-1",2021-05-26,2021-05-20,2021-05-26,2021-05-20,ERX5592917,SAMEA6502289,SC,Wellcome Sanger Institute,2021-05-20T13:59:52Z,2021-05-20T13:59:52Z,public,Illumina NovaSeq 6000,DN536960V:F2,PAIRED,Hybrid Selection,GENOMIC,Canis lupus familiaris,Skin,ILLUMINA,2021-05-27T00:00:00Z,2021-06-05T00:32:00Z,1,SAMEA6502289,48cbc1fa-3ea5-11ea-91f3-fa163e9d6485,ERP119497,familiaris,DD0158b,48cbc1fa-3ea5-11ea-91f3-fa163e9d6485,male,male
ERR5952386,Skin,<html>Canis familiaris </html>,Targeted-Capture,AAEX03,202,4838588416,PRJEB36323,SAMEA6502375,818612340,WELLCOME SANGER INSTITUTE,dog,public,"run.zq,cram,sra","s3,gs,ncbi","gs.US,ncbi.public,s3.us-east-1",2021-05-26,2021-05-20,2021-05-26,2021-05-20,ERX5592919,SAMEA6502375,SC,Wellcome Sanger Institute,2021-05-20T13:59:52Z,2021-05-20T13:59:52Z,public,Illumina NovaSeq 6000,DN536960V:H2,PAIRED,Hybrid Selection,GENOMIC,Canis lupus familiaris,Skin,ILLUMINA,2021-05-27T00:00:00Z,2021-06-04T23:50:00Z,1,SAMEA6502375,4b84ef70-3ea5-11ea-91f3-fa163e9d6485,ERP119497,familiaris,DD0171c,4b84ef70-3ea5-11ea-91f3-fa163e9d6485,male,male
ERR5952389,Skin,<html>Canis familiaris </html>,Targeted-Capture,AAEX03,202,6347463574,PRJEB36323,SAMEA6502316,886183825,WELLCOME SANGER INSTITUTE,dog,public,"run.zq,cram,sra","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.US",2021-05-26,2021-05-20,2021-05-26,2021-05-20,ERX5592922,SAMEA6502316,SC,Wellcome Sanger Institute,2021-05-20T13:59:52Z,2021-05-20T13:59:52Z,public,Illumina NovaSeq 6000,DN536960V:C3,PAIRED,Hybrid Selection,GENOMIC,Canis lupus familiaris,Skin,ILLUMINA,2021-05-27T00:00:00Z,2021-06-05T00:30:00Z,1,SAMEA6502316,49b4f0e6-3ea5-11ea-91f3-fa163e9d6485,ERP119497,familiaris,DD0172a,49b4f0e6-3ea5-11ea-91f3-fa163e9d6485,male,male
ERR5952391,Spleen,<html>Canis familiaris </html>,Targeted-Capture,AAEX03,202,5626999668,PRJEB36323,SAMEA6502200,804701630,WELLCOME SANGER INSTITUTE,dog,public,"sra,run.zq,cram","s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",2021-05-26,2021-05-20,2021-10-21,2021-05-20,ERX5592924,SAMEA6502200,SC,Wellcome Sanger Institute,2021-05-20T13:59:52Z,2021-05-20T13:59:52Z,public,Illumina NovaSeq 6000,DN536960V:E3,PAIRED,Hybrid Selection,GENOMIC,Canis lupus familiaris,Spleen,ILLUMINA,2021-05-27T00:00:00Z,2021-06-04T23:55:00Z,1,SAMEA6502200,465ea946-3ea5-11ea-91f3-fa163e9d6485,ERP119497,familiaris,DD0145c,465ea946-3ea5-11ea-91f3-fa163e9d6485,female,female
ERR5952393,Heart,<html>Canis familiaris </html>,Targeted-Capture,AAEX03,202,3872858332,PRJEB36323,SAMEA6502248,716711734,WELLCOME SANGER INSTITUTE,dog,public,"cram,run.zq,sra","gs,s3,ncbi","s3.us-east-1,gs.US,ncbi.public",2021-05-26,2021-05-20,2021-10-21,2021-05-20,ERX5592926,SAMEA6502248,SC,Wellcome Sanger Institute,2021-05-20T13:59:52Z,2021-05-20T13:59:52Z,public,Illumina NovaSeq 6000,DN536960V:G3,PAIRED,Hybrid Selection,GENOMIC,Canis lupus familiaris,Heart,ILLUMINA,2021-05-27T00:00:00Z,2021-06-05T00:25:00Z,1,SAMEA6502248,479d7814-3ea5-11ea-91f3-fa163e9d6485,ERP119497,familiaris,DD0146d,479d7814-3ea5-11ea-91f3-fa163e9d6485,female,female
ERR5952395,Skin,<html>Canis familiaris </html>,Targeted-Capture,AAEX03,202,4369167282,PRJEB36323,SAMEA6502331,732486385,WELLCOME SANGER INSTITUTE,dog,public,"cram,run.zq,sra","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US",2021-05-26,2021-05-20,2021-10-21,2021-05-20,ERX5592928,SAMEA6502331,SC,Wellcome Sanger Institute,2021-05-20T13:59:52Z,2021-05-20T13:59:52Z,public,Illumina NovaSeq 6000,DN536960V:A4,PAIRED,Hybrid Selection,GENOMIC,Canis lupus familiaris,Skin,ILLUMINA,2021-05-27T00:00:00Z,2021-06-04T23:52:00Z,1,SAMEA6502331,4b226e54-3ea5-11ea-91f3-fa163e9d6485,ERP119497,familiaris,DD0164d,4b226e54-3ea5-11ea-91f3-fa163e9d6485,female,female
ERR5952400,Pancreas,<html>Canis familiaris </html>,Targeted-Capture,AAEX03,202,4874243840,PRJEB36323,SAMEA6502229,765430576,WELLCOME SANGER INSTITUTE,dog,public,"run.zq,sra,cram","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",2021-05-26,2021-05-20,2021-05-26,2021-05-20,ERX5592933,SAMEA6502229,SC,Wellcome Sanger Institute,2021-05-20T13:59:52Z,2021-05-20T13:59:52Z,public,Illumina NovaSeq 6000,DN536960V:F4,PAIRED,Hybrid Selection,GENOMIC,Canis lupus familiaris,Pancreas,ILLUMINA,2021-05-27T00:00:00Z,2021-06-04T23:52:00Z,1,SAMEA6502229,4712f658-3ea5-11ea-91f3-fa163e9d6485,ERP119497,familiaris,DD0154b,4712f658-3ea5-11ea-91f3-fa163e9d6485,male,male
ERR5952402,Skin,<html>Canis familiaris </html>,Targeted-Capture,AAEX03,202,9653642620,PRJEB36323,SAMEA6502301,1405023189,WELLCOME SANGER INSTITUTE,dog,public,"cram,run.zq,sra","gs,s3,ncbi","gs.US,ncbi.public,s3.us-east-1",2021-05-26,2021-05-20,2021-05-26,2021-05-20,ERX5592935,SAMEA6502301,SC,Wellcome Sanger Institute,2021-05-20T13:59:52Z,2021-05-20T13:59:52Z,public,Illumina NovaSeq 6000,DN536960V:H4,PAIRED,Hybrid Selection,GENOMIC,Canis lupus familiaris,Skin,ILLUMINA,2021-05-27T00:00:00Z,2021-06-05T00:20:00Z,1,SAMEA6502301,492e8420-3ea5-11ea-91f3-fa163e9d6485,ERP119497,familiaris,DD0164a,492e8420-3ea5-11ea-91f3-fa163e9d6485,female,female
ERR5952404,Heart,<html>Canis familiaris </html>,Targeted-Capture,AAEX03,202,6060612262,PRJEB36323,SAMEA6502260,1001672844,WELLCOME SANGER INSTITUTE,dog,public,"cram,sra,run.zq","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US",2021-05-26,2021-05-20,2021-05-26,2021-05-20,ERX5592937,SAMEA6502260,SC,Wellcome Sanger Institute,2021-05-20T13:59:52Z,2021-05-20T13:59:52Z,public,Illumina NovaSeq 6000,DN536960V:B5,PAIRED,Hybrid Selection,GENOMIC,Canis lupus familiaris,Heart,ILLUMINA,2021-05-27T00:00:00Z,2021-06-05T00:20:00Z,1,SAMEA6502260,4809622c-3ea5-11ea-91f3-fa163e9d6485,ERP119497,familiaris,DD0151d,4809622c-3ea5-11ea-91f3-fa163e9d6485,male,male
ERR5952406,Skin,<html>Canis familiaris </html>,Targeted-Capture,AAEX03,202,4690876320,PRJEB36323,SAMEA6502376,1030415678,WELLCOME SANGER INSTITUTE,dog,public,"sra,run.zq,cram","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US",2021-05-26,2021-05-20,2021-10-21,2021-05-20,ERX5592939,SAMEA6502376,SC,Wellcome Sanger Institute,2021-05-20T13:59:52Z,2021-05-20T13:59:52Z,public,Illumina NovaSeq 6000,DN536960V:D5,PAIRED,Hybrid Selection,GENOMIC,Canis lupus familiaris,Skin,ILLUMINA,2021-05-27T00:00:00Z,2021-06-05T00:20:00Z,1,SAMEA6502376,4b8bfe8c-3ea5-11ea-91f3-fa163e9d6485,ERP119497,familiaris,DD0171d,4b8bfe8c-3ea5-11ea-91f3-fa163e9d6485,male,male
ERR5952407,Skin,<html>Canis familiaris </html>,Targeted-Capture,AAEX03,202,9304709840,PRJEB36323,SAMEA6502303,1263869747,WELLCOME SANGER INSTITUTE,dog,public,"run.zq,cram,sra","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US",2021-05-26,2021-05-20,2021-05-26,2021-05-20,ERX5592940,SAMEA6502303,SC,Wellcome Sanger Institute,2021-05-20T13:59:52Z,2021-05-20T13:59:52Z,public,Illumina NovaSeq 6000,DN536960V:E5,PAIRED,Hybrid Selection,GENOMIC,Canis lupus familiaris,Skin,ILLUMINA,2021-05-27T00:00:00Z,2021-06-05T00:27:00Z,1,SAMEA6502303,493c2792-3ea5-11ea-91f3-fa163e9d6485,ERP119497,familiaris,DD0165a,493c2792-3ea5-11ea-91f3-fa163e9d6485,,
ERR5952408,Skin,<html>Canis familiaris </html>,Targeted-Capture,AAEX03,202,5892772684,PRJEB36323,SAMEA6502369,1025957373,WELLCOME SANGER INSTITUTE,dog,public,"sra,cram,run.zq","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",2021-05-26,2021-05-20,2021-05-26,2021-05-20,ERX5592941,SAMEA6502369,SC,Wellcome Sanger Institute,2021-05-20T13:59:52Z,2021-05-20T13:59:52Z,public,Illumina NovaSeq 6000,DN536960V:F5,PAIRED,Hybrid Selection,GENOMIC,Canis lupus familiaris,Skin,ILLUMINA,2021-05-27T00:00:00Z,2021-06-04T23:50:00Z,1,SAMEA6502369,4b699f36-3ea5-11ea-91f3-fa163e9d6485,ERP119497,familiaris,DD0169c,4b699f36-3ea5-11ea-91f3-fa163e9d6485,male,male
ERR5952413,Spleen,<html>Canis familiaris </html>,Targeted-Capture,AAEX03,202,3291918654,PRJEB36323,SAMEA6502239,850323414,WELLCOME SANGER INSTITUTE,dog,public,"run.zq,cram,sra","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",2021-05-26,2021-05-20,2021-10-21,2021-05-20,ERX5592946,SAMEA6502239,SC,Wellcome Sanger Institute,2021-05-20T13:59:52Z,2021-05-20T13:59:52Z,public,Illumina NovaSeq 6000,DN536960V:C6,PAIRED,Hybrid Selection,GENOMIC,Canis lupus familiaris,Spleen,ILLUMINA,2021-05-27T00:00:00Z,2021-06-05T00:29:00Z,1,SAMEA6502239,4757bb80-3ea5-11ea-91f3-fa163e9d6485,ERP119497,familiaris,DD0143e,4757bb80-3ea5-11ea-91f3-fa163e9d6485,female,female
ERR5952415,Spleen,<html>Canis familiaris </html>,Targeted-Capture,AAEX03,202,4713641720,PRJEB36323,SAMEA6502242,937424665,WELLCOME SANGER INSTITUTE,dog,public,"sra,run.zq,cram","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.US",2021-05-26,2021-05-20,2021-10-21,2021-05-20,ERX5592948,SAMEA6502242,SC,Wellcome Sanger Institute,2021-05-20T13:59:52Z,2021-05-20T13:59:52Z,public,Illumina NovaSeq 6000,DN536960V:E6,PAIRED,Hybrid Selection,GENOMIC,Canis lupus familiaris,Spleen,ILLUMINA,2021-05-27T00:00:00Z,2021-06-05T00:00:00Z,1,SAMEA6502242,476b1518-3ea5-11ea-91f3-fa163e9d6485,ERP119497,familiaris,DD0144e,476b1518-3ea5-11ea-91f3-fa163e9d6485,female,female
ERR5952418,Spleen,<html>Canis familiaris </html>,Targeted-Capture,AAEX03,202,5341996050,PRJEB36323,SAMEA6502257,914571285,WELLCOME SANGER INSTITUTE,dog,public,"sra,run.zq,cram","ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public",2021-05-26,2021-05-20,2021-05-26,2021-05-20,ERX5592951,SAMEA6502257,SC,Wellcome Sanger Institute,2021-05-20T13:59:52Z,2021-05-20T13:59:52Z,public,Illumina NovaSeq 6000,DN536960V:H6,PAIRED,Hybrid Selection,GENOMIC,Canis lupus familiaris,Spleen,ILLUMINA,2021-05-27T00:00:00Z,2021-06-05T00:31:00Z,1,SAMEA6502257,47e45d2e-3ea5-11ea-91f3-fa163e9d6485,ERP119497,familiaris,DD0149e,47e45d2e-3ea5-11ea-91f3-fa163e9d6485,female,female
ERR5952419,Skin,<html>Canis familiaris </html>,Targeted-Capture,AAEX03,202,6301003776,PRJEB36323,SAMEA6502373,1031195543,WELLCOME SANGER INSTITUTE,dog,public,"run.zq,sra,cram","s3,ncbi,gs","ncbi.public,gs.US,s3.us-east-1",2021-05-26,2021-05-20,2021-10-21,2021-05-20,ERX5592952,SAMEA6502373,SC,Wellcome Sanger Institute,2021-05-20T13:59:52Z,2021-05-20T13:59:52Z,public,Illumina NovaSeq 6000,DN536750N:A1,PAIRED,Hybrid Selection,GENOMIC,Canis lupus familiaris,Skin,ILLUMINA,2021-05-27T00:00:00Z,2021-06-05T00:35:00Z,1,SAMEA6502373,4b7712f6-3ea5-11ea-91f3-fa163e9d6485,ERP119497,familiaris,DD0170c,4b7712f6-3ea5-11ea-91f3-fa163e9d6485,,
ERR5952421,Spleen,<html>Canis familiaris </html>,Targeted-Capture,AAEX03,202,4492036610,PRJEB36323,SAMEA6502263,800470903,WELLCOME SANGER INSTITUTE,dog,public,"cram,run.zq,sra","gs,s3,ncbi","s3.us-east-1,gs.US,ncbi.public",2021-05-26,2021-05-20,2021-05-26,2021-05-20,ERX5592954,SAMEA6502263,SC,Wellcome Sanger Institute,2021-05-20T13:59:52Z,2021-05-20T13:59:52Z,public,Illumina NovaSeq 6000,DN536750N:B1,PAIRED,Hybrid Selection,GENOMIC,Canis lupus familiaris,Spleen,ILLUMINA,2021-05-27T00:00:00Z,2021-06-05T00:14:00Z,1,SAMEA6502263,47f9ddde-3ea5-11ea-91f3-fa163e9d6485,ERP119497,familiaris,DD0150e,47f9ddde-3ea5-11ea-91f3-fa163e9d6485,male,male
ERR5952424,Heart,<html>Canis familiaris </html>,Targeted-Capture,AAEX03,202,6104368290,PRJEB36323,SAMEA6502280,1175488978,WELLCOME SANGER INSTITUTE,dog,public,"sra,cram,run.zq","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US",2021-05-26,2021-05-20,2021-05-26,2021-05-20,ERX5592957,SAMEA6502280,SC,Wellcome Sanger Institute,2021-05-20T13:59:52Z,2021-05-20T13:59:52Z,public,Illumina NovaSeq 6000,DN536750N:E1,PAIRED,Hybrid Selection,GENOMIC,Canis lupus familiaris,Heart,ILLUMINA,2021-05-27T00:00:00Z,2021-06-05T00:11:00Z,1,SAMEA6502280,488250ba-3ea5-11ea-91f3-fa163e9d6485,ERP119497,familiaris,DD0157d,488250ba-3ea5-11ea-91f3-fa163e9d6485,male,male
ERR5952425,Parathyroid,<html>Canis familiaris </html>,Targeted-Capture,AAEX03,202,6309326984,PRJEB36323,SAMEA6502294,1013710174,WELLCOME SANGER INSTITUTE,dog,public,"sra,run.zq,cram","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",2021-05-26,2021-05-20,2021-05-26,2021-05-20,ERX5592958,SAMEA6502294,SC,Wellcome Sanger Institute,2021-05-20T13:59:52Z,2021-05-20T13:59:52Z,public,Illumina NovaSeq 6000,DN543964S:E1,PAIRED,Hybrid Selection,GENOMIC,Canis lupus familiaris,Parathyroid,ILLUMINA,2021-05-27T00:00:00Z,2021-06-04T23:54:00Z,1,SAMEA6502294,48f82934-3ea5-11ea-91f3-fa163e9d6485,ERP119497,familiaris,DD0160b,48f82934-3ea5-11ea-91f3-fa163e9d6485,male,male
