"Run_ID","BioProject","Sample_ID","Case_ID","Breed","Age","Platform","ReleaseDate","Organization","Sex","Tissue","Tumor_type","Status","Symbol","Sample_status","Disease_stage","Survival_status","Tumor_grade"
"SRR17139224","PRJNA786469","SAMN23673728","B00E02Q-R","Labrador Retriever",NA,"ILLUMINA","2021-12-06T00:00:00Z","CNRS - University Rennes","male","blood","Oral Melanoma","Normal",NA,NA,"",NA,NA
"SRR17139223","PRJNA786469","SAMN23673729","B00E02Q-R","Labrador Retriever",NA,"ILLUMINA","2021-12-06T00:00:00Z","CNRS - University Rennes","male","oral cavity","Oral Melanoma","Tumor",NA,NA,"",NA,NA
"SRR17139222","PRJNA786469","SAMN23673730","B00E02S-T","Labrador Retriever",9,"ILLUMINA","2021-12-06T00:00:00Z","CNRS - University Rennes","male","blood","Oral Melanoma","Normal",NA,NA,"",NA,NA
"SRR17139220","PRJNA786469","SAMN23673731","B00E02S-T","Labrador Retriever",9,"ILLUMINA","2021-12-06T00:00:00Z","CNRS - University Rennes","male","oral cavity","Oral Melanoma","Tumor",NA,NA,"",NA,NA
"SRR17139219","PRJNA786469","SAMN23673732","B00E02U-V","Labrador Retriever",7,"ILLUMINA","2021-12-06T00:00:00Z","CNRS - University Rennes","male","blood","Oral Melanoma","Normal",NA,NA,"",NA,NA
"SRR17139218","PRJNA786469","SAMN23673733","B00E02U-V","Labrador Retriever",7,"ILLUMINA","2021-12-06T00:00:00Z","CNRS - University Rennes","male","missing","Oral Melanoma","Tumor",NA,NA,"",NA,NA
"SRR17139217","PRJNA786469","SAMN23673734","B00E02W-X","Labrador Retriever",16,"ILLUMINA","2021-12-06T00:00:00Z","CNRS - University Rennes","male","blood","Oral Melanoma","Normal",NA,NA,"",NA,NA
"SRR17139216","PRJNA786469","SAMN23673735","B00E02W-X","Labrador Retriever",16,"ILLUMINA","2021-12-06T00:00:00Z","CNRS - University Rennes","male","oral cavity","Oral Melanoma","Tumor",NA,NA,"",NA,NA
"SRR17139215","PRJNA786469","SAMN23673736","B00E02Y-Z","Labrador Retriever",NA,"ILLUMINA","2021-12-06T00:00:00Z","CNRS - University Rennes","Missing","blood","Oral Melanoma","Normal",NA,NA,"",NA,NA
"SRR17139214","PRJNA786469","SAMN23673737","B00E02Y-Z","Labrador Retriever",NA,"ILLUMINA","2021-12-06T00:00:00Z","CNRS - University Rennes","Missing","oral cavity","Oral Melanoma","Tumor",NA,NA,"",NA,NA
"SRR17139213","PRJNA786469","SAMN23673738","B00E030-1","Labrador Retriever",7,"ILLUMINA","2021-12-06T00:00:00Z","CNRS - University Rennes","female","blood","Oral Melanoma","Normal",NA,NA,"",NA,NA
"SRR17139212","PRJNA786469","SAMN23673739","B00E030-1","Labrador Retriever",7,"ILLUMINA","2021-12-06T00:00:00Z","CNRS - University Rennes","female","missing","Oral Melanoma","Tumor",NA,NA,"",NA,NA
"SRR17139211","PRJNA786469","SAMN23673740","B00E032-3","Labrador Retriever",13,"ILLUMINA","2021-12-06T00:00:00Z","CNRS - University Rennes","male","blood","Oral Melanoma","Normal",NA,NA,"",NA,NA
"SRR17139209","PRJNA786469","SAMN23673741","B00E032-3","Labrador Retriever",13,"ILLUMINA","2021-12-06T00:00:00Z","CNRS - University Rennes","male","oral cavity","Oral Melanoma","Tumor",NA,NA,"",NA,NA
"SRR17139208","PRJNA786469","SAMN23673742","CCB010032","Golden Retriever",8,"ILLUMINA","2021-12-06T00:00:00Z","CNRS - University Rennes","female","oral cavity","Oral Melanoma","Tumor",NA,NA,"",NA,NA
"SRR17139207","PRJNA786469","SAMN23673743","CCB010032","Golden Retriever",8,"ILLUMINA","2021-12-06T00:00:00Z","CNRS - University Rennes","female","oral cavity","Oral Melanoma","Normal",NA,NA,"",NA,NA
"SRR17139206","PRJNA786469","SAMN23673744","CCB010284","Golden Retriever",12,"ILLUMINA","2021-12-06T00:00:00Z","CNRS - University Rennes","male","oral cavity","Oral Melanoma","Tumor",NA,NA,"",NA,NA
"SRR17139205","PRJNA786469","SAMN23673745","CCB010284","Golden Retriever",12,"ILLUMINA","2021-12-06T00:00:00Z","CNRS - University Rennes","male","oral cavity","Oral Melanoma","Normal",NA,NA,"",NA,NA
"SRR17139204","PRJNA786469","SAMN23673746","CCB030002","Poodle",8,"ILLUMINA","2021-12-06T00:00:00Z","CNRS - University Rennes","male","oral cavity","Oral Melanoma","Tumor",NA,NA,"",NA,NA
"SRR17139203","PRJNA786469","SAMN23673747","CCB030002","Poodle",8,"ILLUMINA","2021-12-06T00:00:00Z","CNRS - University Rennes","male","oral cavity","Oral Melanoma","Normal",NA,NA,"",NA,NA
"SRR17139202","PRJNA786469","SAMN23673748","CCB030038","Labrador Retriever",9,"ILLUMINA","2021-12-06T00:00:00Z","CNRS - University Rennes","male","oral cavity","Oral Melanoma","Tumor",NA,NA,"",NA,NA
"SRR17139201","PRJNA786469","SAMN23673749","CCB030038","Labrador Retriever",9,"ILLUMINA","2021-12-06T00:00:00Z","CNRS - University Rennes","male","oral cavity","Oral Melanoma","Normal",NA,NA,"",NA,NA
"SRR17139200","PRJNA786469","SAMN23673750","CCB030039","Labrador Retriever",15,"ILLUMINA","2021-12-06T00:00:00Z","CNRS - University Rennes","female","oral cavity","Oral Melanoma","Tumor",NA,NA,"",NA,NA
"SRR17139341","PRJNA786469","SAMN23673751","CCB030039","Labrador Retriever",15,"ILLUMINA","2021-12-06T00:00:00Z","CNRS - University Rennes","female","oral cavity","Oral Melanoma","Normal",NA,NA,"",NA,NA
"SRR17139340","PRJNA786469","SAMN23673752","CCB030044","Golden Retriever",11,"ILLUMINA","2021-12-06T00:00:00Z","CNRS - University Rennes","male","oral cavity","Oral Melanoma","Tumor",NA,NA,"",NA,NA
"SRR17139339","PRJNA786469","SAMN23673753","CCB030044","Golden Retriever",11,"ILLUMINA","2021-12-06T00:00:00Z","CNRS - University Rennes","male","oral cavity","Oral Melanoma","Normal",NA,NA,"",NA,NA
"SRR17139338","PRJNA786469","SAMN23673754","CCB030075","Golden Retriever",9,"ILLUMINA","2021-12-06T00:00:00Z","CNRS - University Rennes","male","oral cavity","Oral Melanoma","Tumor",NA,NA,"",NA,NA
"SRR17139337","PRJNA786469","SAMN23673755","CCB030075","Golden Retriever",9,"ILLUMINA","2021-12-06T00:00:00Z","CNRS - University Rennes","male","oral cavity","Oral Melanoma","Normal",NA,NA,"",NA,NA
"SRR17139336","PRJNA786469","SAMN23673756","CCB030097","Labrador Retriever",14,"ILLUMINA","2021-12-06T00:00:00Z","CNRS - University Rennes","female","oral cavity","Oral Melanoma","Tumor",NA,NA,"",NA,NA
"SRR17139335","PRJNA786469","SAMN23673757","CCB030097","Labrador Retriever",14,"ILLUMINA","2021-12-06T00:00:00Z","CNRS - University Rennes","female","oral cavity","Oral Melanoma","Normal",NA,NA,"",NA,NA
"SRR17139334","PRJNA786469","SAMN23673758","CCB030120","Golden Retriever",13,"ILLUMINA","2021-12-06T00:00:00Z","CNRS - University Rennes","male","oral cavity","Oral Melanoma","Tumor",NA,NA,"",NA,NA
"SRR17139333","PRJNA786469","SAMN23673759","CCB030120","Golden Retriever",13,"ILLUMINA","2021-12-06T00:00:00Z","CNRS - University Rennes","male","oral cavity","Oral Melanoma","Normal",NA,NA,"",NA,NA
"SRR17139332","PRJNA786469","SAMN23673760","CCB030165","Golden Retriever",7,"ILLUMINA","2021-12-06T00:00:00Z","CNRS - University Rennes","female","oral cavity","Oral Melanoma","Tumor",NA,NA,"",NA,NA
"SRR17139330","PRJNA786469","SAMN23673761","CCB030165","Golden Retriever",7,"ILLUMINA","2021-12-06T00:00:00Z","CNRS - University Rennes","female","oral cavity","Oral Melanoma","Normal",NA,NA,"",NA,NA
"SRR17139329","PRJNA786469","SAMN23673762","CCB030183","Labrador Retriever",12,"ILLUMINA","2021-12-06T00:00:00Z","CNRS - University Rennes","female","skin (excl ocular)","Oral Melanoma","Tumor",NA,NA,"malignant",NA,NA
"SRR17139328","PRJNA786469","SAMN23673763","CCB030183","Labrador Retriever",12,"ILLUMINA","2021-12-06T00:00:00Z","CNRS - University Rennes","female","skin (excl ocular)","Oral Melanoma","Normal",NA,NA,"",NA,NA
"SRR17139327","PRJNA786469","SAMN23673764","CCB030201","Golden Retriever",13,"ILLUMINA","2021-12-06T00:00:00Z","CNRS - University Rennes","male","oral cavity","Oral Melanoma","Tumor",NA,NA,"",NA,NA
"SRR17139326","PRJNA786469","SAMN23673765","CCB030201","Golden Retriever",13,"ILLUMINA","2021-12-06T00:00:00Z","CNRS - University Rennes","male","oral cavity","Oral Melanoma","Normal",NA,NA,"",NA,NA
"SRR17139325","PRJNA786469","SAMN23673766","CCB030227","Golden Retriever",13,"ILLUMINA","2021-12-06T00:00:00Z","CNRS - University Rennes","male","oral cavity","Oral Melanoma","Tumor",NA,NA,"",NA,NA
"SRR17139324","PRJNA786469","SAMN23673767","CCB030227","Golden Retriever",13,"ILLUMINA","2021-12-06T00:00:00Z","CNRS - University Rennes","male","oral cavity","Oral Melanoma","Normal",NA,NA,"",NA,NA
"SRR17139323","PRJNA786469","SAMN23673768","CCB030232","Golden Retriever",14,"ILLUMINA","2021-12-06T00:00:00Z","CNRS - University Rennes","male","skin (excl ocular)","Oral Melanoma","Tumor",NA,NA,"malignant",NA,NA
"SRR17139322","PRJNA786469","SAMN23673769","CCB030232","Golden Retriever",14,"ILLUMINA","2021-12-06T00:00:00Z","CNRS - University Rennes","male","skin (excl ocular)","Oral Melanoma","Normal",NA,NA,"",NA,NA
"SRR17139321","PRJNA786469","SAMN23673770","CCB030269","Labrador Retriever",8,"ILLUMINA","2021-12-06T00:00:00Z","CNRS - University Rennes","male","skin (excl ocular)","Oral Melanoma","Tumor",NA,NA,"malignant",NA,NA
"SRR17139319","PRJNA786469","SAMN23673771","CCB030269","Labrador Retriever",8,"ILLUMINA","2021-12-06T00:00:00Z","CNRS - University Rennes","male","skin (excl ocular)","Oral Melanoma","Normal",NA,NA,"",NA,NA
"SRR17139318","PRJNA786469","SAMN23673772","CCB030273","Golden Retriever",10,"ILLUMINA","2021-12-06T00:00:00Z","CNRS - University Rennes","male","oral cavity","Oral Melanoma","Tumor",NA,NA,"",NA,NA
"SRR17139317","PRJNA786469","SAMN23673773","CCB030273","Golden Retriever",10,"ILLUMINA","2021-12-06T00:00:00Z","CNRS - University Rennes","male","oral cavity","Oral Melanoma","Normal",NA,NA,"",NA,NA
"SRR17139316","PRJNA786469","SAMN23673774","CCB030342","Golden Retriever",13,"ILLUMINA","2021-12-06T00:00:00Z","CNRS - University Rennes","male","oral cavity","Oral Melanoma","Tumor",NA,NA,"",NA,NA
"SRR17139315","PRJNA786469","SAMN23673775","CCB030342","Golden Retriever",13,"ILLUMINA","2021-12-06T00:00:00Z","CNRS - University Rennes","male","oral cavity","Oral Melanoma","Normal",NA,NA,"",NA,NA
"SRR17139314","PRJNA786469","SAMN23673776","CCB040334","Labrador Retriever",13,"ILLUMINA","2021-12-06T00:00:00Z","CNRS - University Rennes","male","skin (excl ocular)","Oral Melanoma","Tumor",NA,NA,"malignant",NA,NA
"SRR17139313","PRJNA786469","SAMN23673777","CCB040334","Labrador Retriever",13,"ILLUMINA","2021-12-06T00:00:00Z","CNRS - University Rennes","male","skin (excl ocular)","Oral Melanoma","Normal",NA,NA,"",NA,NA
"SRR17139312","PRJNA786469","SAMN23673778","CCB050007","Golden Retriever",12,"ILLUMINA","2021-12-06T00:00:00Z","CNRS - University Rennes","female","oral cavity","Oral Melanoma","Tumor",NA,NA,"",NA,NA
"SRR17139311","PRJNA786469","SAMN23673779","CCB050007","Golden Retriever",12,"ILLUMINA","2021-12-06T00:00:00Z","CNRS - University Rennes","female","oral cavity","Oral Melanoma","Normal",NA,NA,"",NA,NA
"SRR17139310","PRJNA786469","SAMN23673780","CCB050023","Labrador Retriever",12,"ILLUMINA","2021-12-06T00:00:00Z","CNRS - University Rennes","male","oral cavity","Oral Melanoma","Tumor",NA,NA,"",NA,NA
"SRR17139308","PRJNA786469","SAMN23673781","CCB050023","Labrador Retriever",12,"ILLUMINA","2021-12-06T00:00:00Z","CNRS - University Rennes","male","oral cavity","Oral Melanoma","Normal",NA,NA,"",NA,NA
"SRR17139307","PRJNA786469","SAMN23673782","CCB050031","Labrador Retriever",12,"ILLUMINA","2021-12-06T00:00:00Z","CNRS - University Rennes","male","oral cavity","Oral Melanoma","Tumor",NA,NA,"",NA,NA
"SRR17139306","PRJNA786469","SAMN23673783","CCB050031","Labrador Retriever",12,"ILLUMINA","2021-12-06T00:00:00Z","CNRS - University Rennes","male","oral cavity","Oral Melanoma","Normal",NA,NA,"",NA,NA
"SRR17139305","PRJNA786469","SAMN23673784","CCB050042","Labrador Retriever",8,"ILLUMINA","2021-12-06T00:00:00Z","CNRS - University Rennes","male","oral cavity","Oral Melanoma","Tumor",NA,NA,"",NA,NA
"SRR17139304","PRJNA786469","SAMN23673785","CCB050042","Labrador Retriever",8,"ILLUMINA","2021-12-06T00:00:00Z","CNRS - University Rennes","male","oral cavity","Oral Melanoma","Normal",NA,NA,"",NA,NA
"SRR17139303","PRJNA786469","SAMN23673786","CCB050061","Golden Retriever",10,"ILLUMINA","2021-12-06T00:00:00Z","CNRS - University Rennes","male","oral cavity","Oral Melanoma","Tumor",NA,NA,"",NA,NA
"SRR17139302","PRJNA786469","SAMN23673787","CCB050061","Golden Retriever",10,"ILLUMINA","2021-12-06T00:00:00Z","CNRS - University Rennes","male","oral cavity","Oral Melanoma","Normal",NA,NA,"",NA,NA
"SRR17139301","PRJNA786469","SAMN23673788","CCB050096","Labrador Retriever",8,"ILLUMINA","2021-12-06T00:00:00Z","CNRS - University Rennes","male","oral cavity","Oral Melanoma","Tumor",NA,NA,"",NA,NA
"SRR17139300","PRJNA786469","SAMN23673789","CCB050096","Labrador Retriever",8,"ILLUMINA","2021-12-06T00:00:00Z","CNRS - University Rennes","male","oral cavity","Oral Melanoma","Normal",NA,NA,"",NA,NA
"SRR17139299","PRJNA786469","SAMN23673790","CCB050228","Labrador Retriever",10,"ILLUMINA","2021-12-06T00:00:00Z","CNRS - University Rennes","male","oral cavity","Oral Melanoma","Tumor",NA,NA,"",NA,NA
"SRR17139297","PRJNA786469","SAMN23673791","CCB050228","Labrador Retriever",10,"ILLUMINA","2021-12-06T00:00:00Z","CNRS - University Rennes","male","oral cavity","Oral Melanoma","Normal",NA,NA,"",NA,NA
"SRR17139296","PRJNA786469","SAMN23673792","CCB050351","Golden Retriever",10,"ILLUMINA","2021-12-06T00:00:00Z","CNRS - University Rennes","female","oral cavity","Oral Melanoma","Tumor",NA,NA,"",NA,NA
"SRR17139295","PRJNA786469","SAMN23673793","CCB050351","Golden Retriever",10,"ILLUMINA","2021-12-06T00:00:00Z","CNRS - University Rennes","female","oral cavity","Oral Melanoma","Normal",NA,NA,"",NA,NA
"SRR17139294","PRJNA786469","SAMN23673794","CCB070213","Poodle",12,"ILLUMINA","2021-12-06T00:00:00Z","CNRS - University Rennes","female","oral cavity","Oral Melanoma","Tumor",NA,NA,"",NA,NA
"SRR17139293","PRJNA786469","SAMN23673795","CCB070213","Poodle",12,"ILLUMINA","2021-12-06T00:00:00Z","CNRS - University Rennes","female","oral cavity","Oral Melanoma","Normal",NA,NA,"",NA,NA
"SRR15464832","PRJNA752630","SAMN20802080","10RIN_dlbcl","Mixed",11,"ILLUMINA","2022-08-22T00:00:00Z","University of Padua","female","Lymph node","Diffuse large B-cell Lymphoma","Tumor",NA,NA,NA,NA,NA
"SRR15464833","PRJNA752630","SAMN20802079","9DAN_dlbcl","Amstaff",7,"ILLUMINA","2022-08-22T00:00:00Z","University of Padua","female","Lymph node","Diffuse large B-cell Lymphoma","Tumor",NA,NA,NA,NA,NA
"SRR15464834","PRJNA752630","SAMN20802078","8SCA_dlbcl","Viszla",5,"ILLUMINA","2022-08-22T00:00:00Z","University of Padua","male","Lymph node","Diffuse large B-cell Lymphoma","Tumor",NA,NA,NA,NA,NA
"SRR15464835","PRJNA752630","SAMN20802077","7POL_dlbcl","Mixed",12,"ILLUMINA","2022-08-22T00:00:00Z","University of Padua","female","Lymph node","Diffuse large B-cell Lymphoma","Tumor",NA,NA,NA,NA,NA
"SRR15464836","PRJNA752630","SAMN20802076","6MEL_dlbcl","German Shepherd",4,"ILLUMINA","2022-08-22T00:00:00Z","University of Padua","male","Lymph node","Diffuse large B-cell Lymphoma","Tumor",NA,NA,NA,NA,NA
"SRR15464837","PRJNA752630","SAMN20802075","5MIC_dlbcl","Whwt",9,"ILLUMINA","2022-08-22T00:00:00Z","University of Padua","male","Lymph node","Diffuse large B-cell Lymphoma","Tumor",NA,NA,NA,NA,NA
"SRR15464838","PRJNA752630","SAMN20802104","34PAG_dlbcl","Bernese Mountain",5,"ILLUMINA","2022-08-22T00:00:00Z","University of Padua","female","Lymph node","Diffuse large B-cell Lymphoma","Tumor",NA,NA,NA,NA,NA
"SRR15464839","PRJNA752630","SAMN20802103","33GIA_dlbcl","Mixed",7,"ILLUMINA","2022-08-22T00:00:00Z","University of Padua","male","Lymph node","Diffuse large B-cell Lymphoma","Tumor",NA,NA,NA,NA,NA
"SRR15464840","PRJNA752630","SAMN20802102","32ROB_dlbcl","Rottweiler",5,"ILLUMINA","2022-08-22T00:00:00Z","University of Padua","female","Lymph node","Diffuse large B-cell Lymphoma","Tumor",NA,NA,NA,NA,NA
"SRR15464841","PRJNA752630","SAMN20802101","31GIU_dlbcl","Mixed",5,"ILLUMINA","2022-08-22T00:00:00Z","University of Padua","male","Lymph node","Diffuse large B-cell Lymphoma","Tumor",NA,NA,NA,NA,NA
"SRR15464842","PRJNA752630","SAMN20802074","4CEC_dlbcl","Rottweiler",4,"ILLUMINA","2022-08-22T00:00:00Z","University of Padua","male","Lymph node","Diffuse large B-cell Lymphoma","Tumor",NA,NA,NA,NA,NA
"SRR15464843","PRJNA752630","SAMN20802100","30BEL_dlbcl","Mixed",4,"ILLUMINA","2022-08-22T00:00:00Z","University of Padua","male","Lymph node","Diffuse large B-cell Lymphoma","Tumor",NA,NA,NA,NA,NA
"SRR15464844","PRJNA752630","SAMN20802099","29LEO_dlbcl","Mixed",10,"ILLUMINA","2022-08-22T00:00:00Z","University of Padua","male","Lymph node","Diffuse large B-cell Lymphoma","Tumor",NA,NA,NA,NA,NA
"SRR15464845","PRJNA752630","SAMN20802098","28DRI_dlbcl","Mixed_b",10,"ILLUMINA","2022-08-22T00:00:00Z","University of Padua","male","Lymph node","Diffuse large B-cell Lymphoma","Tumor",NA,NA,NA,NA,NA
"SRR15464846","PRJNA752630","SAMN20802097","27RAF_dlbcl","Bullmastiff",5,"ILLUMINA","2022-08-22T00:00:00Z","University of Padua","male","Lymph node","Diffuse large B-cell Lymphoma","Tumor",NA,NA,NA,NA,NA
"SRR15464847","PRJNA752630","SAMN20802096","26BLG_dlbcl","Irish Setter",11,"ILLUMINA","2022-08-22T00:00:00Z","University of Padua","male","Lymph node","Diffuse large B-cell Lymphoma","Tumor",NA,NA,NA,NA,NA
"SRR15464848","PRJNA752630","SAMN20802095","25CON_dlbcl","Rottweiler",6,"ILLUMINA","2022-08-22T00:00:00Z","University of Padua","female","Lymph node","Diffuse large B-cell Lymphoma","Tumor",NA,NA,NA,NA,NA
"SRR15464849","PRJNA752630","SAMN20802094","24STI_dlbcl","English Setter",5,"ILLUMINA","2022-08-22T00:00:00Z","University of Padua","female","Lymph node","Diffuse large B-cell Lymphoma","Tumor",NA,NA,NA,NA,NA
"SRR15464850","PRJNA752630","SAMN20802093","23MAT_dlbcl","Belgian Shepherd",4,"ILLUMINA","2022-08-22T00:00:00Z","University of Padua","female","Lymph node","Diffuse large B-cell Lymphoma","Tumor",NA,NA,NA,NA,NA
"SRR15464851","PRJNA752630","SAMN20802092","22ZAG_dlbcl","Mixed",9,"ILLUMINA","2022-08-22T00:00:00Z","University of Padua","female","Lymph node","Diffuse large B-cell Lymphoma","Tumor",NA,NA,NA,NA,NA
"SRR15464852","PRJNA752630","SAMN20802091","21BRB_dlbcl","French Bulldog",6,"ILLUMINA","2022-08-22T00:00:00Z","University of Padua","male","Lymph node","Diffuse large B-cell Lymphoma","Tumor",NA,NA,NA,NA,NA
"SRR15464853","PRJNA752630","SAMN20802073","3MAT_dlbcl","Dachshund",7,"ILLUMINA","2022-08-22T00:00:00Z","University of Padua","female","Lymph node","Diffuse large B-cell Lymphoma","Tumor",NA,NA,NA,NA,NA
"SRR15464854","PRJNA752630","SAMN20802090","20MAR_dlbcl","Mixed",6,"ILLUMINA","2022-08-22T00:00:00Z","University of Padua","female","Lymph node","Diffuse large B-cell Lymphoma","Tumor",NA,NA,NA,NA,NA
"SRR15464855","PRJNA752630","SAMN20802089","19BAR_dlbcl","Border Collie",11,"ILLUMINA","2022-08-22T00:00:00Z","University of Padua","male","Lymph node","Diffuse large B-cell Lymphoma","Tumor",NA,NA,NA,NA,NA
"SRR15464856","PRJNA752630","SAMN20802088","18RUS_dlbcl","Rottweiler",4,"ILLUMINA","2022-08-22T00:00:00Z","University of Padua","female","Lymph node","Diffuse large B-cell Lymphoma","Tumor",NA,NA,NA,NA,NA
"SRR15464857","PRJNA752630","SAMN20802087","17MIN_dlbcl","Jack Russell",10,"ILLUMINA","2022-08-22T00:00:00Z","University of Padua","female","Lymph node","Diffuse large B-cell Lymphoma","Tumor",NA,NA,NA,NA,NA
"SRR15464858","PRJNA752630","SAMN20802086","16BUR_dlbcl","Mixed",8,"ILLUMINA","2022-08-22T00:00:00Z","University of Padua","male","Lymph node","Diffuse large B-cell Lymphoma","Tumor",NA,NA,NA,NA,NA
"SRR15464859","PRJNA752630","SAMN20802085","15DES_dlbcl","Beagle",6,"ILLUMINA","2022-08-22T00:00:00Z","University of Padua","male","Lymph node","Diffuse large B-cell Lymphoma","Tumor",NA,NA,NA,NA,NA
"SRR15464860","PRJNA752630","SAMN20802084","14ALB_dlbcl","Dobermann",6,"ILLUMINA","2022-08-22T00:00:00Z","University of Padua","female","Lymph node","Diffuse large B-cell Lymphoma","Tumor",NA,NA,NA,NA,NA
"SRR15464861","PRJNA752630","SAMN20802083","13BAR_dlbcl","Mixed",10,"ILLUMINA","2022-08-22T00:00:00Z","University of Padua","female","Lymph node","Diffuse large B-cell Lymphoma","Tumor",NA,NA,NA,NA,NA
"SRR15464862","PRJNA752630","SAMN20802082","12DIG_dlbcl","German Shepherd",10,"ILLUMINA","2022-08-22T00:00:00Z","University of Padua","female","Lymph node","Diffuse large B-cell Lymphoma","Tumor",NA,NA,NA,NA,NA
"SRR15464863","PRJNA752630","SAMN20802081","11CAR_dlbcl","Dobermann",13,"ILLUMINA","2022-08-22T00:00:00Z","University of Padua","male","Lymph node","Diffuse large B-cell Lymphoma","Tumor",NA,NA,NA,NA,NA
"SRR15464864","PRJNA752630","SAMN20802072","2WHA_dlbcl","Bullmastiff",7,"ILLUMINA","2022-08-22T00:00:00Z","University of Padua","female","Lymph node","Diffuse large B-cell Lymphoma","Tumor",NA,NA,NA,NA,NA
"SRR15464865","PRJNA752630","SAMN20802071","1BAC_dlbcl","German Shepherd",6,"ILLUMINA","2022-08-22T00:00:00Z","University of Padua","female","Lymph node","Diffuse large B-cell Lymphoma","Tumor",NA,NA,NA,NA,NA
"SRR15461423","PRJNA752630","SAMN08874628","23RAI","American Staffordshire Terrier",11,"ILLUMINA","2022-08-01T00:00:00Z","University of Padua","male","DLBCL","Diffuse large B-cell Lymphoma","Tumor",NA,NA,NA,NA,NA
"SRR15461424","PRJNA752630","SAMN08874667","6SBR","German Shepherd",9,"ILLUMINA","2022-08-01T00:00:00Z","University of Padua","female","DLBCL","Diffuse large B-cell Lymphoma","Normal",NA,NA,NA,NA,NA
"SRR15461425","PRJNA752630","SAMN08874666","61RAP","Weimaraner",5,"ILLUMINA","2022-08-01T00:00:00Z","University of Padua","female","DLBCL","Diffuse large B-cell Lymphoma","Normal",NA,NA,NA,NA,NA
"SRR15461426","PRJNA752630","SAMN08874642","38GOV","German Shepherd",10,"ILLUMINA","2022-08-01T00:00:00Z","University of Padua","female","DLBCL","Diffuse large B-cell Lymphoma","Normal",NA,NA,NA,NA,NA
"SRR15461427","PRJNA752630","SAMN08874663","59PIO","Welsh Corgi",6,"ILLUMINA","2022-08-01T00:00:00Z","University of Padua","female","DLBCL","Diffuse large B-cell Lymphoma","Normal",NA,NA,NA,NA,NA
"SRR15461428","PRJNA752630","SAMN08874662","58RIS","Mixed Breed",9,"ILLUMINA","2022-08-01T00:00:00Z","University of Padua","male","DLBCL","Diffuse large B-cell Lymphoma","Normal",NA,NA,NA,NA,NA
"SRR15461429","PRJNA752630","SAMN08874661","57DIL","Mixed Breed",12,"ILLUMINA","2022-08-01T00:00:00Z","University of Padua","male","DLBCL","Diffuse large B-cell Lymphoma","Normal",NA,NA,NA,NA,NA
"SRR15461430","PRJNA752630","SAMN08874627","21STA","Jack Russel",6,"ILLUMINA","2022-08-01T00:00:00Z","University of Padua","male","DLBCL","Diffuse large B-cell Lymphoma","Tumor",NA,NA,NA,NA,NA
"SRR15461431","PRJNA752630","SAMN08874660","56GAL","Beagle",5,"ILLUMINA","2022-08-01T00:00:00Z","University of Padua","female","DLBCL","Diffuse large B-cell Lymphoma","Normal",NA,NA,NA,NA,NA
"SRR15461432","PRJNA752630","SAMN08874659","55DIA","Great Dane",3,"ILLUMINA","2022-08-01T00:00:00Z","University of Padua","male","DLBCL","Diffuse large B-cell Lymphoma","Normal",NA,NA,NA,NA,NA
"SRR15461433","PRJNA752630","SAMN08874658","53GUE","Labrador",5,"ILLUMINA","2022-08-01T00:00:00Z","University of Padua","female","DLBCL","Diffuse large B-cell Lymphoma","Normal",NA,NA,NA,NA,NA
"SRR15461434","PRJNA752630","SAMN08874657","52SOL","Rottweiler",3,"ILLUMINA","2022-08-01T00:00:00Z","University of Padua","male","DLBCL","Diffuse large B-cell Lymphoma","Normal",NA,NA,NA,NA,NA
"SRR15461435","PRJNA752630","SAMN08874656","50RUZ","German Shepherd",11,"ILLUMINA","2022-08-01T00:00:00Z","University of Padua","female","DLBCL","Diffuse large B-cell Lymphoma","Normal",NA,NA,NA,NA,NA
"SRR15461436","PRJNA752630","SAMN08874655","4DIG","Mixed Breed",6,"ILLUMINA","2022-08-01T00:00:00Z","University of Padua","male","DLBCL","Diffuse large B-cell Lymphoma","Normal",NA,NA,NA,NA,NA
"SRR15461437","PRJNA752630","SAMN08874654","49CAV","Golden Retriever",6,"ILLUMINA","2022-08-01T00:00:00Z","University of Padua","female","DLBCL","Diffuse large B-cell Lymphoma","Normal",NA,NA,NA,NA,NA
"SRR15461438","PRJNA752630","SAMN08874653","48CAS","Mixed Breed",13,"ILLUMINA","2022-08-01T00:00:00Z","University of Padua","male","DLBCL","Diffuse large B-cell Lymphoma","Normal",NA,NA,NA,NA,NA
"SRR15461439","PRJNA752630","SAMN08874652","47GIA","Basset Hound",10,"ILLUMINA","2022-08-01T00:00:00Z","University of Padua","female","DLBCL","Diffuse large B-cell Lymphoma","Normal",NA,NA,NA,NA,NA
"SRR15461440","PRJNA752630","SAMN08874651","46MAR","Golden Retriever",10,"ILLUMINA","2022-08-01T00:00:00Z","University of Padua","male","DLBCL","Diffuse large B-cell Lymphoma","Normal",NA,NA,NA,NA,NA
"SRR15461441","PRJNA752630","SAMN08874625","19DON","English Setter",15,"ILLUMINA","2022-08-01T00:00:00Z","University of Padua","male","DLBCL","Diffuse large B-cell Lymphoma","Tumor",NA,NA,NA,NA,NA
"SRR15461442","PRJNA752630","SAMN08874650","45FON","Fox Terrier",10,"ILLUMINA","2022-08-01T00:00:00Z","University of Padua","male","DLBCL","Diffuse large B-cell Lymphoma","Normal",NA,NA,NA,NA,NA
