"Case_ID","Sample_ID","Tumor_Type","DiseaseAcronym2","Status","Symbol","Breed_info","Sample_status","Bioproject","Reason_to_exclude"
"i_B023","SRR10351743","GLM","GLM","Tumor","GLM JL","Boston Terrier","Frozen","PRJNA579792","Pass QC"
"i_B02B","SRR10351739","GLM","GLM","Normal","GLM JL","Jack Russell Terrier","Frozen","PRJNA579792","Pass QC"
"i_B02B","SRR10351740","GLM","GLM","Tumor","GLM JL","Jack Russell Terrier","Frozen","PRJNA579792","Pass QC"
"i_B2DC","SRR10351737","GLM","GLM","Normal","GLM JL","Boxer","FFPE","PRJNA579792","SRR10351738 Unique Mapping Rate < 0.6"
"i_B2DC","SRR10351738","GLM","GLM","Tumor","GLM JL","Boxer","FFPE","PRJNA579792","SRR10351738 Unique Mapping Rate < 0.6"
"i_B3CE","SRR10351735","GLM","GLM","Normal","GLM JL","Mixed","Frozen","PRJNA579792","Pass QC"
"i_B3CE","SRR10351736","GLM","GLM","Tumor","GLM JL","Mixed","Frozen","PRJNA579792","Pass QC"
"i_B70F","SRR10351732","GLM","GLM","Normal","GLM JL","Samoyed","Frozen","PRJNA579792","Pass QC"
"i_B70F","SRR10351733","GLM","GLM","Tumor","GLM JL","Samoyed","Frozen","PRJNA579792","Pass QC"
"i_B813","SRR10351729","GLM","GLM","Normal","GLM JL","Boxer","FFPE","PRJNA579792","SRR10351729 Unique Mapping Rate <0.6"
"i_B813","SRR10351731","GLM","GLM","Tumor","GLM JL","Boxer","FFPE","PRJNA579792","SRR10351729 Unique Mapping Rate <0.6"
"i_BF76","SRR10351726","GLM","GLM","Normal","GLM JL","Boxer","Frozen","PRJNA579792","Pass QC"
"i_BF76","SRR10351727","GLM","GLM","Tumor","GLM JL","Boxer","Frozen","PRJNA579792","Pass QC"
"i_C04D","SRR10351724","GLM","GLM","Normal","GLM JL","French Bulldog","Frozen","PRJNA579792","Pass QC"
"i_C04D","SRR10351725","GLM","GLM","Tumor","GLM JL","French Bulldog","Frozen","PRJNA579792","Pass QC"
"i_C3C0","SRR10351722","GLM","GLM","Normal","GLM JL","English Bulldog","Frozen","PRJNA579792","Pass QC"
"i_C3C0","SRR10351723","GLM","GLM","Tumor","GLM JL","English Bulldog","Frozen","PRJNA579792","Pass QC"
"i_D026","SRR10351718","GLM","GLM","Normal","GLM JL","Boxer","Frozen","PRJNA579792","Pass QC"
"i_D026","SRR10351720","GLM","GLM","Tumor","GLM JL","Boxer","Frozen","PRJNA579792","Pass QC"
"i_D756","SRR10351714","GLM","GLM","Normal","GLM JL","Boxer","Frozen","PRJNA579792","Pass QC"
"i_D756","SRR10351715","GLM","GLM","Tumor","GLM JL","Boxer","Frozen","PRJNA579792","Pass QC"
"i_D7EC","SRR10351712","GLM","GLM","Normal","GLM JL","Labrador","FFPE","PRJNA579792","SRR10351713 Unique Mapping Rate <0.6"
"i_D7EC","SRR10351713","GLM","GLM","Tumor","GLM JL","Labrador","FFPE","PRJNA579792","SRR10351713 Unique Mapping Rate <0.6"
"i_DCD0","SRR10351710","GLM","GLM","Normal","GLM JL","French Bulldog","FFPE","PRJNA579792","Pass QC"
"i_DCD0","SRR10351711","GLM","GLM","Tumor","GLM JL","French Bulldog","FFPE","PRJNA579792","Pass QC"
"i_E271","SRR10351707","GLM","GLM","Normal","GLM JL","Boxer","Frozen","PRJNA579792","Pass QC"
"i_E271","SRR10351709","GLM","GLM","Tumor","GLM JL","Boxer","Frozen","PRJNA579792","Pass QC"
"i_E2CD","SRR10351705","GLM","GLM","Normal","GLM JL","Boxer","FFPE","PRJNA579792","Pass QC"
"i_E2CD","SRR10351706","GLM","GLM","Tumor","GLM JL","Boxer","FFPE","PRJNA579792","Pass QC"
"i_E7AB","SRR10351703","GLM","GLM","Normal","GLM JL","Boston Terrier","FFPE","PRJNA579792","Pass QC"
"i_E7AB","SRR10351704","GLM","GLM","Tumor","GLM JL","Boston Terrier","FFPE","PRJNA579792","Pass QC"
"i_E952","SRR10351701","GLM","GLM","Normal","GLM JL","Boxer","Frozen","PRJNA579792","Pass QC"
"i_E952","SRR10351702","GLM","GLM","Tumor","GLM JL","Boxer","Frozen","PRJNA579792","Pass QC"
"i_ED99","SRR10351699","GLM","GLM","Normal","GLM JL","English Bulldog","FFPE","PRJNA579792","Pass QC"
"i_ED99","SRR10351700","GLM","GLM","Tumor","GLM JL","English Bulldog","FFPE","PRJNA579792","Pass QC"
"i_F840","SRR10351695","GLM","GLM","Normal","GLM JL","Boston Terrier","Frozen","PRJNA579792","Pass QC"
"i_F840","SRR10351696","GLM","GLM","Tumor","GLM JL","Boston Terrier","Frozen","PRJNA579792","Pass QC"
"i_FC65","SRR10351693","GLM","GLM","Normal","GLM JL","Boston Terrier","Frozen","PRJNA579792","Pass QC"
"i_FC65","SRR10351694","GLM","GLM","Tumor","GLM JL","Boston Terrier","Frozen","PRJNA579792","Pass QC"
"i_FECA","SRR10351691","GLM","GLM","Normal","GLM JL","Toy Poodle","FFPE","PRJNA579792","Pass QC"
"i_FECA","SRR10351692","GLM","GLM","Tumor","GLM JL","Toy Poodle","FFPE","PRJNA579792","Pass QC"
"JacMay","SAMN03436724","OSA","OSA","Normal","OSA BI","Greyhound","Frozen","PRJNA247493","Pass QC"
"JacMay","SAMN03732679","OSA","OSA","Tumor","OSA BI","Greyhound","Frozen","PRJNA247493","Pass QC"
"JakRan","SAMN04002422","LYM","BCL","Normal","BCL BI","Golden Retriever","Frozen","PRJNA247493","Pass QC"
"JakRan","SAMN04002419","LYM","BCL","Tumor","BCL BI","Golden Retriever","Frozen","PRJNA247493","Pass QC"
"JoeVar","SAMN03732677","OSA","OSA","Normal","OSA BI","Greyhound","Frozen","PRJNA247493","Pass QC"
"JoeVar","SAMN03436626","OSA","OSA","Tumor","OSA BI","Greyhound","Frozen","PRJNA247493","Pass QC"
"JohMar","SAMN03436887","OSA","OSA","Normal","OSA BI","Greyhound","Frozen","PRJNA247493","Pass QC"
"JohMar","SAMN03732681","OSA","OSA","Tumor","OSA BI","Greyhound","Frozen","PRJNA247493","Pass QC"
"Labrador1","SAMN03436294","UCL","UCL","Tumor","UCL BI","Labrador","Frozen","PRJNA247493","13 other samples have a better match"
"Labrador1","SAMN03436636","UCL","UCL","Normal","UCL BI","Labrador","Frozen","PRJNA247493","13 other samples have a better match"
"Labrador11","SAMN03436529","UCL","UCL","Tumor","UCL BI","Labrador","Frozen","PRJNA247493","2 other samples have a better match"
"Labrador11","SAMN03770190","UCL","UCL","Normal","UCL BI","Labrador","Frozen","PRJNA247493","2 other samples have a better match"
"Labrador2","SAMN03436639","UCL","UCL","Tumor","UCL BI","Labrador","Frozen","PRJNA247493","Pass QC"
"Labrador2","SAMN03436925","UCL","UCL","Normal","UCL BI","Labrador","Frozen","PRJNA247493","Pass QC"
"MADGUS","SAMN04002425","LYM","BCL","Normal","BCL BI","Golden Retriever","Frozen","PRJNA247493","coverage < 30X"
"MADGUS","SAMN04002420","LYM","BCL","Tumor","BCL BI","Golden Retriever","Frozen","PRJNA247493","coverage < 30X"
"MBGR109","SAMN04002386","UCL","UCL","Tumor","UCL BI","No breed provided","Frozen","PRJNA247493","MBGR109_N/CCB010009_T match=0.9592"
"MBGR109","SAMN04002424","UCL","UCL","Normal","UCL BI","No breed provided","Frozen","PRJNA247493","MBGR109_N/CCB010009_T match=0.9592"
"MBGR209","SAMN04002436","UCL","UCL","Tumor","UCL BI","No breed provided","Frozen","PRJNA247493","2 other samples have a better match"
"MBGR209","SAMN04002380","UCL","UCL","Normal","UCL BI","No breed provided","Frozen","PRJNA247493","2 other samples have a better match"
"MBGRD14","SAMN04002431","LYM","BCL","Normal","BCL BI","Golden Retriever","Frozen","PRJNA247493","Pass QC"
"MBGRD14","SAMN04002426","LYM","BCL","Tumor","BCL BI","Golden Retriever","Frozen","PRJNA247493","Pass QC"
"MBGRF16","SAMN04002437","LYM","BCL","Normal","BCL BI","Golden Retriever","Frozen","PRJNA247493","MBGRF16_N/CCB080016_T match=0.94129"
"MBGRF16","SAMN04002388","LYM","BCL","Tumor","BCL BI","Golden Retriever","Frozen","PRJNA247493","MBGRF16_N/CCB080016_T match=0.94129"
"MinMei","SAMN03436617","OSA","OSA","Normal","OSA BI","Greyhound","Frozen","PRJNA247493","Pass QC"
"MinMei","SAMN03436613","OSA","OSA","Tumor","OSA BI","Greyhound","Frozen","PRJNA247493","Pass QC"
"MurVoe","SAMN03436832","LYM","TCL","Normal","TCL BI","Boxer","Frozen","PRJNA247493","Pass QC"
"MurVoe","SAMN03436220","LYM","TCL","Tumor","TCL BI","Boxer","Frozen","PRJNA247493","Pass QC"
"N149867","SAMN04002387","LYM","BCL","Normal","BCL BI","Golden Retriever","Frozen","PRJNA247493","Pass QC"
"N149867","SAMN04002430","LYM","BCL","Tumor","BCL BI","Golden Retriever","Frozen","PRJNA247493","Pass QC"
"N150309","SAMN04002432","LYM","BCL","Normal","BCL BI","Golden Retriever","Frozen","PRJNA247493","Pass QC"
"N150309","SAMN04002428","LYM","BCL","Tumor","BCL BI","Golden Retriever","Frozen","PRJNA247493","Pass QC"
"NygRoy","SAMN03436692","LYM","TCL","Normal","TCL BI","Boxer","Frozen","PRJNA247493","Pass QC"
"NygRoy","SAMN03436563","LYM","TCL","Tumor","TCL BI","Boxer","Frozen","PRJNA247493","Pass QC"
"P1","SRR6277190","HSA","HSA","Tumor","HSA UPenn","Mixed","FFPE","PRJNA417727","coverage < 30"
"P1","SRR6277192","HSA","HSA","Normal","HSA UPenn","Mixed","FFPE","PRJNA417727","coverage < 30"
"P10","SRR6277173","HSA","HSA","Normal","HSA UPenn","Golden Retriever","FFPE","PRJNA417727","Unique Mapping Rate <0.6"
"P10","SRR6277174","HSA","HSA","Tumor","HSA UPenn","Golden Retriever","FFPE","PRJNA417727","Unique Mapping Rate <0.6"
"P10-1","SRR6277173","HSA","HSA","Normal","HSA UPenn","Golden Retriever","FFPE","PRJNA417727","Unique Mapping Rate <0.6"
"P10-1","SRR6277210","HSA","HSA","Tumor","HSA UPenn","Golden Retriever","FFPE","PRJNA417727","Unique Mapping Rate <0.6"
"P12","SRR6277208","HSA","HSA","Tumor","HSA UPenn","German Shepherd","FFPE","PRJNA417727","Unique Mapping Rate <0.6"
"P12","SRR6277209","HSA","HSA","Normal","HSA UPenn","German Shepherd","FFPE","PRJNA417727","Unique Mapping Rate <0.6"
"P12-1","SRR6277209","HSA","HSA","Normal","HSA UPenn","German Shepherd","FFPE","PRJNA417727","Unique Mapping Rate <0.6"
"P12-1","SRR6277207","HSA","HSA","Tumor","HSA UPenn","German Shepherd","FFPE","PRJNA417727","coverage < 30"
"P14","SRR6277213","HSA","HSA","Tumor","HSA UPenn","Cocker Spaniel/Poodle","FFPE","PRJNA417727","coverage < 30"
"P14","SRR6277214","HSA","HSA","Normal","HSA UPenn","Cocker Spaniel/Poodle","FFPE","PRJNA417727","coverage < 30"
"P15","SRR6277211","HSA","HSA","Normal","HSA UPenn","Golden Retriever","FFPE","PRJNA417727","Unique Mapping Rate <0.6"
"P15","SRR6277212","HSA","HSA","Tumor","HSA UPenn","Golden Retriever","FFPE","PRJNA417727","Unique Mapping Rate <0.6"
"P16","SRR6277201","HSA","HSA","Tumor","HSA UPenn","Portugese Water Dog","FFPE","PRJNA417727","Pass QC"
"P16","SRR6277202","HSA","HSA","Normal","HSA UPenn","Portugese Water Dog","FFPE","PRJNA417727","Pass QC"
"P17","SRR6277203","HSA","HSA","Tumor","HSA UPenn","Labrador","FFPE","PRJNA417727","coverage < 30"
"P17","SRR6277204","HSA","HSA","Normal","HSA UPenn","Labrador","FFPE","PRJNA417727","coverage < 30"
"P18","SRR6277205","HSA","HSA","Tumor","HSA UPenn","Labrador","FFPE","PRJNA417727","coverage < 30"
"P18","SRR6277206","HSA","HSA","Normal","HSA UPenn","Labrador","FFPE","PRJNA417727","coverage < 30"
"P19","SRR6277197","HSA","HSA","Tumor","HSA UPenn","Bichon Frise","FFPE","PRJNA417727","coverage < 30"
"P19","SRR6277199","HSA","HSA","Normal","HSA UPenn","Bichon Frise","FFPE","PRJNA417727","coverage < 30"
"P2","SRR6277189","HSA","HSA","Tumor","HSA UPenn","Bichon Frise","FFPE","PRJNA417727","coverage < 30"
"P2","SRR6277191","HSA","HSA","Normal","HSA UPenn","Bichon Frise","FFPE","PRJNA417727","coverage < 30"
"P20","SRR6277179","HSA","HSA","Normal","HSA UPenn","German Shepherd","FFPE","PRJNA417727","Pass QC"
"P20","SRR6277180","HSA","HSA","Tumor","HSA UPenn","German Shepherd","FFPE","PRJNA417727","Pass QC"
"P21","SRR6277181","HSA","HSA","Normal","HSA UPenn","Labrador","FFPE","PRJNA417727","Pass QC"
"P21","SRR6277182","HSA","HSA","Tumor","HSA UPenn","Labrador","FFPE","PRJNA417727","Pass QC"
"P22","SRR6277175","HSA","HSA","Normal","HSA UPenn","Golden Retriever","FFPE","PRJNA417727","coverage < 30"
"P22","SRR6277176","HSA","HSA","Tumor","HSA UPenn","Golden Retriever","FFPE","PRJNA417727","coverage < 30"
"P23","SRR6277177","HSA","HSA","Normal","HSA UPenn","Golden Retriever","FFPE","PRJNA417727","Pass QC"
"P23","SRR6277178","HSA","HSA","Tumor","HSA UPenn","Golden Retriever","FFPE","PRJNA417727","Pass QC"
"P3","SRR6277195","HSA","HSA","Tumor","HSA UPenn","Nova Scotia Duck Tolling Retriever","FFPE","PRJNA417727","Pass QC"
"P3","SRR6277196","HSA","HSA","Normal","HSA UPenn","Nova Scotia Duck Tolling Retriever","FFPE","PRJNA417727","Pass QC"
"P4","SRR6277193","HSA","HSA","Normal","HSA UPenn","Mixed","FFPE","PRJNA417727","coverage < 30"
"P4","SRR6277194","HSA","HSA","Tumor","HSA UPenn","Mixed","FFPE","PRJNA417727","coverage < 30"
"P5","SRR6277187","HSA","HSA","Tumor","HSA UPenn","Mixed","FFPE","PRJNA417727","Pass QC"
"P5","SRR6277188","HSA","HSA","Normal","HSA UPenn","Mixed","FFPE","PRJNA417727","Pass QC"
"P6","SRR6277198","HSA","HSA","Tumor","HSA UPenn","Labrador","FFPE","PRJNA417727","Pass QC"
"P6","SRR6277200","HSA","HSA","Normal","HSA UPenn","Labrador","FFPE","PRJNA417727","Pass QC"
"P7","SRR6277215","HSA","HSA","Tumor","HSA UPenn","Labrador","FFPE","PRJNA417727","SRR6277216,coverage < 30"
"P7","SRR6277216","HSA","HSA","Normal","HSA UPenn","Labrador","FFPE","PRJNA417727","SRR6277216,coverage < 30"
"P8","SRR6277185","HSA","HSA","Normal","HSA UPenn","Soft-coated Wheaten Terrier","FFPE","PRJNA417727","Pass QC"
"P8","SRR6277186","HSA","HSA","Tumor","HSA UPenn","Soft-coated Wheaten Terrier","FFPE","PRJNA417727","Pass QC"
"P9","SRR6277183","HSA","HSA","Normal","HSA UPenn","No breed provided","FFPE","PRJNA417727","SRR6277184coverage < 30"
"P9","SRR6277184","HSA","HSA","Tumor","HSA UPenn","No breed provided","FFPE","PRJNA417727","SRR6277184coverage < 30"
"PabWil","SAMN04002433","LYM","BCL","Normal","BCL BI","Golden Retriever","Frozen","PRJNA247493","Pass QC"
"PabWil","SAMN04002434","LYM","BCL","Tumor","BCL BI","Golden Retriever","Frozen","PRJNA247493","Pass QC"
"PepRey","SAMN03436938","OSA","OSA","Normal","OSA BI","Greyhound","Frozen","PRJNA247493","Pass QC"
"PepRey","SAMN03436496","OSA","OSA","Tumor","OSA BI","Greyhound","Frozen","PRJNA247493","Pass QC"
"PhaMor","SAMN03436499","OSA","OSA","Normal","OSA BI","Greyhound","Frozen","PRJNA247493","Pass QC"
"PhaMor","SAMN03732752","OSA","OSA","Tumor","OSA BI","Greyhound","Frozen","PRJNA247493","Pass QC"
"Poodle1","SAMN03732739","UCL","UCL","Tumor","UCL BI","Poodle","Frozen","PRJNA247493","SAMN03732739,coverage < 30"
"Poodle1","SAMN03436672","UCL","UCL","Normal","UCL BI","Poodle","Frozen","PRJNA247493","SAMN03732739,coverage < 30"
"Poodle10","SAMN03732748","UCL","UCL","Tumor","UCL BI","Poodle","Frozen","PRJNA247493","Pass QC"
"Poodle10","SAMN03436488","UCL","UCL","Normal","UCL BI","Poodle","Frozen","PRJNA247493","Pass QC"
"Poodle11","SAMN03732675","UCL","UCL","Tumor","UCL BI","Poodle","Frozen","PRJNA247493","18 other samples have a better match"
"Poodle11","SAMN03436571","UCL","UCL","Normal","UCL BI","Poodle","Frozen","PRJNA247493","18 other samples have a better match"
"Poodle12","SAMN03732737","UCL","UCL","Tumor","UCL BI","Poodle","Frozen","PRJNA247493","22 other samples have a better match"
"Poodle12","SAMN03436815","UCL","UCL","Normal","UCL BI","Poodle","Frozen","PRJNA247493","22 other samples have a better match"
"Poodle13","SAMN03732734","UCL","UCL","Tumor","UCL BI","Poodle","Frozen","PRJNA247493","49 other samples have a better match"
"Poodle13","SAMN03436851","UCL","UCL","Normal","UCL BI","Poodle","Frozen","PRJNA247493","49 other samples have a better match"
"Poodle14","SAMN03732673","UCL","UCL","Tumor","UCL BI","Poodle","Frozen","PRJNA247493","7 other samples have a better match"
"Poodle14","SAMN03436725","UCL","UCL","Normal","UCL BI","Poodle","Frozen","PRJNA247493","7 other samples have a better match"
"Poodle15","SAMN03732740","UCL","UCL","Tumor","UCL BI","Poodle","Frozen","PRJNA247493","13 other samples have a better match"
"Poodle15","SAMN03436849","UCL","UCL","Normal","UCL BI","Poodle","Frozen","PRJNA247493","13 other samples have a better match"
"Poodle16","SAMN03766281","UCL","UCL","Tumor","UCL BI","Poodle","Frozen","PRJNA247493","26 other samples have a better match"
"Poodle16","SAMN03436778","UCL","UCL","Normal","UCL BI","Poodle","Frozen","PRJNA247493","26 other samples have a better match"
"Poodle17","SAMN03436486","UCL","UCL","Tumor","UCL BI","Poodle","Frozen","PRJNA247493","Pass QC"
"Poodle17","SAMN03436264","UCL","UCL","Normal","UCL BI","Poodle","Frozen","PRJNA247493","Pass QC"
"Poodle18","SAMN03436575","UCL","UCL","Tumor","UCL BI","Poodle","Frozen","PRJNA247493","Pass QC"
"Poodle18","SAMN03436597","UCL","UCL","Normal","UCL BI","Poodle","Frozen","PRJNA247493","Pass QC"
"Poodle19","SAMN03436659","UCL","UCL","Tumor","UCL BI","Poodle","Frozen","PRJNA247493","Pass QC"
"Poodle19","SAMN03436826","UCL","UCL","Normal","UCL BI","Poodle","Frozen","PRJNA247493","Pass QC"
"Poodle2","SAMN03732742","UCL","UCL","Tumor","UCL BI","Poodle","Frozen","PRJNA247493","Pass QC"
"Poodle2","SAMN03436608","UCL","UCL","Normal","UCL BI","Poodle","Frozen","PRJNA247493","Pass QC"
"Poodle20","SAMN03436673","UCL","UCL","Tumor","UCL BI","Poodle","Frozen","PRJNA247493","31 other samples have a better match"
"Poodle20","SAMN03436929","UCL","UCL","Normal","UCL BI","Poodle","Frozen","PRJNA247493","31 other samples have a better match"
"Poodle21","SAMN03436625","UCL","UCL","Tumor","UCL BI","Poodle","Frozen","PRJNA247493","Pass QC"
"Poodle21","SAMN03436594","UCL","UCL","Normal","UCL BI","Poodle","Frozen","PRJNA247493","Pass QC"
"Poodle22","SAMN03436257","UCL","UCL","Tumor","UCL BI","Poodle","Frozen","PRJNA247493","Pass QC"
"Poodle22","SAMN03436472","UCL","UCL","Normal","UCL BI","Poodle","Frozen","PRJNA247493","Pass QC"
"Poodle23","SAMN03436682","UCL","UCL","Tumor","UCL BI","Poodle","Frozen","PRJNA247493","Pass QC"
"Poodle23","SAMN03436573","UCL","UCL","Normal","UCL BI","Poodle","Frozen","PRJNA247493","Pass QC"
"Poodle3","SAMN03732682","UCL","UCL","Tumor","UCL BI","Poodle","Frozen","PRJNA247493","205 other samples have a better match"
"Poodle3","SAMN03436941","UCL","UCL","Normal","UCL BI","Poodle","Frozen","PRJNA247493","205 other samples have a better match"
"Poodle4","SAMN03732745","UCL","UCL","Tumor","UCL BI","Poodle","Frozen","PRJNA247493","Tumor-SAMN03732745-Total_Pair_reads < 5M"
"Poodle4","SAMN03436818","UCL","UCL","Normal","UCL BI","Poodle","Frozen","PRJNA247493","Tumor-SAMN03732745-Total_Pair_reads < 5M"
"Poodle5","SAMN03732672","UCL","UCL","Tumor","UCL BI","Poodle","Frozen","PRJNA247493","Pass QC"
"Poodle5","SAMN03436680","UCL","UCL","Normal","UCL BI","Poodle","Frozen","PRJNA247493","Pass QC"
"Poodle6","SAMN03732775","UCL","UCL","Tumor","UCL BI","Poodle","Frozen","PRJNA247493","Pass QC"
"Poodle6","SAMN03436726","UCL","UCL","Normal","UCL BI","Poodle","Frozen","PRJNA247493","Pass QC"
"Poodle7","SAMN03732755","UCL","UCL","Tumor","UCL BI","Poodle","Frozen","PRJNA247493","Pass QC"
"Poodle7","SAMN03436651","UCL","UCL","Normal","UCL BI","Poodle","Frozen","PRJNA247493","Pass QC"
"Poodle8","SAMN03732744","UCL","UCL","Tumor","UCL BI","Poodle","Frozen","PRJNA247493","Pass QC"
"Poodle8","SAMN03436681","UCL","UCL","Normal","UCL BI","Poodle","Frozen","PRJNA247493","Pass QC"
"Poodle9","SAMN03732774","UCL","UCL","Tumor","UCL BI","Poodle","Frozen","PRJNA247493","Pass QC"
"Poodle9","SAMN03436222","UCL","UCL","Normal","UCL BI","Poodle","Frozen","PRJNA247493","Pass QC"
"PurRow","SAMN03436544","OSA","OSA","Normal","OSA BI","Greyhound","Frozen","PRJNA247493","Pass QC"
"PurRow","SAMN03732678","OSA","OSA","Tumor","OSA BI","Greyhound","Frozen","PRJNA247493","Pass QC"
"RAIEVA","SAMN04002392","LYM","BCL","Normal","BCL BI","Golden Retriever","Frozen","PRJNA247493","Pass QC"
"RAIEVA","SAMN04002427","LYM","BCL","Tumor","BCL BI","Golden Retriever","Frozen","PRJNA247493","Pass QC"
"RENJOH","SAMN04009642","LYM","BCL","Normal","BCL BI","Golden Retriever","Frozen","PRJNA247493","Pass QC"
"RENJOH","SAMN04009638","LYM","BCL","Tumor","BCL BI","Golden Retriever","Frozen","PRJNA247493","Pass QC"
"RoxRho","SAMN03436661","LYM","TCL","Normal","TCL BI","Boxer","Frozen","PRJNA247493","Pass QC"
"RoxRho","SAMN03436718","LYM","TCL","Tumor","TCL BI","Boxer","Frozen","PRJNA247493","Pass QC"
"SanSte","SAMN03436506","OSA","OSA","Normal","OSA BI","Greyhound","Frozen","PRJNA247493","Pass QC"
"SanSte","SAMN03436278","OSA","OSA","Tumor","OSA BI","Greyhound","Frozen","PRJNA247493","Pass QC"
"ShaRin","SAMN03436627","OSA","OSA","Normal","OSA BI","Greyhound","Frozen","PRJNA247493","Pass QC"
"ShaRin","SAMN03436485","OSA","OSA","Tumor","OSA BI","Greyhound","Frozen","PRJNA247493","Pass QC"
"SnuBro","SAMN04002391","UCL","UCL","Tumor","UCL BI","No breed provided","Frozen","PRJNA247493","95 other samples have a better match"
"SnuBro","SAMN04002389","UCL","UCL","Normal","UCL BI","No breed provided","Frozen","PRJNA247493","95 other samples have a better match"
"SopCas","SAMN03436511","LYM","TCL","Normal","TCL BI","Boxer","Frozen","PRJNA247493","Pass QC"
"SopCas","SAMN03436297","LYM","TCL","Tumor","TCL BI","Boxer","Frozen","PRJNA247493","Pass QC"
"SopDix","SAMN03436460","LYM","TCL","Normal","TCL BI","Boxer","Frozen","PRJNA247493","Pass QC"
"SopDix","SAMN03436277","LYM","TCL","Tumor","TCL BI","Boxer","Frozen","PRJNA247493","Pass QC"
"StaMur","SAMN04009643","LYM","BCL","Normal","BCL BI","Golden Retriever","Frozen","PRJNA247493","StaMur_N/CCB040038_T match=0.91343"
"StaMur","SAMN04009640","LYM","BCL","Tumor","BCL BI","Golden Retriever","Frozen","PRJNA247493","StaMur_N/CCB040038_T match=0.91343"
"SteHel","SAMN03436807","LYM","TCL","Normal","TCL BI","Boxer","Frozen","PRJNA247493","Pass QC"
"SteHel","SAMN03436564","LYM","TCL","Tumor","TCL BI","Boxer","Frozen","PRJNA247493","Pass QC"
"TacRei","SAMN03436610","OSA","OSA","Normal","OSA BI","Greyhound","Frozen","PRJNA247493","Pass QC"
"TacRei","SAMN03732746","OSA","OSA","Tumor","OSA BI","Greyhound","Frozen","PRJNA247493","Pass QC"
"TriPar","SAMN03436640","OSA","OSA","Normal","OSA BI","Greyhound","Frozen","PRJNA247493","Pass QC"
"TriPar","SAMN03436706","OSA","OSA","Tumor","OSA BI","Greyhound","Frozen","PRJNA247493","Pass QC"
"DD0174","ERR10505794-ERR10505846-ERR10505898-ERR10505950","BT","UC","Normal","UC SI","No breed provided",NA,"PRJEB57227","Uniq mapping rate < 0.5"
"DD0175","ERR10505796-ERR10505848-ERR10505900-ERR10505952","BT","UC","Normal","UC SI","No breed provided",NA,"PRJEB57227","Uniq mapping rate < 0.5"
"DD0176","ERR10505798-ERR10505850-ERR10505902-ERR10505954","BT","UC","Normal","UC SI","No breed provided",NA,"PRJEB57227","Uniq mapping rate < 0.5"
"DD0179","ERR10505802-ERR10505854-ERR10505906-ERR10505958","BT","UC","Normal","UC SI","No breed provided",NA,"PRJEB57227","Uniq mapping rate < 0.5"
"DD0181","ERR10505804-ERR10505856-ERR10505908-ERR10505960","BT","UC","Normal","UC SI","No breed provided",NA,"PRJEB57227","Uniq mapping rate < 0.5"
"DD0186","ERR10505812-ERR10505864-ERR10505916-ERR10505968","BT","UC","Normal","UC SI","No breed provided",NA,"PRJEB57227","Uniq mapping rate < 0.5"
"DD0188","ERR10505816-ERR10505868-ERR10505920-ERR10505972","BT","UC","Normal","UC SI","No breed provided",NA,"PRJEB57227","Uniq mapping rate < 0.5"
"DD0187","ERR10505814-ERR10505866-ERR10505918-ERR10505970","BT","UC","Normal","UC SI","No breed provided",NA,"PRJEB57227","Uniq mapping rate < 0.5"
"DD0189","ERR10505819-ERR10505871-ERR10505923-ERR10505975","BT","UC","Normal","UC SI","No breed provided",NA,"PRJEB57227","Uniq mapping rate < 0.5"
"DD0191","ERR10505821-ERR10505873-ERR10505925-ERR10505977","BT","UC","Normal","UC SI","No breed provided",NA,"PRJEB57227","Uniq mapping rate < 0.5"
"DD0192","ERR10505824-ERR10505876-ERR10505928-ERR10505980","BT","UC","Normal","UC SI","No breed provided",NA,"PRJEB57227","Uniq mapping rate < 0.5"
"DD0194","ERR10505826-ERR10505878-ERR10505930-ERR10505982","BT","UC","Normal","UC SI","No breed provided",NA,"PRJEB57227","Uniq mapping rate < 0.5"
"DD0195","ERR10505828-ERR10505880-ERR10505932-ERR10505984","BT","UC","Normal","UC SI","No breed provided",NA,"PRJEB57227","Uniq mapping rate < 0.5"
"DD0196","ERR10505832-ERR10505884-ERR10505936-ERR10505988","BT","UC","Normal","UC SI","No breed provided",NA,"PRJEB57227","Uniq mapping rate < 0.5"
"DD0202","ERR10505840-ERR10505892-ERR10505944-ERR10505996","BT","UC","Normal","UC SI","No breed provided",NA,"PRJEB57227","Uniq mapping rate < 0.5"
"DD0201","ERR10505836-ERR10505888-ERR10505940-ERR10505992","BT","UC","Normal","UC SI","No breed provided",NA,"PRJEB57227","Uniq mapping rate < 0.5"
"DD0251","ERR10506002-ERR10506032-ERR10506062-ERR10506092","BT","UC","Normal","UC SI","No breed provided",NA,"PRJEB57227","Pass QC"
"DD0252","ERR10506003-ERR10506033-ERR10506063-ERR10506093","BT","UC","Normal","UC SI","No breed provided",NA,"PRJEB57227","Pass QC"
"DD0253","ERR10505800-ERR10505852-ERR10505904-ERR10505956","BT","UC","Normal","UC SI","No breed provided",NA,"PRJEB57227","Uniq mapping rate < 0.5"
"DD0256","ERR10506006-ERR10506036-ERR10506066-ERR10506096","BT","UC","Normal","UC SI","No breed provided",NA,"PRJEB57227","Pass QC"
